Gene	MobiDBLite	Coils	interpro	GO	CDD	Gene3D	SUPERFAMILY	ProSiteProfiles	Pfam	SMART	ProSitePatterns	PATHWAY	TIGRFAM	PRINTS	Hamap	PIRSF	SFLD
PNP49666.1	mobidb-lite	NA	IPR027078	GO:0000398;GO:0005681;GO:0007005;GO:0032865	cd01718	G3DSA:2.30.30.100	SSF50182	NA	PF12519;PF01423	SM00651	NA	Reactome: R-HSA-111367|Reactome: R-HSA-191859|Reactome: R-HSA-72163|Reactome: R-HSA-72165|Reactome: R-HSA-73856|Reactome: R-HSA-77588	NA	NA	MF_03102	NA	NA
PNP51571.1	NA	NA	IPR029063		cd02440	G3DSA:3.40.50.150	SSF53335	PS51006	PF01564	NA	NA	KEGG: 00270+2.5.1.16|KEGG: 00330+2.5.1.16|KEGG: 00480+2.5.1.16|Reactome: R-HSA-351202	NA	NA	NA	NA	NA
PNP59441.1	mobidb-lite	NA	IPR013785	GO:0003824;GO:0003855	cd00502	G3DSA:3.20.20.70	SSF51569	NA	PF01487	NA	NA	KEGG: 00400+4.2.1.10|MetaCyc: PWY-6163|MetaCyc: PWY-6416|MetaCyc: PWY-6707	TIGR01093	NA	NA	NA	NA
PNP45964.1	NA	NA	IPR041516	NA	cd07722	G3DSA:3.60.15.10;G3DSA:1.10.10.10	SSF56281	NA	PF17778;PF00753	SM00849	NA	NA	NA	NA	NA	NA	NA
PNP50643.1	NA	NA	IPR002347	NA	cd05374	G3DSA:3.40.50.720	SSF51735	NA	PF00106	NA	NA	NA	NA	PR00081	NA	NA	NA
PNP55380.1	mobidb-lite	NA	IPR013087	GO:0003676;GO:0008270	cd06257	G3DSA:1.10.287.110;G3DSA:3.30.160.60	SSF57667;SSF46565	PS50157;PS50076	PF00226;PF12171	SM00451;SM00271	PS00028;PS00636	NA	NA	PR00625	NA	NA	NA
PNP58357.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP45205.1	mobidb-lite	NA	IPR004853	NA	NA	NA	SSF103481	NA	PF03151	NA	NA	NA	NA	NA	NA	NA	NA
PNP53222.1	mobidb-lite	NA	IPR013933	NA	NA	NA	NA	NA	PF08624	NA	NA	NA	NA	NA	NA	NA	NA
PNP52908.1	mobidb-lite	Coil	IPR025602	NA	NA	NA	NA	NA	PF13862	NA	NA	NA	NA	NA	NA	PIRSF028983	NA
PNP55147.1	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP59456.1	mobidb-lite	NA	IPR000719	GO:0004672;GO:0005524;GO:0006468	cd14131	G3DSA:3.30.200.20;G3DSA:1.10.510.10	SSF56112	PS50011	PF00069	SM00220	PS00107;PS00108	NA	NA	NA	NA	NA	NA
PNP59761.1	NA	NA	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270	cd12148	NA	NA	NA	PF04082	NA	NA	NA	NA	NA	NA	NA	NA
PNP56407.1	mobidb-lite	NA	IPR011701	GO:0055085	cd17341	G3DSA:1.20.1250.20	SSF103473	PS50850	PF07690	NA	NA	NA	NA	NA	NA	NA	NA
PNP53983.1	mobidb-lite	Coil	IPR009071	NA	cd01390	G3DSA:1.10.30.10	SSF47095	PS50118	PF00505	SM00398	NA	NA	NA	PR00886	NA	NA	NA
PNP46481.1	NA	NA	IPR020915	NA	NA	G3DSA:2.40.160.20	NA	NA	PF11578	NA	NA	NA	NA	NA	NA	NA	NA
PNP49386.1	NA	NA	NA	NA	cd18714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP54138.1	mobidb-lite	Coil	IPR011010	GO:0003677;GO:0003917;GO:0005694;GO:0006265	cd00659;cd03488	G3DSA:2.170.11.10;G3DSA:1.10.10.41;G3DSA:3.90.15.10;G3DSA:1.10.132.10	SSF56349;SSF56741	NA	PF01028;PF02919;PF14370	SM00435	NA	NA	NA	PR00416	NA	NA	NA
PNP49722.1	NA	NA	IPR006941	GO:0003676	NA	G3DSA:3.30.420.10	SSF53098	NA	PF04857	NA	NA	NA	NA	NA	NA	NA	NA
PNP53507.1	NA	NA	IPR011249	GO:0003824;GO:0046872	NA	G3DSA:3.30.830.10	SSF63411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP57627.1	NA	NA	IPR001128	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	G3DSA:1.10.630.10	SSF48264	NA	PF00067	NA	NA	NA	NA	NA	NA	NA	NA
PNP50006.1	NA	NA	IPR017771		cd00077	G3DSA:1.10.3210.10	SSF109604	PS51831	NA	NA	NA	KEGG: 00791+4.2.1.69	TIGR03401	NA	NA	NA	NA
PNP53208.1	NA	NA	IPR036656	GO:0005743;GO:0005750;GO:0006122	NA	G3DSA:1.20.5.260	SSF81514	NA	PF05365	NA	NA	Reactome: R-HSA-611105	NA	NA	NA	NA	NA
PNP57450.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP56237.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP40160.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP51278.1	NA	NA	IPR023210	GO:0016491;GO:0055114	cd06660	G3DSA:3.20.20.100	SSF51430	NA	PF00248	NA	NA	NA	NA	PR00069	NA	NA	NA
PNP52800.1	mobidb-lite	NA	IPR036465	GO:0000723;GO:0003677;GO:0003684;GO:0005634;GO:0006303;GO:0042162;GO:0043564;GO:0003678	cd01458;cd00788	G3DSA:1.10.1600.10;G3DSA:3.40.50.410;G3DSA:1.10.720.30;G3DSA:4.10.970.10;G3DSA:2.40.290.10	SSF53300;SSF100939;SSF68906	PS50800	PF02037;PF03731;PF02735;PF03730	SM00513;SM00559	NA	Reactome: R-HSA-164843|Reactome: R-HSA-1834949|Reactome: R-HSA-3270619|Reactome: R-HSA-5693571|Reactome: R-HSA-6798695	TIGR00578	NA	NA	PIRSF003033	NA
PNP57223.1	NA	NA	IPR010502	GO:0004553;GO:0016052;GO:0030246	cd09620	G3DSA:2.60.40.1190	SSF49344	NA	PF16011	NA	NA	MetaCyc: PWY-6717|MetaCyc: PWY-6784	NA	NA	NA	NA	NA
PNP50131.1	NA	NA	IPR029058	GO:0006508;GO:0008236	NA	G3DSA:3.40.50.1820;G3DSA:2.120.10.30	SSF53474;SSF82171	NA	PF00326	NA	NA	NA	NA	NA	NA	NA	NA
PNP55011.1	NA	NA	IPR036188	GO:0004499;GO:0050660;GO:0050661;GO:0055114	NA	G3DSA:3.50.50.60	SSF51905	NA	PF00743;PF13450	NA	NA	NA	NA	PR00419	NA	PIRSF000332	NA
PNP54569.1	mobidb-lite	NA	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0043565	cd00067	G3DSA:4.10.240.10	SSF57701	PS50048;PS50114	PF00172	SM00066	PS00463	NA	NA	NA	NA	NA	NA
PNP57418.1	mobidb-lite	NA	IPR036236	GO:0003676	NA	G3DSA:3.30.160.60	SSF57667	PS50157	NA	NA	PS00028	NA	NA	NA	NA	NA	NA
PNP55471.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP50455.1	mobidb-lite	NA	IPR000133	GO:0006621;GO:0016021;GO:0046923	NA	NA	NA	NA	PF00810	NA	NA	Reactome: R-HSA-6807878|Reactome: R-HSA-6811434	NA	PR00660	NA	NA	NA
PNP48199.1	mobidb-lite	NA	IPR000195	NA	NA	G3DSA:1.10.472.80	SSF47923	PS50086	PF00566	SM00164	NA	NA	NA	NA	NA	NA	NA
PNP49395.1	mobidb-lite	Coil	IPR000679	GO:0006355;GO:0008270;GO:0043565	cd00202	G3DSA:3.30.50.10	SSF57716	PS50114	PF08550;PF00320	SM00401	PS00344	Reactome: R-HSA-383280	NA	PR00619	NA	NA	NA
PNP56220.1	NA	NA	IPR032466	GO:0019239	NA	G3DSA:3.20.20.140	SSF51556	NA	PF00962	NA	NA	Reactome: R-HSA-74217	TIGR01430	NA	NA	NA	NA
PNP56785.1	NA	NA	IPR009959	GO:0030638	NA	G3DSA:3.10.450.50	SSF54427	NA	PF07366	NA	NA	MetaCyc: PWY-7352|MetaCyc: PWY-7354	NA	NA	NA	NA	NA
PNP57957.1	mobidb-lite	NA	IPR001282	GO:0006006;GO:0055114;GO:0004345;GO:0016614;GO:0050661	NA	G3DSA:3.30.360.10;G3DSA:3.40.50.720	SSF55347;SSF51735	NA	PF00479;PF02781	NA	PS00069	KEGG: 00030+1.1.1.49|KEGG: 00480+1.1.1.49|MetaCyc: PWY-7268|MetaCyc: PWY-8004	TIGR00871	PR00079	MF_00966	NA	NA
PNP59742.1	NA	NA	IPR010730	NA	NA	NA	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA
PNP47767.1	NA	NA	IPR023213		NA	G3DSA:3.30.559.10	NA	NA	NA	NA	NA	Reactome: R-HSA-389661	NA	NA	NA	NA	NA
PNP49865.1	mobidb-lite	NA	IPR036390	NA	NA	G3DSA:1.25.40.570	SSF46785	PS50250	PF01399	SM00753;SM00088	NA	NA	NA	NA	NA	NA	NA
PNP52788.1	NA	Coil	IPR001611	GO:0005515	NA	G3DSA:3.80.10.10	SSF52058	PS51450	PF14580	NA	NA	NA	NA	NA	NA	NA	NA
PNP49236.1	NA	NA	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270	cd12148	NA	NA	NA	PF04082	SM00906	NA	NA	NA	NA	NA	NA	NA
PNP49796.1	mobidb-lite	Coil	IPR006973	GO:0000398;GO:0005681	NA	NA	NA	NA	PF04889	NA	NA	Reactome: R-HSA-72163	NA	NA	NA	NA	NA
PNP56958.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP51167.1	mobidb-lite	Coil	IPR010994	GO:0003697;GO:0004520;GO:0006281;GO:0003677;GO:0004518	NA	G3DSA:3.40.50.10130;G3DSA:1.10.150.20	SSF47781;SSF52980	NA	PF02732	SM00891	NA	Reactome: R-HSA-5685938|Reactome: R-HSA-5696395|Reactome: R-HSA-5696400|Reactome: R-HSA-6782135|Reactome: R-HSA-6783310	TIGR00596	NA	NA	NA	NA
PNP56244.1	NA	NA	IPR001328	GO:0004045	cd00462	G3DSA:3.40.50.1470	SSF53178	NA	PF01195	NA	PS01196	MetaCyc: PWY-6308	NA	NA	NA	NA	NA
PNP51819.1	NA	NA	IPR023213		NA	G3DSA:3.30.559.10	NA	NA	NA	NA	NA	Reactome: R-HSA-389661	NA	NA	NA	NA	NA
PNP51134.1	mobidb-lite	Coil	IPR004827	GO:0003700;GO:0006355	cd14688	G3DSA:1.20.5.170;G3DSA:1.10.238.100	SSF57959	PS50217	PF00170	SM00338	PS00036	NA	NA	NA	NA	NA	NA
PNP53791.1	mobidb-lite	NA	IPR001650	GO:0003677;GO:0005524;GO:0016787	cd12091;cd18801;cd18033	G3DSA:3.40.50.300;G3DSA:1.20.1320.20	SSF52540	PS51194;PS51192	PF00271;PF04851	SM00487;SM00490	PS00690	NA	NA	NA	NA	NA	NA
PNP50970.1	NA	NA	IPR000683	GO:0016491	NA	G3DSA:3.30.360.10;G3DSA:3.40.50.720	SSF55347;SSF51735	NA	PF01408	NA	NA	NA	NA	NA	NA	NA	NA
PNP58662.1	NA	NA	IPR006913	GO:0016846	NA	G3DSA:2.170.150.70	SSF51316	NA	PF04828	NA	NA	KEGG: 00680+4.4.1.22|MetaCyc: PWY-1801	NA	NA	NA	NA	NA
PNP55783.1	NA	NA	IPR007245	GO:0016255;GO:0042765	NA	NA	NA	NA	PF04113	NA	NA	Reactome: R-HSA-162791	NA	NA	NA	NA	NA
PNP44436.1	NA	NA	IPR029058	NA	NA	G3DSA:3.40.50.1820;G3DSA:1.10.10.800	SSF53474	NA	PF12697	NA	NA	NA	NA	NA	NA	NA	NA
PNP53246.1	NA	NA	IPR000073	NA	NA	G3DSA:3.40.50.1820;G3DSA:1.10.10.800	SSF53474	NA	PF12697	NA	NA	NA	NA	NA	NA	NA	NA
PNP49988.1	NA	NA	IPR029058	NA	NA	G3DSA:3.40.50.1820	SSF53474	NA	PF12697	NA	NA	NA	NA	NA	NA	NA	NA
PNP52309.1	NA	NA	IPR015943	GO:0005515;GO:0005885;GO:0015629;GO:0030833;GO:0034314	NA	G3DSA:2.130.10.10	SSF50978	PS50294;PS50082	PF00400	SM00320	NA	Reactome: R-HSA-2029482|Reactome: R-HSA-3928662|Reactome: R-HSA-5663213	NA	NA	NA	PIRSF038093	NA
PNP52140.1	mobidb-lite	NA	IPR016024	NA	NA	NA	SSF48371	NA	PF14225;PF14228;PF14222	NA	NA	NA	NA	NA	NA	NA	NA
PNP60556.1	NA	NA	IPR002347	NA	cd05233	G3DSA:3.40.50.720	SSF51735	NA	PF00106	NA	NA	NA	NA	PR00081	NA	NA	NA
PNP53309.1	NA	Coil	IPR013627	GO:0003677;GO:0003887;GO:0006260	NA	G3DSA:3.60.21.60	NA	NA	PF08418;PF04042	NA	NA	Reactome: R-HSA-113501|Reactome: R-HSA-174411|Reactome: R-HSA-174430|Reactome: R-HSA-68952|Reactome: R-HSA-68962|Reactome: R-HSA-69091|Reactome: R-HSA-69166|Reactome: R-HSA-69183	NA	NA	NA	PIRSF018300	NA
PNP58903.1	mobidb-lite	NA	IPR012677	NA	NA	G3DSA:3.30.70.330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP56756.1	mobidb-lite	NA	IPR005033	GO:0006355	cd16905	G3DSA:2.60.40.1970	NA	PS51037	PF03366	NA	NA	NA	NA	NA	NA	PIRSF016551	NA
PNP49885.1	NA	NA	IPR039261	GO:0016491;GO:0055114	NA	G3DSA:3.40.50.80	SSF52343	NA	PF08030	NA	NA	NA	NA	NA	NA	NA	NA
PNP50833.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP60004.1	NA	NA	IPR010730	NA	NA	NA	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA
PNP51730.1	NA	NA	IPR005197	GO:0016787	cd11577	G3DSA:3.20.20.80	NA	NA	PF03659	NA	NA	NA	NA	NA	NA	NA	NA
PNP53770.1	NA	NA	IPR029033	NA	cd07061	G3DSA:3.40.50.1240	SSF53254	NA	PF00328	NA	PS00778;PS00616	NA	NA	NA	NA	NA	NA
PNP52543.1	NA	NA	IPR015943	GO:0005515	NA	G3DSA:2.130.10.10	SSF82171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP55834.1	NA	NA	IPR013653	GO:0016747;GO:0008080	NA	G3DSA:3.40.630.30	SSF55729	PS51186	PF08445	NA	NA	NA	NA	NA	NA	NA	NA
PNP50313.1	NA	NA	NA	NA	NA	G3DSA:3.30.360.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP52521.1	mobidb-lite	NA	IPR036930	GO:0003950;GO:0006471	cd07997;cd01437;cd17747	G3DSA:3.90.228.10;G3DSA:2.20.140.10;G3DSA:1.20.142.10;G3DSA:3.40.50.10190	SSF56399;SSF142921;SSF47587;SSF52113	PS51060;PS50172;PS51059	PF00533;PF02877;PF00644;PF05406	SM00773;SM00292	NA	NA	NA	NA	NA	NA	NA
PNP55327.1	mobidb-lite	NA	IPR000086	GO:0016787	NA	G3DSA:3.90.79.10	SSF55811	PS51462	PF00293	NA	NA	NA	NA	NA	NA	NA	NA
PNP52747.1	mobidb-lite	NA	IPR007258		NA	NA	NA	NA	PF04129	NA	NA	Reactome: R-HSA-6811440	NA	NA	NA	NA	NA
PNP53633.1	mobidb-lite	NA	IPR008271	GO:0004672;GO:0006468;GO:0005524	cd14008	G3DSA:1.10.510.10;G3DSA:3.30.200.20	SSF56112	PS50011	PF00069	SM00220	PS00108;PS00107	NA	NA	NA	NA	NA	NA
PNP49645.1	mobidb-lite	NA	IPR013178	GO:0004402;GO:0006355;GO:0016573;GO:0005634;GO:0010484;GO:0043618	NA	NA	NA	PS51728	PF08214	SM01250	NA	Reactome: R-HSA-1234158|Reactome: R-HSA-1368082|Reactome: R-HSA-1912408|Reactome: R-HSA-1989781|Reactome: R-HSA-201722|Reactome: R-HSA-210744|Reactome: R-HSA-2122947|Reactome: R-HSA-2644606|Reactome: R-HSA-2894862|Reactome: R-HSA-3134973|Reactome: R-HSA-3214847|Reactome: R-HSA-3371568|Reactome: R-HSA-381340|Reactome: R-HSA-3899300|Reactome: R-HSA-400253|Reactome: R-HSA-5617472|Reactome: R-HSA-5621575|Reactome: R-HSA-8866907|Reactome: R-HSA-8941856|Reactome: R-HSA-9013508|Reactome: R-HSA-9013695|Reactome: R-HSA-9018519|Reactome: R-HSA-918233|Reactome: R-HSA-933541|Reactome: R-HSA-9614657|Reactome: R-HSA-9617629	NA	NA	NA	NA	NA
PNP42389.1	mobidb-lite	NA	IPR027027	GO:0005484;GO:0005794;GO:0016192	cd15863	G3DSA:1.20.5.110	SSF58038	NA	PF12352	NA	NA	Reactome: R-HSA-6811438	NA	NA	NA	PIRSF028865	NA
PNP52341.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP53287.1	NA	NA	IPR021858	NA	NA	NA	NA	NA	PF11951	NA	NA	NA	NA	NA	NA	NA	NA
PNP56926.1	NA	NA	IPR011701	GO:0055085	cd06178	G3DSA:1.20.1250.20	SSF103473	NA	PF07690	NA	NA	NA	NA	NA	NA	NA	NA
PNP50301.1	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP50324.1	NA	NA	IPR002938	GO:0071949	NA	G3DSA:3.50.50.60	SSF51905	NA	PF01494	NA	NA	NA	NA	NA	NA	NA	NA
PNP52879.1	NA	NA	IPR021833	NA	NA	NA	NA	NA	PF11905	NA	NA	NA	NA	NA	NA	NA	NA
PNP52518.1	NA	NA	IPR020915	NA	NA	G3DSA:2.40.160.20	NA	NA	PF11578	NA	NA	NA	NA	NA	NA	NA	NA
PNP52566.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP51473.1	NA	NA	IPR022742	NA	NA	G3DSA:3.40.50.1820	SSF53474	NA	PF12146	NA	NA	NA	NA	NA	NA	NA	NA
PNP54443.1	mobidb-lite	NA	IPR001648	GO:0003735;GO:0005840;GO:0006412	NA	G3DSA:4.10.640.10	SSF46911	NA	PF01084	NA	NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	NA	NA	NA	NA
PNP55821.1	NA	NA	IPR013149	GO:0055114	NA	G3DSA:3.40.50.720;G3DSA:3.90.180.10	SSF51735	NA	PF00107	NA	NA	NA	NA	NA	NA	NA	NA
PNP48840.1	NA	NA	IPR013968	GO:0016491;GO:0016740;GO:0003824;GO:0031177	cd05195;cd00833;cd02440	G3DSA:3.40.366.10;G3DSA:3.40.50.150;G3DSA:3.40.47.10;G3DSA:3.90.180.10;G3DSA:1.10.1200.10;G3DSA:3.30.70.3290;G3DSA:3.10.129.110;G3DSA:3.40.50.720	SSF47336;SSF51735;SSF50129;SSF55048;SSF53335;SSF53901;SSF52151	PS50075	PF08659;PF14765;PF16197;PF00550;PF13602;PF00109;PF08242;PF02801;PF00698	SM00829;SM00822;SM00825;SM00827;SM00826;SM00823	PS00606;PS00012	Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105|Reactome: R-HSA-9029558	NA	NA	NA	NA	NA
PNP53813.1	mobidb-lite	NA	IPR006768	NA	NA	NA	NA	NA	PF04677;PF04676	NA	NA	NA	NA	NA	NA	NA	NA
PNP53185.1	mobidb-lite	NA	IPR037518	GO:0006511	cd17055;cd08061	G3DSA:3.10.20.90	SSF54236	PS50249	PF05021;PF05020	NA	NA	Reactome: R-HSA-110320	NA	NA	NA	PIRSF010052	NA
PNP45401.1	NA	NA	IPR000209	GO:0004252;GO:0006508;GO:0005618;GO:0016020	NA	G3DSA:3.40.50.200	SSF52743	NA	PF00082;PF06280	NA	PS00138	NA	NA	NA	NA	NA	NA
PNP56054.1	NA	Coil	IPR020683	GO:0005515	NA	G3DSA:1.25.40.20	SSF48403	PS50297;PS50088	PF12796	SM00248	NA	NA	NA	NA	NA	NA	NA
PNP54767.1	NA	NA	NA	NA	NA	G3DSA:1.20.120.1280	SSF64484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP50488.1	mobidb-lite	NA	IPR015943	GO:0005515;GO:0003676;GO:0005634	NA	G3DSA:2.130.10.10	NA	NA	PF03178;PF10433	NA	NA	NA	NA	NA	NA	NA	NA
PNP55115.1	NA	NA	IPR020574	GO:0003735;GO:0005840;GO:0006412	NA	G3DSA:3.30.230.10	SSF54211	NA	PF00380	NA	PS00360	NA	NA	NA	NA	NA	NA
PNP55963.1	NA	NA	IPR023210	GO:0016491;GO:0055114	cd06660	G3DSA:3.20.20.100	SSF51430	NA	PF00248	NA	NA	NA	NA	PR00069	NA	NA	NA
PNP56848.1	NA	NA	IPR036736	NA	NA	NA	SSF47336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP60154.1	NA	NA	IPR020100	NA	NA	NA	NA	NA	PF11034	NA	NA	NA	NA	NA	NA	NA	NA
PNP57109.1	mobidb-lite	NA	IPR029044	NA	NA	NA	SSF53448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP49934.1	NA	NA	IPR007599		NA	NA	SSF144091	NA	PF04511	NA	NA	Reactome: R-HSA-382556|Reactome: R-HSA-5678895	NA	NA	NA	NA	NA
PNP51131.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP58630.1	mobidb-lite	Coil	NA	NA	NA	G3DSA:1.20.5.170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP60049.1	mobidb-lite	NA	IPR000366	GO:0004932;GO:0007186;GO:0016020	cd14939	NA	NA	NA	PF02116	NA	NA	NA	NA	NA	NA	NA	NA
PNP49513.1	mobidb-lite	Coil	IPR035979	GO:0003676	NA	G3DSA:3.30.70.330	SSF54928	PS50102	PF00076	SM00360	NA	NA	NA	NA	NA	NA	NA
PNP50959.1	mobidb-lite	NA	IPR009567	GO:0030176;GO:2001256	NA	NA	NA	NA	PF06682	NA	NA	NA	NA	NA	NA	NA	NA
PNP50077.1	NA	NA	IPR001509	GO:0003824;GO:0050662	NA	G3DSA:3.40.50.720	SSF51735	NA	PF01370	NA	NA	NA	NA	NA	NA	NA	NA
PNP50645.1	mobidb-lite	Coil	IPR000898	GO:0020037;GO:0019441;GO:0046872	NA	G3DSA:1.20.58.480	SSF140959	NA	PF01231	NA	NA	Reactome: R-HSA-71240	NA	NA	NA	NA	NA
PNP56188.1	NA	NA	IPR036396	GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0004497	NA	G3DSA:1.10.630.10	SSF48264	NA	PF00067	NA	NA	NA	NA	PR00465	NA	NA	NA
PNP50402.1	NA	NA	IPR036188	GO:0004499;GO:0050660;GO:0050661;GO:0055114	NA	G3DSA:3.50.50.60	SSF51905	NA	PF00743	NA	NA	NA	NA	PR00370	NA	NA	NA
PNP57349.1	mobidb-lite	NA	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270	cd12148	NA	NA	NA	PF04082	SM00906	NA	NA	NA	NA	NA	NA	NA
PNP50593.1	NA	NA	IPR029510	GO:0016491;GO:0055114;GO:0016620	NA	G3DSA:3.40.605.10;G3DSA:3.40.309.10	SSF53720	NA	PF00171	NA	PS00687;PS00070	NA	NA	NA	NA	NA	NA
PNP47055.1	NA	NA	IPR002293	GO:0016020;GO:0022857;GO:0055085;GO:0006865;GO:0016021	NA	G3DSA:1.20.1740.10	NA	NA	PF00324	NA	PS00218	NA	NA	NA	NA	PIRSF006060	NA
PNP48842.1	mobidb-lite	NA	IPR036259	GO:0055085	cd17323	G3DSA:1.20.1250.20;G3DSA:1.20.1720.10	SSF103473	NA	PF07690	NA	NA	NA	NA	NA	NA	NA	NA
PNP53656.1	NA	NA	IPR012400	GO:0046577;GO:0055114;GO:0016614;GO:0050660	NA	G3DSA:3.50.50.60	SSF51905	NA	PF00732;PF05199	NA	NA	MetaCyc: PWY-2724	NA	NA	NA	PIRSF028937	NA
PNP57099.1	NA	NA	IPR036291		NA	G3DSA:3.40.50.720	SSF51735	NA	PF05368	NA	NA	Reactome: R-HSA-70635	NA	NA	NA	NA	NA
PNP58300.1	mobidb-lite	NA	NA	NA	cd17327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP45385.1	NA	Coil	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270	cd12148	NA	NA	NA	PF04082	SM00906	NA	NA	NA	NA	NA	NA	NA
PNP52894.1	NA	NA	IPR013920	NA	NA	NA	NA	NA	PF08611	NA	NA	NA	NA	NA	NA	NA	NA
PNP51429.1	mobidb-lite	Coil	IPR036103	GO:0005515;GO:0003774;GO:0005524;GO:0016459;GO:0051015	cd01380;cd15480	G3DSA:1.20.120.720;G3DSA:1.20.58.530;G3DSA:1.20.5.190;G3DSA:1.10.10.820;G3DSA:3.30.70.3240;G3DSA:3.40.850.10	SSF52540;SSF50084	PS50096;PS51126;PS51844;PS51456	PF02736;PF01843;PF00063;PF00612	SM00015;SM01132;SM00242	NA	NA	NA	PR00193	NA	NA	NA
PNP47199.1	NA	NA	IPR036259	GO:0016021;GO:0022857;GO:0055085	cd17357	G3DSA:1.20.1250.20	SSF103473	PS50850	PF00083	NA	NA	NA	NA	NA	NA	NA	NA
PNP49579.1	NA	NA	IPR002403	GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	G3DSA:1.10.630.10	SSF48264	NA	PF00067	NA	NA	NA	NA	PR00465;PR00385	NA	NA	NA
PNP53468.1	NA	NA	IPR000608		cd00195	G3DSA:3.10.110.10	SSF54495	PS50127	PF00179	SM00212	PS00183	Reactome: R-HSA-983168	NA	NA	NA	NA	NA
PNP56615.1	mobidb-lite	NA	IPR006900	GO:0006886;GO:0006888;GO:0030127;GO:0008270	NA	G3DSA:3.40.20.10;G3DSA:1.20.120.730;G3DSA:2.60.40.1670;G3DSA:3.40.50.410;G3DSA:2.30.30.380	SSF82754;SSF53300;SSF82919;SSF81995;SSF81811	NA	PF04815;PF00626;PF04810;PF08033;PF04811	NA	NA	Reactome: R-HSA-1655829|Reactome: R-HSA-204005|Reactome: R-HSA-2132295|Reactome: R-HSA-5694530|Reactome: R-HSA-983170	NA	NA	NA	NA	NA
PNP51025.1	mobidb-lite	NA	IPR001248	GO:0016020;GO:0022857;GO:0055085;GO:0016021	NA	G3DSA:1.10.4160.10	NA	NA	PF02133	NA	NA	NA	NA	NA	NA	PIRSF002744	NA
PNP51069.1	NA	NA	IPR036866	NA	NA	G3DSA:3.60.15.10	SSF56281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP57953.1	mobidb-lite	NA	IPR029196	NA	NA	NA	NA	NA	PF15251	NA	NA	NA	NA	NA	NA	NA	NA
PNP54219.1	mobidb-lite	NA	IPR036400	NA	NA	G3DSA:3.10.120.10	SSF55856	NA	PF00173	SM01117	NA	NA	NA	NA	NA	NA	NA
PNP55155.1	NA	NA	IPR000845	GO:0003824;GO:0009116	cd09008	NA	SSF53167	NA	PF01048	NA	NA	NA	NA	NA	NA	NA	NA
