Gene	CDD	interpro	GO	Pfam	Gene3D	SUPERFAMILY	SMART	MobiDBLite	PATHWAY	ProSiteProfiles	ProSitePatterns	PRINTS	Coils	TIGRFAM	PIRSF	Hamap	SFLD
PON24625.1	NA	IPR001810	GO:0005515	NA	NA	NA	NA	NA	NA	PS50181	NA	NA	NA	NA	NA	NA	NA
PON24852.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA
PON21732.1	cd00067	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PF00172;PF11951	G3DSA:4.10.240.10	SSF57701	SM00066	NA	NA	PS50048	PS00463	NA	NA	NA	NA	NA	NA
PON25820.1	NA	IPR014721	GO:0005524;GO:0004335;GO:0006012;GO:0046835;GO:0005534;GO:0005737;GO:0016301;GO:0016773	PF08544;PF10509;PF00288	G3DSA:3.30.230.10;G3DSA:3.30.70.3170;G3DSA:3.30.70.890	SSF54211;SSF55060	NA	NA	KEGG: 00052+2.7.1.6|KEGG: 00520+2.7.1.6|MetaCyc: PWY-3821|MetaCyc: PWY-6317|MetaCyc: PWY-6527	NA	PS00106;PS00627	PR00473;PR00959	NA	TIGR00131	PIRSF000530	NA	NA
PON25746.1	cd00195	IPR000608		PF00179	G3DSA:3.10.110.10	SSF54495	SM00212	NA	Reactome: R-HSA-983168	PS50127	NA	NA	NA	NA	NA	NA	NA
PON28453.1	cd00577	IPR003021	GO:0000077;GO:0042025	PF02144	G3DSA:3.70.10.10	SSF55979	NA	NA	Reactome: R-HSA-176187|Reactome: R-HSA-5685938|Reactome: R-HSA-5693607|Reactome: R-HSA-5693616|Reactome: R-HSA-6804756|Reactome: R-HSA-69473	NA	NA	PR01245	NA	NA	NA	NA	NA
PON29082.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON24403.1	NA	IPR036188	GO:0071949	PF01494	G3DSA:3.50.50.60	SSF51905	NA	NA	NA	NA	NA	PR00420	NA	NA	NA	NA	NA
PON21859.1	cd02005;cd07038;cd11717	IPR012000	GO:0000287;GO:0030976;GO:0003723;GO:0006400;GO:0003824	PF00205;PF02776;PF02926;PF02775	G3DSA:3.40.50.970;G3DSA:3.40.50.1220;G3DSA:3.30.2300.10	SSF52467;SSF52518;SSF143437	NA	mobidb-lite	Reactome: R-HSA-6790901	PS51165	NA	NA	Coil	NA	NA	NA	NA
PON25713.1	cd03461	IPR015889	GO:0005506;GO:0016702;GO:0055114;GO:0003824;GO:0006725;GO:0008199;GO:0009712;GO:0018576	PF00775;PF04444	G3DSA:2.60.130.10	SSF49482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON26359.1	cd07776	IPR018485	GO:0005975;GO:0016773;GO:0004856;GO:0042732	PF02782;PF00370	G3DSA:3.30.420.40	SSF53067	NA	NA	KEGG: 00040+2.7.1.17|Reactome: R-HSA-5661270	NA	NA	NA	NA	NA	NA	NA	NA
PON26266.1	cd08987	IPR005193	GO:0046373;GO:0046556;GO:0005576;GO:0005975;GO:0030248	PF03664;PF00734	G3DSA:2.115.10.20	SSF75005;SSF57180	NA	NA	KEGG: 00520+3.2.1.55	PS51257	NA	NA	NA	NA	NA	NA	NA
PON23628.1	cd07980	IPR040504	GO:0006367	PF17683;PF02270	G3DSA:1.10.10.10	SSF46785;SSF50916	NA	mobidb-lite	Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167160|Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167242|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-168325|Reactome: R-HSA-674695|Reactome: R-HSA-6796648|Reactome: R-HSA-6803529|Reactome: R-HSA-6807505|Reactome: R-HSA-72086|Reactome: R-HSA-72163|Reactome: R-HSA-72165|Reactome: R-HSA-72203|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-75953|Reactome: R-HSA-75955|Reactome: R-HSA-76042|Reactome: R-HSA-77075|Reactome: R-HSA-8851708|Reactome: R-HSA-9018519	NA	NA	NA	NA	NA	NA	NA	NA
PON22642.1	cd17331	IPR036259	NA	NA	G3DSA:1.20.1250.20	SSF103473	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON29267.1	NA	IPR007218	GO:0006260;GO:0042025	PF04081	NA	NA	NA	mobidb-lite	Reactome: R-HSA-110314|Reactome: R-HSA-174411|Reactome: R-HSA-174414|Reactome: R-HSA-174417|Reactome: R-HSA-174437|Reactome: R-HSA-5358565|Reactome: R-HSA-5358606|Reactome: R-HSA-5651801|Reactome: R-HSA-5656169|Reactome: R-HSA-5685942|Reactome: R-HSA-5696397|Reactome: R-HSA-5696400|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-69091|Reactome: R-HSA-69166|Reactome: R-HSA-69183	NA	NA	NA	NA	NA	NA	NA	NA
PON21597.1	cd00519	IPR002921	GO:0006629	PF01764	G3DSA:3.40.50.1820	SSF53474	NA	NA	Reactome: R-HSA-426048	NA	NA	NA	NA	NA	NA	NA	NA
PON20444.1	cd03337	IPR002194	GO:0005524;GO:0006457;GO:0051082	PF00118	G3DSA:3.30.260.10;G3DSA:3.50.7.10;G3DSA:1.10.560.10	SSF52029;SSF48592;SSF54849	NA	NA	Reactome: R-HSA-389957|Reactome: R-HSA-389960|Reactome: R-HSA-390450|Reactome: R-HSA-390471|Reactome: R-HSA-6814122	NA	PS00750;PS00751;PS00995	PR00304	NA	TIGR02344	NA	NA	NA
PON29975.1	cd07730	IPR036866	NA	PF00753	G3DSA:3.60.15.10	SSF56281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON20641.1	NA	IPR011990	GO:0005515	PF13424;PF13401;PF13374	G3DSA:1.25.40.10;G3DSA:3.40.50.300	SSF48452;SSF52540	SM00028	NA	NA	PS50293	NA	NA	NA	NA	NA	NA	NA
PON22016.1	cd03342	IPR017998	GO:0005524;GO:0006457;GO:0051082	PF00118	G3DSA:1.10.560.10;G3DSA:3.50.7.10	SSF52029;SSF48592;SSF54849	NA	NA	Reactome: R-HSA-389957|Reactome: R-HSA-389960|Reactome: R-HSA-390450|Reactome: R-HSA-390471|Reactome: R-HSA-6814122	NA	PS00751;PS00750	PR00304	NA	TIGR02347	NA	NA	NA
PON25487.1	cd12148;cd00067	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PF04082	G3DSA:4.10.240.10	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
PON21361.1	cd01846	IPR001087	GO:0016788	PF00657	G3DSA:3.40.50.1110	SSF52266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON26981.1	cd18008;cd18793	IPR001650	GO:0005524	PF00271;PF00176	G3DSA:3.40.50.10810;G3DSA:3.40.50.300	SSF52540	SM00490	mobidb-lite	NA	PS51194	NA	NA	NA	NA	NA	NA	NA
PON30258.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON20052.1	cd05581	IPR011009	GO:0004672;GO:0005524;GO:0006468	PF00069	G3DSA:3.30.200.20;G3DSA:1.10.510.10	SSF56112	SM00220	mobidb-lite	NA	PS50011	PS00107;PS00108	NA	NA	NA	NA	NA	NA
PON25108.1	NA	IPR002403	GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114	PF00067	G3DSA:1.10.630.10	SSF48264	NA	NA	NA	NA	NA	PR00465	NA	NA	NA	NA	NA
PON21682.1	cd12261	IPR035979	GO:0003676	NA	NA	SSF54928	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON23856.1	cd00882	IPR027417	GO:0005525	PF01926	NA	SSF52540	NA	mobidb-lite	NA	NA	PS00675	NA	Coil	NA	NA	NA	NA
PON30703.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA
PON25824.1	NA	IPR001440	GO:0005515;GO:0008270	PF00515;PF16546;PF13181	G3DSA:1.20.5.420;G3DSA:1.10.260.100;G3DSA:1.25.40.10;G3DSA:3.30.40.10	SSF48452	SM00744;SM00028	mobidb-lite	MetaCyc: PWY-7511	PS51292;PS50005;PS50293	NA	NA	Coil	NA	NA	NA	NA
PON21487.1	cd01867	IPR027417	GO:0005525;GO:0003924	PF00071	G3DSA:3.40.50.300	SSF52540	SM00173;SM00174;SM00175;SM00176	NA	NA	PS51419	NA	PR00449	NA	TIGR00231	NA	NA	NA
PON27493.1	NA	IPR029063	GO:0003676;GO:0008168;GO:0032259	NA	G3DSA:3.40.50.150	SSF53335	NA	NA	NA	NA	PS00092	NA	NA	NA	NA	NA	NA
PON23505.1	cd00067;cd12148	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PF04082;PF00172	G3DSA:4.10.240.10	SSF57701	SM00066;SM00906	mobidb-lite	NA	PS50048	NA	NA	Coil	NA	NA	NA	NA
PON27949.1	cd00590	IPR000504	GO:0003676;GO:0003723	PF00806;PF00076	G3DSA:1.25.10.10;G3DSA:3.30.70.330	SSF54928;SSF48371	SM00360;SM00025	mobidb-lite	NA	PS50302;PS50102;PS50303	NA	NA	NA	NA	NA	NA	NA
PON28827.1	NA	IPR006680	GO:0016787	PF04909	G3DSA:3.20.20.140	SSF51556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON29199.1	NA	IPR000073	NA	PF00561	G3DSA:3.40.50.1820	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON30230.1	NA	IPR036822	GO:0005507;GO:0055070	PF03932	G3DSA:3.20.20.380	SSF110395	NA	NA	Reactome: R-HSA-936837	NA	NA	NA	NA	NA	NA	NA	NA
PON24390.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON20073.1	NA	IPR036291	NA	NA	G3DSA:3.40.50.720	SSF51735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON22204.1	cd02440	IPR013216	GO:0008168	PF08241	G3DSA:3.40.50.150	SSF53335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON29683.1	NA	IPR010730	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON26443.1	NA	IPR002129	GO:0016831;GO:0019752;GO:0030170;GO:0003824	PF00282	G3DSA:3.90.1150.10;G3DSA:3.40.640.10	SSF53383	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
PON26835.1	cd00170	IPR001251	NA	PF00650;PF03765	G3DSA:3.40.525.10	SSF52087;SSF46938	SM00516;SM01100	mobidb-lite	NA	PS50191	NA	NA	NA	NA	NA	NA	NA
PON22422.1	cd17502	IPR011701	GO:0055085;GO:0016021;GO:0022857	PF07690	G3DSA:1.20.1250.20	SSF103473	NA	mobidb-lite	NA	PS50850	PS00216	NA	NA	NA	NA	NA	NA
PON29232.1	NA	IPR002937	GO:0016491;GO:0055114	PF01593	G3DSA:3.50.50.60	SSF51905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON23978.1	NA	IPR006565	GO:0046982	PF07524	G3DSA:1.10.20.10	NA	SM00576	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON23539.1	NA	IPR005178	NA	PF03619	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON28656.1	NA	IPR013026	GO:0005515	PF07719;PF00856	G3DSA:1.25.40.10;G3DSA:2.170.270.10	SSF48452;SSF82199	SM00028;SM00317	NA	NA	PS50293;PS50005;PS50280	NA	NA	NA	NA	NA	NA	NA
PON27422.1	cd06228	IPR000834	GO:0004181;GO:0006508;GO:0008270	PF00246	NA	SSF53187	SM00631	mobidb-lite	NA	PS51257	NA	NA	NA	NA	NA	NA	NA
PON21675.1	NA	IPR005103		PF03443	G3DSA:2.70.50.70	NA	NA	NA	KEGG: 00500+3.2.1.4|MetaCyc: PWY-6788	NA	NA	NA	NA	NA	NA	NA	NA
PON27001.1	NA	IPR029063	NA	NA	G3DSA:3.40.50.150	SSF53335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON28743.1	NA	IPR020946	GO:0004499;GO:0050660;GO:0050661;GO:0055114	PF00743	G3DSA:3.50.50.60	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
PON28909.1	NA	IPR020683	GO:0005515	PF12937;PF12796	G3DSA:1.25.40.20	SSF81383;SSF48403	SM00248	NA	NA	PS50297;PS50088	NA	NA	NA	NA	NA	NA	NA
PON22151.1	cd17323	IPR011701	GO:0055085	PF07690	G3DSA:1.20.1250.20	SSF103473	NA	mobidb-lite	NA	PS50850	NA	NA	NA	NA	NA	NA	NA
PON25704.1	NA	IPR037274	GO:0008270	PF05495	NA	SSF161219	NA	mobidb-lite	Reactome: R-HSA-110320|Reactome: R-HSA-983168	PS51266	NA	NA	Coil	NA	NA	NA	NA
PON29701.1	NA	IPR040457	GO:0043015	PF04130;PF17681	G3DSA:1.20.120.1900	NA	NA	mobidb-lite	Reactome: R-HSA-380270|Reactome: R-HSA-380320	NA	NA	NA	NA	NA	NA	NA	NA
PON30334.1	NA	IPR019185	NA	PF09801	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON28087.1	cd14829	IPR022775	NA	PF01217	G3DSA:3.30.450.60	SSF64356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON30779.1	cd05233	IPR036291	NA	PF00106	G3DSA:3.40.50.720	SSF51735	NA	NA	NA	NA	NA	PR00081	NA	NA	NA	NA	NA
PON20924.1	NA	IPR027417	GO:0003677;GO:0005524;GO:0006281;GO:0008094	PF08423	NA	SSF52540	SM00382	mobidb-lite	Reactome: R-HSA-5685942|Reactome: R-HSA-5693554|Reactome: R-HSA-5693568|Reactome: R-HSA-5693579	PS50162	NA	NA	Coil	NA	NA	NA	NA
PON25651.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON21188.1	cd00067;cd12148	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PF00172;PF04082	G3DSA:4.10.240.10	SSF57701	SM00066	NA	NA	PS50048	PS00463	NA	NA	NA	NA	NA	NA
PON24471.1	NA	IPR036928		PF01425	G3DSA:3.90.1300.10	SSF75304	NA	mobidb-lite	KEGG: 00970+6.3.5.7	NA	PS00571	NA	NA	NA	PIRSF001221	NA	NA
PON28290.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA
PON22386.1	NA	IPR013272	NA	PF08265	NA	NA	SM00993	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON27473.1	NA	IPR038528	NA	PF10193	G3DSA:1.25.40.720	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON30434.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON22918.1	cd00067;cd12148	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	G3DSA:4.10.240.10	SSF57701	SM00066	mobidb-lite	NA	PS50048	NA	NA	NA	NA	NA	NA	NA
PON28619.1	cd03048	IPR036282	GO:0005515	PF00043;PF02798	G3DSA:3.40.30.10;G3DSA:1.20.1050.10	SSF47616;SSF52833	NA	NA	NA	PS50404;PS50405	NA	NA	NA	NA	NA	NA	SFLDS00019;SFLDG01151
PON28843.1	cd12148;cd00067	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PF00172	G3DSA:4.10.240.10	SSF57701	SM00066	mobidb-lite	NA	PS50048	NA	NA	Coil	NA	NA	NA	NA
PON23703.1	cd12148	IPR002347	GO:0005515;GO:0003677;GO:0005634;GO:0006351;GO:0008270	PF00106;PF13374;PF17107;PF04082	G3DSA:3.40.50.720;G3DSA:1.25.40.10	SSF51735;SSF52540;SSF48452	NA	NA	NA	NA	NA	PR00081	Coil	NA	NA	NA	NA
PON23461.1	cd02182	IPR000757	GO:0004553;GO:0005975	PF00722	G3DSA:2.60.120.200	SSF49899	NA	NA	NA	PS51762	NA	NA	NA	NA	NA	NA	NA
PON28368.1	cd12324	IPR012677	GO:0003729;GO:0003676;GO:0003723;GO:0005634;GO:0005737;GO:0006396	PF00076	G3DSA:3.30.70.330	SSF54928	SM00360	mobidb-lite	Reactome: R-HSA-159236|Reactome: R-HSA-72163|Reactome: R-HSA-72187|Reactome: R-HSA-73856|Reactome: R-HSA-9010553|Reactome: R-HSA-975957	PS50102	NA	PR01738	NA	NA	NA	NA	NA
PON30121.1	cd14137	IPR000719	GO:0004672;GO:0005524;GO:0006468	PF00069	G3DSA:1.10.510.10;G3DSA:3.30.200.20	SSF56112	SM00220	NA	KEGG: 04150+2.7.11.1|KEGG: 04151+2.7.11.1|KEGG: 04714+2.7.11.1|KEGG: 04926+2.7.11.1|KEGG: 05163+2.7.11.1|KEGG: 05165+2.7.11.1|KEGG: 05170+2.7.11.1|Reactome: R-HSA-198323|Reactome: R-HSA-5674400	PS50011	PS00107;PS00108	NA	NA	NA	PIRSF000654	NA	NA
PON30565.1	cd00174;cd07651	IPR027267	GO:0019915;GO:0005515	PF06775;PF00018;PF00611	G3DSA:1.20.1270.60;G3DSA:2.30.30.40	SSF103657;SSF50044	SM00055;SM00326	mobidb-lite	NA	PS51741;PS50002	NA	NA	NA	NA	NA	NA	NA
PON28779.1	NA	IPR035937	GO:0003684;GO:0003906;GO:0006289;GO:0008270;GO:0016799;GO:0003676	PF06831	G3DSA:3.20.190.10;G3DSA:1.10.8.50	SSF81624;SSF46946	SM01232	mobidb-lite	Reactome: R-HSA-110328|Reactome: R-HSA-110329	NA	NA	NA	NA	NA	NA	NA	NA
PON27888.1	cd00403	IPR028364	GO:0003723;GO:0003735;GO:0006412;GO:0015934	PF00687	G3DSA:3.40.50.790;G3DSA:3.30.190.20	SSF56808	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	PS01199	NA	NA	NA	PIRSF002155	NA	NA
PON20673.1	cd12148	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PF00172;PF11951	G3DSA:4.10.240.10	SSF57701	SM00066	NA	NA	PS50048	NA	NA	NA	NA	NA	NA	NA
PON28554.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON25201.1	NA	IPR031353	NA	PF17106;PF17100	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON27153.1	cd04301	IPR000182	GO:0008080	PF00583	G3DSA:3.40.630.30	SSF55729	NA	NA	NA	PS51186	NA	NA	NA	NA	NA	NA	NA
PON27388.1	NA	IPR029033	NA	NA	G3DSA:3.40.50.1240	SSF53254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON23521.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON23715.1	cd00392	IPR036899	GO:0003735;GO:0005840;GO:0006412	PF00572	G3DSA:3.90.1180.10	SSF52161	NA	NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	NA	NA	NA	TIGR01066	PIRSF002181	MF_01366	NA
PON28077.1	NA	IPR036409	GO:0005737;GO:0019509;GO:0046872	PF00596	G3DSA:3.40.225.10	SSF53639	SM01007	NA	KEGG: 00270+4.2.1.109|MetaCyc: PWY-4361|Reactome: R-HSA-111458|Reactome: R-HSA-1237112|Reactome: R-HSA-9627069	NA	NA	NA	NA	TIGR03328	NA	MF_03116	NA
PON20163.1	NA	IPR020915	NA	PF11578	G3DSA:2.40.160.20	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON28925.1	cd07383	IPR004843	GO:0016787	PF00149	NA	SSF56300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON23382.1	NA	IPR029058	GO:0016787	PF01738	G3DSA:3.40.50.1820	SSF53474	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON24709.1	NA	IPR016181	GO:0008080	PF13302	G3DSA:3.40.630.30	SSF55729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON22588.1	NA	IPR002347	GO:0016491	PF13561	G3DSA:3.40.50.720	SSF51735	NA	NA	NA	NA	PS00061	PR00081;PR00080	NA	NA	NA	NA	NA
PON21496.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON31022.1	cd00463	IPR023621	GO:0003735;GO:0005840;GO:0006412	PF01198	G3DSA:3.10.440.10	SSF54575	SM01380	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	PS01144	NA	NA	NA	NA	NA	NA
PON24660.1	NA	IPR002293	GO:0016020;GO:0022857;GO:0055085	PF13520	G3DSA:1.20.1740.10	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	PIRSF006060	NA	NA
PON28186.1	NA	IPR021765	GO:0043386	PF11807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON26022.1	NA	IPR031342	NA	PF17119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON28998.1	cd06503	IPR006073	GO:0005525	PF01926	G3DSA:3.40.50.300	SSF52540	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA
PON30089.1	cd05233	IPR002347	NA	PF00106	G3DSA:3.40.50.720	SSF51735	NA	NA	NA	NA	NA	PR00081	Coil	NA	NA	NA	NA
PON31109.1	NA	IPR003689	GO:0016020;GO:0030001;GO:0046873;GO:0055085	PF02535	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON25335.1	cd06186	IPR017938	GO:0016491;GO:0055114	PF01794;PF08022;PF08030	G3DSA:3.40.50.80	SSF63380;SSF52343	NA	mobidb-lite	NA	PS51384	NA	NA	NA	NA	NA	NA	SFLDG01168;SFLDS00052
PON25756.1	NA	IPR036188	GO:0016491;GO:0055114	PF01266	G3DSA:3.50.50.60;G3DSA:3.30.9.10	SSF51905;SSF54373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON26283.1	cd08157	IPR020835	GO:0020037;GO:0055114;GO:0004096;GO:0006979	PF06628;PF00199	G3DSA:2.40.180.10	SSF56634	SM01060	NA	KEGG: 00380+1.11.1.6|KEGG: 00630+1.11.1.6|Reactome: R-HSA-3299685|Reactome: R-HSA-6798695|Reactome: R-HSA-9033241|Reactome: R-HSA-9615017	PS51402	PS00438	PR00067	NA	NA	PIRSF038928	NA	NA
PON27696.1	NA	IPR039470	NA	PF15891	G3DSA:3.40.50.450	SSF52309	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
PON20874.1	NA	IPR011009	NA	PF01636	G3DSA:3.30.200.20	SSF56112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON22949.1	NA	IPR001104	GO:0006629;GO:0016627;GO:0003865;GO:0008202;GO:0016020;GO:0055114	PF02544	NA	NA	NA	NA	KEGG: 00140+1.3.1.22|KEGG: 00905+1.3.1.22|MetaCyc: PWY-6032|MetaCyc: PWY-7455|Reactome: R-HSA-193048	PS50244	NA	NA	NA	NA	PIRSF015596	NA	NA
PON21433.1	NA	IPR036553	GO:0003824	PF01137	G3DSA:3.30.360.20;G3DSA:3.65.10.20	SSF55205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON25659.1	cd00067	IPR021858	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0005507;GO:0008131;GO:0009308;GO:0048038;GO:0055114	PF11951;PF01179;PF00172	G3DSA:3.10.450.40;G3DSA:4.10.240.10;G3DSA:2.70.98.20	SSF54416;SSF49998;SSF57701	SM00066	mobidb-lite	Reactome: R-HSA-211945	PS50048	PS01164;PS00463	NA	Coil	NA	NA	NA	NA
PON27350.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA
PON21293.1	cd04190	IPR004834	GO:0004100;GO:0006031	PF01644;PF08407	NA	NA	NA	mobidb-lite	KEGG: 00520+2.4.1.16|MetaCyc: PWY-6981	NA	NA	NA	NA	NA	NA	NA	NA
PON27968.1	NA	IPR013657	GO:0055085	PF08449	NA	SSF103481	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA
PON30728.1	NA	IPR002225	GO:0003854;GO:0006694;GO:0016616;GO:0055114	PF01073	G3DSA:3.40.50.720	SSF51735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON30510.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON22024.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON30209.1	NA	IPR000917	GO:0008484;GO:0003824	PF00884	G3DSA:3.40.720.10	SSF53649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON29621.1	NA	IPR004813	GO:0055085	PF03169	NA	NA	NA	NA	NA	NA	NA	NA	NA	TIGR00727;TIGR00728	NA	NA	NA
PON22693.1	cd00165	IPR001912	GO:0019843;GO:0003723;GO:0003735;GO:0006412;GO:0015935	PF00163;PF01479	G3DSA:3.10.290.10	SSF55174	SM00363;SM01390	mobidb-lite	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	PS50889	PS00632	NA	NA	TIGR01018	NA	NA	NA
PON27251.1	cd06174	IPR025256	NA	PF13886	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA
PON26992.1	NA	IPR021848	NA	PF11927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON20658.1	NA	IPR036291	NA	PF00106	G3DSA:3.40.50.720	SSF51735	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON30188.1	NA	IPR013083	GO:0005515;GO:0003676	PF01485;PF05773	G3DSA:3.30.40.10;G3DSA:1.20.120.1750;G3DSA:3.10.110.10	SSF57850;SSF54495	SM00591;SM00647	mobidb-lite	NA	PS50908;PS51873;PS50089	PS00518;PS00028	NA	NA	NA	NA	NA	NA
PON23790.1	cd02440	IPR029063	NA	PF13489	G3DSA:3.40.50.150	SSF53335	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON26870.1	NA	IPR027795	NA	PF13840	G3DSA:3.30.2130.10	SSF55021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
