Gene	interpro	GO	ProSiteProfiles	Pfam	Gene3D	MobiDBLite	SUPERFAMILY	SMART	Coils	CDD	PRINTS	ProSitePatterns	PATHWAY	PIRSF	TIGRFAM	Hamap	SFLD
PTB49103.1	IPR011701	GO:0055085	PS50850	PF07690	G3DSA:1.20.1250.20	mobidb-lite	SSF103473	NA	NA	cd17323	NA	NA	NA	NA	NA	NA	NA
PTB56036.1	IPR019585		PS50250	PF10602;PF01399	G3DSA:1.25.40.570	NA	SSF46785	SM00088;SM00753	Coil	NA	NA	NA	Reactome: R-HSA-8951664	NA	NA	NA	NA
PTB55443.1	IPR030671	GO:0005784;GO:0006886	NA	PF03911	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	Reactome: R-HSA-1236974|Reactome: R-HSA-1799339|Reactome: R-HSA-9609523	PIRSF006398	NA	NA	NA
PTB56736.1	IPR009286	GO:0005524;GO:0035299	NA	PF06090	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	KEGG: 00562+2.7.1.158|KEGG: 04070+2.7.1.158|MetaCyc: PWY-4661|MetaCyc: PWY-6361|MetaCyc: PWY-6362|MetaCyc: PWY-6369|MetaCyc: PWY-6372|MetaCyc: PWY-6554|Reactome: R-HSA-1855167|Reactome: R-HSA-1855191	NA	NA	NA	NA
PTB48255.1	IPR016435	GO:0017183	NA	PF01866	G3DSA:3.40.50.11840;G3DSA:3.40.50.11850;G3DSA:3.40.50.11860	mobidb-lite	NA	NA	NA	NA	NA	NA	MetaCyc: PWY-6482|MetaCyc: PWY-7546|Reactome: R-HSA-5358493	NA	TIGR00322;TIGR00272	NA	SFLDF00408;SFLDS00032;SFLDG01121
PTB48686.1	IPR036291	NA	NA	NA	G3DSA:3.40.50.720	NA	SSF51735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB55383.1	IPR001926	GO:0006520;GO:0030170;GO:0004794;GO:0009097	PS51672	PF00291;PF00585	G3DSA:3.40.50.1100;G3DSA:3.40.1020.10	NA	SSF55021;SSF53686	NA	NA	cd04907;cd04906;cd01562	NA	PS00165	KEGG: 00260+4.3.1.19|KEGG: 00290+4.3.1.19	NA	TIGR01124	NA	NA
PTB54201.1	IPR002889	NA	PS51212	PF01822	NA	NA	NA	SM00321	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB50506.1	IPR000873	GO:0003824	NA	PF00501	G3DSA:3.40.50.12780	NA	SSF56801	NA	NA	cd05927	NA	PS00455	NA	NA	NA	NA	NA
PTB53206.1	IPR002347	NA	NA	PF00106	G3DSA:3.40.50.720	NA	SSF51735	NA	NA	NA	PR00081	NA	NA	NA	NA	NA	NA
PTB52583.1	IPR017986	GO:0005515	PS50294;PS50082	PF04003;PF00400	G3DSA:2.130.10.10	mobidb-lite	SSF50978;SSF82171	SM00320	NA	cd00200	PR00320	PS00678	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	NA	NA	NA
PTB57633.1	IPR032675	GO:0005515	PS50181	PF12937	G3DSA:3.80.10.10;G3DSA:1.25.40.10	NA	SSF48452;SSF81383;SSF52047	SM00256	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB58721.1	IPR038718	GO:0005524	PS50013;PS51194;PS51192	PF13907;PF00271;PF00385;PF00176	G3DSA:3.40.50.10810;G3DSA:3.40.50.300;G3DSA:1.10.10.60;G3DSA:2.40.50.40	mobidb-lite	SSF52540;SSF54160	SM00490;SM01176;SM00298;SM00487	Coil	cd18793;cd18659;cd18665;cd17993	NA	NA	NA	NA	NA	NA	NA
PTB49003.1	IPR032710	NA	NA	NA	G3DSA:3.10.450.50	mobidb-lite	SSF54427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB57910.1	IPR004520	GO:0003924;GO:0005525;GO:0006400;GO:0005515	NA	PF01926;PF12631;PF10396	G3DSA:3.40.50.300;G3DSA:3.30.1360.120;G3DSA:1.20.120.430	NA	SSF116878;SSF52540	NA	NA	cd04164	NA	NA	Reactome: R-HSA-6787450	NA	TIGR00231	MF_00379	NA
PTB60478.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB57558.1	IPR027417	NA	NA	NA	G3DSA:3.40.50.300	NA	SSF52540	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB49230.1	NA	NA	NA	NA	G3DSA:2.170.270.10	mobidb-lite	SSF82199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB47243.1	IPR001750		NA	PF00361	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	NA	NA	NA	NA
PTB54279.1	IPR003689	GO:0016020;GO:0030001;GO:0046873;GO:0055085;GO:0005385;GO:0016021;GO:0071577	NA	PF02535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TIGR00820	NA	NA
PTB53304.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB59516.1	IPR013320	GO:0016020	PS51328	PF03388	G3DSA:2.60.120.200	NA	SSF49899	NA	NA	cd07308	NA	NA	Reactome: R-HSA-204005|Reactome: R-HSA-5694530	NA	NA	NA	NA
PTB49462.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB59637.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB53970.1	IPR002194	GO:0005524;GO:0006457;GO:0051082	NA	PF00118	G3DSA:3.30.260.10;G3DSA:3.50.7.10;G3DSA:1.10.560.10	NA	SSF48592;SSF52029;SSF54849	NA	NA	cd03335	PR00304	PS00995;PS00750	Reactome: R-HSA-389957|Reactome: R-HSA-389960|Reactome: R-HSA-390450|Reactome: R-HSA-390471|Reactome: R-HSA-6814122	NA	TIGR02340	NA	NA
PTB48614.1	IPR011701	GO:0055085	NA	PF07690	G3DSA:1.20.1250.20	mobidb-lite	SSF103473	NA	NA	cd17327	NA	NA	NA	NA	NA	NA	NA
PTB52689.1	IPR036188	GO:0004499;GO:0050660;GO:0050661;GO:0055114	NA	PF13450;PF00743	G3DSA:3.50.50.60	NA	SSF51905	NA	NA	NA	PR00419	NA	NA	PIRSF000332	NA	NA	NA
PTB57473.1	IPR002893	GO:0005515	PS50865;PS50280	PF01753;PF00856	G3DSA:2.170.270.10;G3DSA:3.30.70.3410;G3DSA:3.30.60.180	NA	SSF144232;SSF82199	SM00317	NA	NA	NA	PS01360	NA	NA	NA	NA	NA
PTB57757.1	IPR007062	GO:0004864;GO:0009966;GO:0043666	NA	PF04979	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB50123.1	IPR006941	GO:0003676	NA	PF04857	G3DSA:3.30.420.10	NA	SSF53098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB51416.1	IPR036663	GO:0003824	NA	PF01557	G3DSA:3.90.850.10	NA	SSF56529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB52803.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB50684.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB49924.1	IPR002641	GO:0006629	PS51635	PF01734	G3DSA:3.40.1090.10	mobidb-lite	SSF52151	NA	NA	cd07216	NA	NA	NA	NA	NA	NA	NA
PTB47653.1	IPR000834	GO:0004181;GO:0006508;GO:0008270	PS51257	PF00246	NA	NA	SSF53187	SM00631	NA	cd06228	NA	NA	NA	NA	NA	NA	NA
PTB58736.1	IPR022816	GO:0000796;GO:0007076	NA	PF05786	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	Reactome: R-HSA-2514853	PIRSF017126	NA	NA	NA
PTB57627.1	IPR030395	GO:0006629;GO:0008081	PS51704	PF03009	NA	NA	SSF51695	NA	NA	cd08570	NA	NA	NA	NA	NA	NA	NA
PTB47920.1	IPR000209	GO:0004252;GO:0006508	NA	PF00082	G3DSA:3.40.50.200	NA	SSF52743	NA	NA	cd00306	PR00723	NA	NA	NA	NA	NA	NA
PTB50417.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB59860.1	IPR006953	GO:0000139;GO:0005737;GO:0006886;GO:0048280;GO:0016192	NA	PF04869;PF04871	G3DSA:1.25.10.10	mobidb-lite	SSF48371;SSF103657	NA	Coil	NA	NA	NA	Reactome: R-HSA-162658|Reactome: R-HSA-204005|Reactome: R-HSA-6807878	NA	NA	NA	NA
PTB47773.1	IPR005570	GO:0006351	NA	PF03870	G3DSA:2.40.50.140	NA	SSF50249	SM00658	NA	NA	NA	NA	Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167160|Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167242|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-168325|Reactome: R-HSA-1834949|Reactome: R-HSA-203927|Reactome: R-HSA-427413|Reactome: R-HSA-5250924|Reactome: R-HSA-5578749|Reactome: R-HSA-5601884|Reactome: R-HSA-5617472|Reactome: R-HSA-674695|Reactome: R-HSA-6781823|Reactome: R-HSA-6781827|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-6796648|Reactome: R-HSA-6803529|Reactome: R-HSA-6807505|Reactome: R-HSA-72086|Reactome: R-HSA-72163|Reactome: R-HSA-72165|Reactome: R-HSA-72203|Reactome: R-HSA-73762|Reactome: R-HSA-73772|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-73780|Reactome: R-HSA-73863|Reactome: R-HSA-73980|Reactome: R-HSA-749476|Reactome: R-HSA-75953|Reactome: R-HSA-75955|Reactome: R-HSA-76042|Reactome: R-HSA-76061|Reactome: R-HSA-76066|Reactome: R-HSA-76071|Reactome: R-HSA-77075|Reactome: R-HSA-8851708|Reactome: R-HSA-9018519	PIRSF000779	NA	NA	NA
PTB52256.1	IPR014001	GO:0005524	PS51192;PS51194	PF00271;PF00176	G3DSA:3.40.50.10810;G3DSA:3.40.50.300	mobidb-lite	SSF52540	SM00490;SM00487	Coil	cd18793;cd18008	NA	NA	NA	NA	NA	NA	NA
PTB49902.1	IPR002871	GO:0005506;GO:0016226;GO:0051536	NA	PF01592	G3DSA:3.90.1010.10	NA	SSF82649	NA	NA	cd06664	NA	NA	Reactome: R-HSA-1362409	NA	TIGR01999	NA	NA
PTB52735.1	IPR012340	GO:0000178;GO:0003723	NA	PF10447;PF14382	G3DSA:2.40.50.140;G3DSA:2.40.50.100	NA	SSF110324;SSF50249	SM00316	NA	cd05791	NA	NA	Reactome: R-HSA-380994|Reactome: R-HSA-429958|Reactome: R-HSA-450385|Reactome: R-HSA-450513|Reactome: R-HSA-450604|Reactome: R-HSA-6791226	NA	NA	NA	NA
PTB50603.1	IPR001810	GO:0005515	PS50181	PF00646	G3DSA:1.20.1280.50	NA	SSF81383	SM00256	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB48913.1	IPR016040	NA	NA	PF13460	G3DSA:3.90.25.10;G3DSA:3.40.50.720	NA	SSF51735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB51328.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PS50048	PF00172;PF11951	G3DSA:4.10.240.10	mobidb-lite	SSF57701	SM00066	NA	cd00067	NA	PS00463	NA	NA	NA	NA	NA
PTB55312.1	IPR007274	GO:0005375;GO:0016021;GO:0035434	NA	PF04145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB49684.1	IPR036265	GO:0003824	PS51084	PF11969	G3DSA:3.30.428.10	NA	SSF54197	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB56910.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB49306.1	IPR011993	NA	PS50003	NA	G3DSA:2.30.29.30;G3DSA:1.20.1270.60	mobidb-lite	SSF103657;SSF50729	SM00233	Coil	cd13311	NA	NA	NA	NA	NA	NA	NA
PTB55437.1	IPR011057	GO:0016846	NA	PF04828	G3DSA:2.170.150.70	mobidb-lite	SSF51316	NA	NA	NA	NA	NA	KEGG: 00680+4.4.1.22|MetaCyc: PWY-1801	NA	NA	NA	NA
PTB55326.1	IPR014710	GO:0033609;GO:0045735	NA	PF00190	G3DSA:2.60.120.10	NA	SSF51182	SM00835	NA	NA	NA	NA	KEGG: 00630+4.1.1.2|MetaCyc: PWY-6698	NA	TIGR03404	NA	NA
PTB48524.1	IPR034105	GO:0000398;GO:0000956	NA	PF01423	G3DSA:2.30.30.100	NA	SSF50182	SM00651	NA	cd01730	NA	NA	Reactome: R-HSA-430039|Reactome: R-HSA-72163	NA	NA	NA	NA
PTB52353.1	IPR036291	NA	NA	PF00106	G3DSA:3.40.50.720	NA	SSF51735	NA	NA	NA	PR00081	NA	NA	NA	NA	NA	NA
PTB53978.1	IPR007484	NA	NA	PF04389	G3DSA:3.40.630.10	NA	SSF53187	NA	NA	cd03879	NA	NA	NA	NA	NA	NA	NA
PTB58311.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PS50048	NA	NA	mobidb-lite	SSF57701	NA	NA	cd00067	NA	NA	NA	NA	NA	NA	NA
PTB49352.1	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB52481.1	IPR002347	NA	NA	PF00106	G3DSA:3.40.50.720	NA	SSF51735	NA	NA	cd05374	PR00080;PR00081	NA	NA	NA	NA	NA	NA
PTB56235.1	IPR008928	GO:0003824	NA	PF00723	G3DSA:1.50.10.10	NA	SSF48208	NA	NA	NA	NA	NA	Reactome: R-HSA-70221	NA	NA	NA	NA
PTB57449.1	IPR021514	NA	NA	PF11374	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB54189.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB58099.1	IPR013154	GO:0055114;GO:0006069;GO:0008270;GO:0051903;GO:0016491	NA	PF08240;PF00107	G3DSA:3.40.50.720;G3DSA:3.90.180.10	NA	SSF51735;SSF50129	SM00829	NA	cd08300	NA	PS00059	KEGG: 00010+1.1.1.1|KEGG: 00071+1.1.1.1|KEGG: 00260+1.1.1.1|KEGG: 00350+1.1.1.1|KEGG: 00592+1.1.1.1|KEGG: 00625+1.1.1.1|KEGG: 00626+1.1.1.1|KEGG: 00680+1.1.1.284|KEGG: 00830+1.1.1.1|KEGG: 00980+1.1.1.1|KEGG: 00982+1.1.1.1|MetaCyc: PWY-1801|MetaCyc: PWY-3162|MetaCyc: PWY-5057|MetaCyc: PWY-5076|MetaCyc: PWY-5078|MetaCyc: PWY-5079|MetaCyc: PWY-5082|MetaCyc: PWY-5480|MetaCyc: PWY-5486|MetaCyc: PWY-5751|MetaCyc: PWY-6313|MetaCyc: PWY-6333|MetaCyc: PWY-6342|MetaCyc: PWY-6587|MetaCyc: PWY-6802|MetaCyc: PWY-6871|MetaCyc: PWY-7013|MetaCyc: PWY-7111|MetaCyc: PWY-7118|MetaCyc: PWY-7396|MetaCyc: PWY-7798|Reactome: R-HSA-71384	NA	TIGR02818	NA	NA
PTB53501.1	IPR003663	GO:0016020;GO:0022857;GO:0055085;GO:0016021	PS50850	PF00083	G3DSA:1.20.1250.20	NA	SSF103473	NA	NA	cd17356	NA	PS00217	Reactome: R-HSA-189200	NA	TIGR00879	NA	NA
PTB53269.1	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB53531.1	IPR036291	GO:0055114;GO:0016491	NA	PF00107;PF08240	G3DSA:3.90.180.10;G3DSA:3.40.50.720	NA	SSF51735;SSF50129	SM00829	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB54069.1	IPR010730	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB50972.1	IPR032710	NA	NA	NA	G3DSA:3.10.450.50	NA	SSF54427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB56986.1	IPR008011	NA	NA	PF05347	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB49897.1	IPR010828	NA	NA	PF07247	NA	NA	SSF52777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB52359.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB51517.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PS50048	PF00172;PF04082	G3DSA:4.10.240.10	mobidb-lite	SSF57701	SM00066	NA	cd00067;cd12148	NA	PS00463	NA	NA	NA	NA	NA
PTB57827.1	IPR029058	GO:0006629	NA	PF01764	G3DSA:3.40.50.1820	NA	SSF53474	NA	NA	cd00519	NA	NA	Reactome: R-HSA-426048	NA	NA	NA	NA
PTB60718.1	IPR000182	GO:0008080	PS51186	PF00583	G3DSA:3.40.630.30	NA	SSF55729	NA	NA	cd04301	NA	NA	NA	NA	NA	NA	NA
PTB50578.1	IPR007204	GO:0005856;GO:0005885;GO:0030833;GO:0034314	NA	PF04062	G3DSA:1.10.1760.10	NA	SSF69060	NA	NA	NA	NA	NA	Reactome: R-HSA-2029482|Reactome: R-HSA-3928662|Reactome: R-HSA-5663213|Reactome: R-HSA-8856828	PIRSF016315	NA	NA	NA
PTB57731.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	cd16856	NA	NA	NA	NA	NA	NA	NA
PTB48798.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PS50048	PF00172;PF11951	G3DSA:4.10.240.10	mobidb-lite	SSF57701	SM00066	NA	cd00067	NA	PS00463	NA	NA	NA	NA	NA
PTB56410.1	IPR013889	NA	NA	PF08580	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB52998.1	IPR011527	GO:0005524;GO:0016021;GO:0042626;GO:0055085;GO:0016887	PS50929;PS50893	PF00664;PF00005	G3DSA:1.20.1560.10;G3DSA:3.40.50.300	NA	SSF90123;SSF52540	SM00382	NA	cd18578;cd18577	NA	PS00211	NA	NA	NA	NA	NA
PTB56690.1	IPR017907	NA	PS50089	PF08647;PF14447	G3DSA:3.30.40.10	mobidb-lite	SSF57850	SM00184	Coil	cd16499	NA	PS00518	NA	NA	NA	NA	NA
PTB57330.1	IPR036322	GO:0005515	NA	NA	G3DSA:2.130.10.10	mobidb-lite	SSF50978	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB57841.1	IPR026705	NA	NA	PF12722	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB49721.1	IPR016024		NA	PF08216	G3DSA:1.25.10.10	mobidb-lite	SSF48371	SM01156	Coil	NA	NA	NA	Reactome: R-HSA-72163	NA	NA	NA	NA
PTB50311.1	IPR038697	NA	NA	PF03188;PF16010	G3DSA:2.60.40.1210	mobidb-lite	SSF49344	SM00665	NA	cd08760;cd09630	NA	NA	NA	NA	NA	NA	NA
PTB56885.1	IPR013861	GO:0006890;GO:0016021	NA	PF08551	NA	mobidb-lite	SSF144091	SM01160	NA	NA	NA	NA	Reactome: R-HSA-6807878	NA	NA	NA	NA
PTB57691.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB57923.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB60804.1	IPR010730	NA	NA	PF06985	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB52355.1	IPR007308		PS51479	PF04181	G3DSA:1.25.40.820	mobidb-lite	NA	NA	NA	NA	NA	NA	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16|KEGG: 05235+3.1.3.16|Reactome: R-HSA-6807505	NA	NA	NA	NA
PTB54519.1	IPR010730	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB53909.1	IPR013216	GO:0008168;GO:0016435;GO:0070476	NA	PF08241;PF12589	G3DSA:3.40.50.150	NA	SSF53335	NA	NA	cd02440	NA	NA	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	NA	NA	NA
PTB51739.1	IPR006035	GO:0046872;GO:0016813	PS51409	PF00491	G3DSA:3.40.800.10	NA	SSF52768	NA	NA	cd11592	PR00116	PS01053	KEGG: 00330+3.5.3.11|MetaCyc: PWY-40|MetaCyc: PWY-6305|Reactome: R-HSA-351143	PIRSF036979	TIGR01230	NA	NA
PTB56525.1	IPR019711	GO:0000276;GO:0015986	NA	PF10775	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB55755.1	IPR042044	GO:0005783;GO:0048193	PS51386	PF04437	G3DSA:1.20.58.670	NA	NA	NA	Coil	NA	NA	NA	Reactome: R-HSA-1445148|Reactome: R-HSA-264876|Reactome: R-HSA-5620916	NA	NA	NA	NA
PTB53381.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PS50048	PF11951;PF00172	G3DSA:4.10.240.10	NA	SSF57701	SM00066	NA	cd00067	NA	PS00463	NA	NA	NA	NA	NA
PTB48302.1	IPR011234	GO:0003824	NA	PF01557	G3DSA:3.90.850.10	NA	SSF56529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB58980.1	IPR003661	GO:0000155;GO:0007165;GO:0005515;GO:0000160;GO:0016310;GO:0016772	PS50113;PS50112;PS50109;PS50110	PF08447;PF02518;PF00072;PF00512;PF13426	G3DSA:3.40.50.2300;G3DSA:3.30.450.20;G3DSA:3.30.565.10;G3DSA:1.10.287.130	mobidb-lite	SSF55874;SSF52172;SSF47384;SSF55785	SM00086;SM00388;SM00387;SM00091;SM00448	NA	cd00082;cd00156;cd00130;cd16922	PR00344	NA	Reactome: R-HSA-1296072	NA	NA	NA	NA
PTB60107.1	IPR040686	GO:0004638;GO:0006189;GO:0005524;GO:0046872	PS50975	PF17769;PF02222;PF00731	G3DSA:3.30.470.20;G3DSA:3.40.50.7700;G3DSA:3.40.50.20;G3DSA:3.30.1490.20	NA	SSF56059;SSF51246;SSF52255;SSF52440	SM01001	NA	NA	NA	NA	KEGG: 00230+4.1.1.21|MetaCyc: PWY-6124	PIRSF001340	TIGR01161;TIGR01162	MF_01929;MF_01928	NA
PTB59331.1	IPR029033	NA	NA	NA	G3DSA:3.40.50.1240	NA	SSF53254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB57172.1	IPR021765	GO:0043386	NA	PF11807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB60410.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB51862.1	IPR001661	GO:0004555;GO:0005991;GO:0003824	NA	PF01204	G3DSA:1.50.10.10	NA	SSF48208	NA	NA	NA	PR00744	PS00928	KEGG: 00500+3.2.1.28|Reactome: R-HSA-189085	NA	NA	NA	NA
PTB51362.1	IPR001810	GO:0005515	NA	PF12937;PF13516	G3DSA:3.80.10.10	mobidb-lite	SSF81383;SSF52047	SM00367	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB60263.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB54854.1	IPR001683	GO:0035091	PS50195	PF00787	G3DSA:3.30.1520.10;G3DSA:1.20.1270.60	mobidb-lite	SSF103657;SSF64268	SM00312	Coil	cd06863;cd07628	NA	NA	NA	NA	NA	NA	NA
PTB55380.1	IPR000719	GO:0004672;GO:0005524;GO:0006468;GO:0004674	PS50011;PS51285	PF00069;PF00433	G3DSA:1.10.510.10;G3DSA:3.30.200.20	mobidb-lite	SSF56112	SM00133;SM00220	NA	cd11651	NA	PS00107;PS00108	NA	NA	NA	NA	NA
PTB59233.1	IPR041679	NA	NA	PF13087	G3DSA:3.40.50.300	mobidb-lite	SSF52540	NA	NA	cd18808	NA	NA	NA	NA	NA	NA	NA
PTB52392.1	IPR027267	NA	NA	NA	G3DSA:1.20.1270.60	mobidb-lite	SSF103657	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB49171.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB54323.1	IPR011009	GO:0004672;GO:0006468	NA	PF17667	G3DSA:1.10.510.10	mobidb-lite	SSF56112	NA	NA	NA	NA	PS00109	KEGG: 04150+2.7.11.1|KEGG: 04151+2.7.11.1|KEGG: 04714+2.7.11.1|KEGG: 04926+2.7.11.1|KEGG: 05163+2.7.11.1|KEGG: 05165+2.7.11.1|KEGG: 05170+2.7.11.1	NA	NA	NA	NA
PTB47591.1	IPR036396	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	NA	G3DSA:1.10.630.10	NA	SSF48264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB58751.1	IPR000467	GO:0003676	PS50174	PF01585;PF13821	NA	mobidb-lite	NA	SM01173;SM00443	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB56857.1	IPR025574	NA	NA	PF13634	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB58872.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB60361.1	IPR009846	GO:0000398	NA	PF07189	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-72163|Reactome: R-HSA-72165	PIRSF037010	NA	NA	NA
PTB48323.1	IPR039514	GO:0004553	NA	PF14587;PF17189	G3DSA:3.20.20.80;G3DSA:2.60.40.1180	NA	SSF51011;SSF51445	NA	NA	NA	NA	NA	Reactome: R-HSA-1660662|Reactome: R-HSA-390471	NA	NA	NA	NA
PTB58522.1	IPR020846	GO:0055085	PS50850	PF07690	G3DSA:1.20.1720.10;G3DSA:1.20.1250.20	NA	SSF103473	NA	NA	cd17325	NA	NA	NA	NA	NA	NA	NA
PTB49590.1	IPR002347	NA	NA	PF00106	G3DSA:3.40.50.720	NA	SSF51735	NA	NA	NA	PR00081	NA	NA	NA	NA	NA	NA
PTB51973.1	IPR000132	GO:0016810;GO:0006807	PS50263	PF00795	G3DSA:3.60.110.10	NA	SSF56317	NA	Coil	cd07564	NA	PS00920	NA	NA	NA	NA	NA
PTB53793.1	IPR001509	GO:0003824;GO:0050662	NA	PF01370	G3DSA:3.40.50.720	NA	SSF51735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB58913.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB52861.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB56914.1	IPR007741	NA	NA	PF05047	NA	mobidb-lite	SSF52833	SM00916	Coil	NA	NA	NA	NA	NA	NA	NA	NA
