Gene	MobiDBLite	interpro	GO	PATHWAY	Pfam	SUPERFAMILY	Gene3D	SMART	CDD	PRINTS	ProSiteProfiles	ProSitePatterns	TIGRFAM	Hamap	Coils	PIRSF	SFLD
KAF3076179.1	NA	IPR013149	GO:0055114;GO:0016491	NA	PF00107	SSF51735;SSF50129	G3DSA:3.90.180.10;G3DSA:3.40.50.720	SM00829	cd08249	NA	NA	NA	NA	NA	NA	NA	NA
KAF3077150.1	mobidb-lite	IPR012310	GO:0003910;GO:0005524;GO:0006281;GO:0006310;GO:0003677	NA	PF04675;PF01068	SSF56091	G3DSA:2.40.50.140;G3DSA:1.10.3260.10;G3DSA:3.30.470.30;G3DSA:3.30.1490.70	NA	NA	NA	PS50160	NA	NA	NA	NA	NA	NA
KAF3067530.1	NA	IPR041698	NA	NA	PF13649	SSF53335	G3DSA:3.40.50.150	NA	cd02440	NA	NA	NA	NA	NA	NA	NA	NA
KAF3068187.1	mobidb-lite	IPR029012		Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	PF08156;PF01798	SSF89124	G3DSA:1.10.287.660;G3DSA:1.10.246.90;G3DSA:1.10.150.460	SM00931	NA	NA	PS51358	NA	NA	NA	Coil	NA	NA
KAF3054773.1	NA	IPR005302	GO:0003824;GO:0030151;GO:0030170	KEGG: 00790+2.8.1.9|MetaCyc: PWY-5963	PF03473;PF03476	SSF141673	NA	NA	NA	NA	PS51340	NA	NA	NA	NA	NA	NA
KAF3063108.1	mobidb-lite	IPR019775	GO:0005515	NA	PF12265;PF00400	SSF50978	G3DSA:2.130.10.10	SM00320	NA	PR00320	PS50082;PS50294	PS00678	NA	NA	NA	NA	NA
KAF3077145.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
KAF3071567.1	NA	IPR005351	NA	NA	PF03669	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3060411.1	mobidb-lite	IPR027784	GO:0005634;GO:0006260;GO:0006281;GO:0017108;GO:0033557	Reactome: R-HSA-5693568|Reactome: R-HSA-6783310	PF09494	NA	NA	NA	NA	NA	NA	NA	NA	MF_03110	Coil	NA	NA
KAF3073180.1	NA	IPR009360	GO:0000350	Reactome: R-HSA-6781823|Reactome: R-HSA-6781827|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-72163	PF06246	SSF140102	G3DSA:1.10.287.660	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
KAF3066877.1	NA	IPR002403	GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	PF00067	SSF48264	G3DSA:1.10.630.10	NA	NA	PR00465	NA	PS00086	NA	NA	NA	NA	NA
KAF3075236.1	NA	IPR010080	GO:0003824	Reactome: R-HSA-9640463	PF07993;PF00550;PF00106;PF00501	SSF51735;SSF47336;SSF56801	G3DSA:3.40.50.720;G3DSA:3.40.50.12780;G3DSA:1.10.1200.10;G3DSA:3.30.300.30	SM00822	cd05930;cd05235	PR00081	PS50075	PS00455;PS00012	TIGR01746	NA	NA	NA	NA
KAF3054689.1	mobidb-lite	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	PF00172;PF04082	SSF57701	G3DSA:4.10.240.10	SM00906;SM00066	cd12148;cd00067	NA	PS50048	NA	NA	NA	Coil	NA	NA
KAF3056752.1	NA	IPR036249	GO:0005515	NA	PF14497;PF02798	SSF47616;SSF52833	G3DSA:3.40.30.10;G3DSA:1.20.1050.10	NA	cd03039	NA	PS50405;PS50404	NA	NA	NA	NA	NA	SFLDS00019
KAF3071768.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3060610.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3056831.1	NA	IPR015793	GO:0000287;GO:0004743;GO:0006096;GO:0030955;GO:0003824	KEGG: 00010+2.7.1.40|KEGG: 00230+2.7.1.40|KEGG: 00620+2.7.1.40|MetaCyc: PWY-1042|MetaCyc: PWY-2221|MetaCyc: PWY-5484|MetaCyc: PWY-5723|MetaCyc: PWY-6142|MetaCyc: PWY-6886|MetaCyc: PWY-6901|MetaCyc: PWY-7003|MetaCyc: PWY-7218|MetaCyc: PWY-7383|MetaCyc: PWY-8004|Reactome: R-HSA-70171	PF00224;PF02887	SSF50800;SSF52935;SSF51621	G3DSA:3.20.20.60;G3DSA:3.40.1380.20;G3DSA:2.40.33.10	NA	cd00288	PR01050	NA	PS00110	TIGR01064	NA	NA	NA	NA
KAF3072173.1	mobidb-lite	IPR015915	GO:0005515	NA	PF13854	SSF50965	G3DSA:2.120.10.80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3067727.1	NA	IPR000791	GO:0016021	NA	PF01184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3074761.1	mobidb-lite	IPR002048	GO:0005509	NA	PF13405	SSF47473	G3DSA:1.10.238.10	SM00054	NA	NA	PS50222	PS00018	NA	NA	NA	NA	NA
KAF3066868.1	NA	IPR013105	GO:0005515	NA	PF07719	SSF48452	G3DSA:1.25.40.10	SM00028	NA	NA	PS50005;PS50293	NA	NA	NA	NA	NA	NA
KAF3063399.1	NA	IPR013819	GO:0016702;GO:0046872;GO:0055114	NA	PF00305	SSF48484	G3DSA:3.10.450.60;G3DSA:1.20.245.10	NA	NA	NA	PS51393	NA	NA	NA	Coil	NA	NA
KAF3076374.1	NA	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	PF04082;PF00172	SSF57701	G3DSA:4.10.240.10	SM00066	cd00067;cd12148	NA	PS50048	PS00463	NA	NA	NA	NA	NA
KAF3074485.1	NA	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	PF11951;PF00172	SSF57701	G3DSA:4.10.240.10	SM00066	cd00067	NA	PS50048	PS00463	NA	NA	NA	NA	NA
KAF3056925.1	mobidb-lite	IPR022057	NA	NA	PF12271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3075360.1	NA	IPR006674		KEGG: 00791+4.2.1.69	PF01966	SSF109604	G3DSA:1.10.3210.10	NA	cd00077	NA	PS51831	NA	TIGR03401	NA	NA	NA	NA
KAF3057585.1	NA	IPR011057	GO:0016846	KEGG: 00680+4.4.1.22|MetaCyc: PWY-1801	PF04828	SSF51316	G3DSA:2.170.150.70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3060583.1	NA	IPR006214	NA	NA	PF01027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3076710.1	NA	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	PF00172;PF11951	SSF57701	G3DSA:4.10.240.10	SM00066	cd00067	NA	PS50048	PS00463	NA	NA	NA	NA	NA
KAF3069339.1	mobidb-lite	IPR001932	GO:0003824	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16|KEGG: 05235+3.1.3.16	PF00481	SSF81606	NA	SM00332	cd00143	NA	PS51746	NA	NA	NA	NA	NA	NA
KAF3056844.1	mobidb-lite	IPR000866	GO:0016209;GO:0016491;GO:0055114;GO:0045454;GO:0005515;GO:0051920	KEGG: 00480+1.11.1.15|Reactome: R-HSA-3299685	PF00578;PF10417;PF13415	SSF117281;SSF52833	G3DSA:3.30.1020.10;G3DSA:2.120.10.80;G3DSA:3.40.30.10	NA	cd03016	NA	PS51352	NA	NA	NA	NA	NA	NA
KAF3062611.1	mobidb-lite	IPR006906		Reactome: R-HSA-5693607	PF04821;PF05029	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
KAF3071390.1	NA	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	PF04082;PF00172	SSF57701	G3DSA:4.10.240.10	SM00906;SM00066	cd12148;cd00067	NA	PS50048	PS00463	NA	NA	NA	NA	NA
KAF3068510.1	NA	IPR006913	GO:0016846	KEGG: 00680+4.4.1.22|MetaCyc: PWY-1801	PF04828	SSF51316	G3DSA:2.170.150.70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3067629.1	mobidb-lite	IPR036259	GO:0055085	NA	PF07690	SSF103473	G3DSA:1.20.1250.20	NA	cd17323	NA	NA	NA	NA	NA	NA	NA	NA
KAF3072209.1	mobidb-lite	IPR015915	GO:0005515	NA	NA	SSF117281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3075958.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3069379.1	NA	IPR012338	NA	NA	PF00144	SSF56601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3066814.1	NA	IPR038765	GO:0016407	KEGG: 00232+2.3.1.5|KEGG: 00633+2.3.1.5|KEGG: 00983+2.3.1.5|Reactome: R-HSA-156582	PF00797	SSF54001	G3DSA:3.30.2140.20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3068705.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3072540.1	mobidb-lite	IPR006760		Reactome: R-HSA-2465910	PF04667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3058917.1	mobidb-lite	IPR006073	GO:0005525	NA	PF01926	SSF52540	G3DSA:1.10.1580.10;G3DSA:3.40.50.300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3065684.1	NA	IPR011761	GO:0005524;GO:0046872;GO:0004638;GO:0006189	Reactome: R-HSA-196780	PF02222;PF00731;PF17769	SSF52440;SSF56059;SSF51246;SSF52255	G3DSA:3.30.1490.20;G3DSA:3.40.50.20;G3DSA:3.40.50.7700;G3DSA:3.30.470.20	SM01001	NA	NA	PS50975	NA	TIGR01162;TIGR01161	MF_01929;MF_01928	NA	PIRSF001340	NA
KAF3071511.1	NA	IPR001128	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	PF00067	SSF48264	G3DSA:1.10.630.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3057545.1	NA	IPR008030		Reactome: R-HSA-70635	PF05368	SSF51735	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3068594.1	NA	IPR029063	NA	NA	PF13489	SSF53335	G3DSA:3.40.50.150	NA	cd02440	NA	NA	NA	NA	NA	NA	NA	NA
KAF3066875.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3071646.1	NA	IPR036396	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	PF00067	SSF48264	G3DSA:1.10.630.10	NA	NA	PR00385;PR00463	NA	PS00086	NA	NA	NA	NA	NA
KAF3062865.1	NA	IPR011990	GO:0005515	NA	PF13424	SSF48452	G3DSA:1.25.40.10	SM00028	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3066179.1	NA	IPR023210	GO:0016491;GO:0055114	NA	PF00248	SSF51430	G3DSA:3.20.20.100	NA	cd06660	PR00069	NA	NA	NA	NA	NA	NA	NA
KAF3074107.1	mobidb-lite	IPR000872	GO:0006644;GO:0016746	Reactome: R-HSA-1268020|Reactome: R-HSA-1482798	PF01553	SSF69593	NA	SM00563	cd07989	PR00979	NA	NA	NA	NA	NA	NA	NA
KAF3059008.1	NA	IPR013718	GO:0006744;GO:0008289	Reactome: R-HSA-2142789	PF08511	NA	G3DSA:1.10.357.10	NA	NA	NA	NA	NA	TIGR02396	NA	NA	NA	NA
KAF3075931.1	NA	IPR023601	GO:0000139;GO:0005801;GO:0006888;GO:0016021	Reactome: R-HSA-6807878|Reactome: R-HSA-6811438	PF12352	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	PIRSF027109	NA
KAF3067848.1	NA	IPR024079	GO:0008237;GO:0004222;GO:0006508	NA	PF01432	SSF55486	G3DSA:3.40.390.10;G3DSA:1.10.1370.10;G3DSA:1.20.1050.40	NA	cd06455	NA	NA	NA	NA	NA	NA	NA	NA
KAF3073103.1	NA	IPR029058	NA	NA	PF10340	SSF53474	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3065712.1	mobidb-lite	IPR000719	GO:0004672;GO:0005524;GO:0006468	NA	PF00069	SSF56112	G3DSA:3.30.200.20	SM00220	cd14136	NA	PS50011	PS00108;PS00107	NA	NA	NA	NA	NA
KAF3077107.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3075116.1	NA	IPR008929	GO:0016829;GO:0042597	Reactome: R-HSA-2022923	PF05426	SSF48230	G3DSA:1.50.10.100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3066974.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3074698.1	mobidb-lite	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	PF00172;PF04082;PF05730	SSF57701	G3DSA:4.10.240.10	SM00066	cd00067;cd12148	NA	PS50048	PS00463	NA	NA	NA	NA	NA
KAF3073231.1	NA	IPR006813	GO:0003830;GO:0006487;GO:0016020	KEGG: 00510+2.4.1.144|MetaCyc: PWY-7426|Reactome: R-HSA-975574	PF04724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3068007.1	mobidb-lite	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	PF00172	SSF57701	G3DSA:4.10.240.10	SM00066	cd12148;cd00067	NA	PS50048	PS00463	NA	NA	NA	NA	NA
KAF3073243.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3074500.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3074265.1	NA	IPR007111	NA	NA	PF05729	SSF52540	G3DSA:3.40.50.300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3068124.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3071495.1	NA	NA	NA	NA	NA	NA	NA	NA	cd12148	NA	NA	NA	NA	NA	NA	NA	NA
KAF3066646.1	mobidb-lite	IPR001810	GO:0005515	NA	NA	SSF81383	NA	NA	NA	NA	PS50181	NA	NA	NA	NA	NA	NA
KAF3062669.1	mobidb-lite	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	PF04082;PF00172	SSF57701	G3DSA:4.10.240.10	SM00066	cd00067;cd12148	NA	PS50048	PS00463	NA	NA	NA	NA	NA
KAF3075139.1	NA	IPR003379	GO:0003824;GO:0004736;GO:0005524;GO:0006090;GO:0006094;GO:0009374;GO:0046872	Reactome: R-HSA-196780|Reactome: R-HSA-3371599|Reactome: R-HSA-70263	PF02436;PF00682;PF02786;PF02785;PF00289;PF00364	SSF51569;SSF51230;SSF56059;SSF51246;SSF89000;SSF52440	G3DSA:3.30.470.130;G3DSA:1.10.10.60;G3DSA:3.20.20.70;G3DSA:3.10.600.10;G3DSA:2.40.50.100;G3DSA:1.10.472.90	SM00878	cd07937;cd06850	NA	PS50991;PS50975;PS50968;PS50979	PS00188;PS00867;PS00866	TIGR01235	NA	NA	PIRSF001594	NA
KAF3060738.1	NA	IPR029045	GO:0003824	NA	PF00378	SSF52096	G3DSA:3.90.226.10	NA	cd06558	NA	NA	NA	NA	NA	NA	NA	NA
KAF3072923.1	mobidb-lite	IPR004843	GO:0016787	NA	PF00149	SSF56300	G3DSA:3.60.21.10	NA	cd07379	NA	NA	NA	NA	NA	NA	NA	NA
KAF3071739.1	NA	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	PF00172	SSF57701	G3DSA:4.10.240.10	SM00066	cd00067	NA	PS50048	PS00463	NA	NA	NA	NA	NA
KAF3068256.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
KAF3073007.1	mobidb-lite	IPR001180	GO:0005085	NA	PF00621;PF15405;PF00780	SSF48065;SSF50729	G3DSA:1.20.900.10	SM00233;SM00036;SM00325	cd00160	NA	PS50219;PS50010	NA	NA	NA	Coil	NA	NA
KAF3065403.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	PS51257	NA	NA	NA	NA	NA	NA
KAF3073671.1	mobidb-lite	IPR011333	GO:0005515	NA	PF13418;PF00651;PF13854	SSF54695;SSF117281	G3DSA:2.120.10.80	SM00225	cd18300;cd14733	NA	PS50097	NA	NA	NA	NA	NA	NA
KAF3069233.1	NA	IPR020845	GO:0003824;GO:0008610	Reactome: R-HSA-9640463	PF00501;PF00550;PF07993	SSF51735;SSF56801;SSF47336	G3DSA:3.40.50.720;G3DSA:1.10.1200.10;G3DSA:3.40.50.12780	NA	cd04433;cd05931	NA	PS50075	PS00455;PS00012	NA	NA	NA	NA	NA
KAF3068685.1	mobidb-lite	IPR011701	GO:0055085	NA	PF07690	SSF103473	NA	NA	cd17325	NA	PS50850	NA	NA	NA	NA	NA	NA
KAF3075306.1	mobidb-lite	IPR002794	GO:0016021	NA	PF01940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3075391.1	mobidb-lite	IPR036629	NA	NA	PF05532	SSF69047	G3DSA:1.10.1470.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3075463.1	mobidb-lite	IPR004167	GO:0016746	Reactome: R-HSA-389661	PF02817;PF00364	SSF47005;SSF51230	G3DSA:4.10.320.10;G3DSA:2.40.50.100	NA	cd06849	NA	PS50968;PS51826	PS00189	NA	NA	NA	NA	NA
KAF3056868.1	mobidb-lite	IPR027417	GO:0005524	NA	PF00004	SSF52540	G3DSA:3.40.50.300	SM00382	cd00009	NA	NA	NA	NA	NA	NA	NA	NA
KAF3057719.1	mobidb-lite	IPR011990	GO:0005515;GO:0043531	Reactome: R-HSA-111458|Reactome: R-HSA-111459|Reactome: R-HSA-111463|Reactome: R-HSA-111464|Reactome: R-HSA-6798695|Reactome: R-HSA-6803207|Reactome: R-HSA-8953750|Reactome: R-HSA-9627069	PF00931;PF13374;PF13424	SSF48452;SSF52540	G3DSA:3.40.50.300;G3DSA:1.25.40.10	SM00028	NA	NA	PS50293	NA	NA	NA	NA	NA	NA
KAF3066054.1	mobidb-lite	IPR012677	NA	NA	NA	NA	G3DSA:3.30.70.330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3070006.1	NA	IPR013736	GO:0008239;GO:0016787	NA	PF08530;PF02129	SSF53474;SSF49785	G3DSA:1.10.3020.20;G3DSA:3.40.50.1820;G3DSA:2.60.120.260	SM00939	NA	NA	NA	NA	TIGR00976	NA	NA	NA	NA
KAF3072727.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
KAF3074301.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	PS51257	NA	NA	NA	NA	NA	NA
KAF3074718.1	NA	IPR036259	NA	NA	NA	SSF103473	G3DSA:1.20.1250.20	NA	cd17322	NA	PS50850	NA	NA	NA	NA	NA	NA
KAF3074245.1	NA	IPR029149	GO:0016787;GO:0070006	NA	PF16189;PF16188;PF01321;PF00557	SSF53092;SSF55920	G3DSA:3.40.350.10;G3DSA:3.90.230.10	NA	cd01085	NA	NA	PS00491	NA	NA	Coil	NA	NA
KAF3075129.1	NA	IPR007274	GO:0005375;GO:0016021;GO:0035434	NA	PF04145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3073653.1	NA	IPR036380	GO:0003824	NA	PF00857	SSF52499	G3DSA:3.40.50.850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3077575.1	mobidb-lite	IPR003593	GO:0003676;GO:0005524	Reactome: R-HSA-72163|Reactome: R-HSA-72165	PF18149;PF00855;PF02889;PF00270;PF00271	SSF158702;SSF63748;SSF52540;SSF46785;SSF81296	G3DSA:1.10.10.2530;G3DSA:3.40.50.300;G3DSA:1.10.150.20;G3DSA:1.10.3380.10;G3DSA:2.60.40.150;G3DSA:2.30.30.140	SM00382;SM00487;SM00293;SM00973;SM00490	cd18021;cd18795;cd18019	NA	PS50812;PS51194;PS51192	NA	NA	NA	Coil	NA	NA
KAF3059189.1	mobidb-lite	IPR010482	GO:0016021	NA	PF06398	NA	NA	SM00693	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3069236.1	mobidb-lite	IPR029498	NA	NA	PF14479	SSF56112	G3DSA:1.20.120.1020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3067541.1	NA	IPR021858	NA	NA	PF11951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3077160.1	NA	IPR016039	GO:0003824;GO:0016747	NA	PF02803;PF00108	SSF53901	G3DSA:3.40.47.10	NA	cd00829	NA	NA	PS00737;PS00098	NA	NA	NA	NA	NA
KAF3055280.1	NA	IPR035959		Reactome: R-HSA-8849175	PF01042	SSF55298	G3DSA:3.30.1330.40	NA	cd00448	NA	NA	NA	TIGR00004	NA	NA	NA	NA
KAF3054768.1	mobidb-lite	IPR027417	GO:0003676;GO:0005524	NA	PF00270;PF00271	SSF52540	G3DSA:3.40.50.300	SM00490;SM00487	cd18787;cd17955	NA	PS51192;PS51194;PS51195	PS00039	NA	NA	NA	NA	NA
KAF3062686.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3076740.1	NA	IPR033877	GO:0016657;GO:0034599;GO:0016491	Reactome: R-HSA-209968	PF00881	SSF55469	G3DSA:3.40.109.10	NA	cd02140	NA	NA	NA	NA	NA	NA	NA	NA
KAF3071820.1	mobidb-lite	IPR004813	GO:0055085	NA	PF03169	NA	NA	NA	NA	NA	NA	NA	TIGR00727;TIGR00728	NA	NA	NA	NA
KAF3077290.1	mobidb-lite	IPR000727	GO:0016020;GO:0016192	NA	PF05739	SSF58038;SSF47661	G3DSA:1.20.5.110	SM00397	cd15859	NA	PS50192	NA	NA	NA	Coil	NA	NA
KAF3074349.1	NA	IPR003819	GO:0016491;GO:0055114	Reactome: R-HSA-71262	PF02668	SSF51197;SSF56059	G3DSA:3.60.130.10	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
KAF3073081.1	NA	IPR018793	NA	NA	PF10203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3069997.1	mobidb-lite	IPR025204		Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-606279|Reactome: R-HSA-68877	PF13092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3059011.1	mobidb-lite	IPR029061	GO:0000287;GO:0030976;GO:0003723;GO:0003824;GO:0006400	Reactome: R-HSA-6790901	PF00205;PF02776;PF02926;PF02775	SSF52518;SSF52467;SSF143437	G3DSA:3.40.50.970;G3DSA:3.40.50.1220;G3DSA:3.30.2300.10	SM00981	cd07038;cd02005;cd11717	NA	PS51165	NA	NA	NA	Coil	NA	NA
KAF3072162.1	NA	IPR036291	GO:0016491;GO:0055114	NA	PF03435	SSF51735	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3071758.1	NA	IPR007568	GO:0016021	NA	PF04479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3058863.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3066956.1	NA	NA	NA	NA	NA	NA	NA	NA	cd12148	NA	NA	NA	NA	NA	Coil	NA	NA
KAF3055385.1	NA	IPR002130	GO:0000413;GO:0003755;GO:0006457	NA	PF00160	SSF50891	G3DSA:2.40.100.10	NA	cd01926	PR00153	PS50072	PS00170	NA	NA	NA	NA	NA
KAF3060597.1	NA	IPR010490	GO:0006891;GO:0017119	Reactome: R-HSA-6807878|Reactome: R-HSA-6811438|Reactome: R-HSA-6811440	PF06419	NA	NA	SM01087	NA	NA	NA	NA	NA	NA	Coil	NA	NA
KAF3063189.1	mobidb-lite	IPR000719	GO:0004672;GO:0005524;GO:0006468;GO:0005515	NA	PF05729;PF00069;PF12796	SSF48403;SSF56112;SSF52540	G3DSA:1.10.510.10;G3DSA:1.25.40.20;G3DSA:3.40.50.300	SM00248;SM00220	cd05117	NA	PS50011;PS50088;PS50297	PS00107;PS00108	NA	NA	NA	NA	NA
KAF3075039.1	NA	IPR036291	NA	NA	PF00106	SSF51735	G3DSA:3.40.50.720	NA	cd05374	PR00080;PR00081	NA	NA	NA	NA	NA	NA	NA
KAF3060796.1	mobidb-lite	IPR019734	GO:0005515	NA	PF13181;PF13432;PF12895	SSF48452	NA	SM00028	NA	NA	PS50005;PS50293	NA	NA	NA	Coil	NA	NA
KAF3072592.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3075037.1	NA	IPR036291		Reactome: R-HSA-70635	PF05368	SSF51735	G3DSA:3.90.25.10;G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3057533.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	cd12148	NA	NA	NA	NA	NA	NA	NA	NA
KAF3063258.1	NA	IPR006845		Reactome: R-HSA-8866654|Reactome: R-HSA-9033241	PF04757	NA	NA	NA	cd16526	NA	NA	NA	NA	NA	NA	NA	NA
KAF3056178.1	NA	IPR015421	GO:0003824;GO:0009058;GO:0030170	NA	PF00155	SSF53383	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	NA	cd00609	NA	NA	PS00105	NA	NA	NA	NA	NA
KAF3076558.1	mobidb-lite	IPR000253	GO:0005515	NA	PF00498;PF17123	SSF57850;SSF49879	G3DSA:3.30.40.10;G3DSA:2.60.200.20	SM00184;SM00240	cd00060	NA	PS50006;PS50089	NA	NA	NA	NA	NA	NA
KAF3076188.1	mobidb-lite	IPR041112	GO:0000776;GO:0031262	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-68877	PF18595;PF03800	NA	G3DSA:1.10.418.60	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
KAF3071595.1	NA	IPR011057	NA	NA	NA	SSF51316	G3DSA:2.170.150.70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
