Gene	MobiDBLite	interpro	GO	PATHWAY	Pfam	SUPERFAMILY	TIGRFAM	ProSitePatterns	Gene3D	ProSiteProfiles	Coils	CDD	SMART	PRINTS	Hamap	PIRSF	SFLD
EHK42133.1	NA	IPR012951	GO:0016491;GO:0050660;GO:0055114;GO:0071949	NA	PF08031;PF01565	SSF56176	NA	NA	G3DSA:3.30.465.40;G3DSA:3.40.462.20	PS51387	NA	NA	NA	NA	NA	NA	NA
EHK43128.1	mobidb-lite	IPR010422	NA	NA	PF06244	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
EHK41833.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK41850.1	NA	IPR036291	GO:0016491	NA	PF01408	SSF51735	NA	NA	G3DSA:3.30.360.10;G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA
EHK47268.1	NA	IPR002769	GO:0042256;GO:0043022	NA	PF01912	SSF55909	TIGR00323	NA	G3DSA:3.75.10.10	NA	NA	cd00527	SM00654	NA	MF_00032	PIRSF006413	NA
EHK39461.1	NA	IPR008698	GO:0003954;GO:0005739;GO:0008137	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	PF05676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK47208.1	NA	IPR008972	GO:0055114;GO:0005507;GO:0016491	NA	PF00394;PF07732;PF07731	SSF49503	NA	PS00079;PS00080	G3DSA:2.60.40.420	NA	NA	cd13898;cd13850;cd13876	NA	NA	NA	NA	NA
EHK47967.1	mobidb-lite	IPR036465	NA	NA	PF15411;PF00092	SSF50729;SSF57850;SSF53300	NA	NA	G3DSA:3.40.50.410;G3DSA:3.30.40.10;G3DSA:2.30.29.30	PS50234;PS50089	NA	cd01466	SM00327;SM00233	NA	NA	NA	NA
EHK46196.1	NA	IPR036736	GO:0003824;GO:0031177	Reactome: R-HSA-389661	PF00501;PF00550;PF00668	SSF47336;SSF52777;SSF56801	TIGR01733	PS00455;PS00012	G3DSA:3.30.559.30;G3DSA:1.10.1200.10;G3DSA:3.30.559.10;G3DSA:3.40.50.12780;G3DSA:3.30.300.30	PS50075	NA	cd05918	SM00823	NA	NA	NA	NA
EHK40857.1	mobidb-lite	IPR007276	GO:0032040	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	PF04147	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
EHK45126.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
EHK44342.1	mobidb-lite	NA	NA	NA	PF04615	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
EHK47169.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cd01812	NA	NA	NA	NA	NA
EHK47771.1	NA	IPR007248	GO:0016021	NA	PF04117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK49358.1	NA	IPR002328	GO:0008270;GO:0016491;GO:0055114	Reactome: R-HSA-71384	PF08240;PF00107	SSF51735;SSF50129	NA	PS00059	G3DSA:3.40.50.720;G3DSA:3.90.180.10	NA	NA	cd05283	SM00829	NA	NA	NA	NA
EHK49242.1	NA	IPR009770	NA	NA	PF07063	NA	NA	NA	G3DSA:3.10.180.80	NA	NA	cd16348	SM01150	NA	NA	NA	NA
EHK48513.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK46494.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK48302.1	mobidb-lite	NA	NA	NA	NA	SSF103481	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK41600.1	NA	IPR036861	GO:0008061;GO:0005975;GO:0016810;GO:0003824	NA	PF00187;PF01522	SSF57016;SSF88713	NA	PS00026	G3DSA:3.30.60.10;G3DSA:3.20.20.370	PS50941;PS51677	NA	cd00035;cd11618;cd10951	SM00270	NA	NA	NA	NA
EHK40790.1	mobidb-lite	IPR000385	GO:0003824;GO:0046872;GO:0051539;GO:0006777;GO:0051536;GO:0019008	KEGG: 00790+4.1.99.22|MetaCyc: PWY-6823|Reactome: R-HSA-947581	PF01967;PF04055;PF06463	SSF55040;SSF102114	TIGR02666;TIGR00581	PS01305	G3DSA:3.30.70.640	NA	NA	cd01335;cd01420	SM00729	NA	MF_01224_B	NA	SFLDG01383;SFLDS00029
EHK45663.1	mobidb-lite	IPR013241	GO:0006364;GO:0008033	NA	PF08228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK39401.1	mobidb-lite	IPR017981	GO:0004888;GO:0007166;GO:0016021	NA	PF05462	SSF81321	NA	NA	G3DSA:1.20.1070.10	PS50261	NA	cd13952	NA	NA	NA	NA	NA
EHK43791.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
EHK47361.1	mobidb-lite	IPR029225		Reactome: R-HSA-3108214	PF15412;PF08743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK47737.1	NA	IPR002220	GO:0016829;GO:0003824	NA	PF00701	SSF51569	NA	NA	G3DSA:3.20.20.70	NA	NA	cd00408	SM01130	PR00146	NA	NA	NA
EHK49100.1	mobidb-lite	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270	NA	PF04082	NA	NA	NA	NA	NA	NA	cd12148	SM00906	NA	NA	NA	NA
EHK49158.1	NA	IPR036259	GO:0055085	NA	PF07690	SSF103473	NA	NA	G3DSA:1.20.1250.20	PS50850	NA	cd17327	NA	NA	NA	NA	NA
EHK47216.1	NA	IPR002347	NA	NA	PF00106	SSF51735	NA	NA	G3DSA:3.40.50.720	NA	NA	NA	NA	PR00081	NA	NA	NA
EHK40307.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK45519.1	NA	IPR025509	NA	NA	PF14342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK44823.1	NA	IPR000210	GO:0005515	NA	PF00651	SSF54695	NA	NA	G3DSA:3.30.710.10	PS50097	NA	cd18186	SM00225	NA	NA	NA	NA
EHK44917.1	mobidb-lite	IPR036259	GO:0055085	NA	PF07690	SSF103473	NA	NA	G3DSA:1.20.1250.20	PS50850	NA	cd17323	NA	NA	NA	NA	NA
EHK39794.1	mobidb-lite	IPR003822	GO:0006355	Reactome: R-HSA-400206|Reactome: R-HSA-427413|Reactome: R-HSA-8936459	PF02671;PF08295;PF16879	SSF47762	NA	NA	G3DSA:1.20.1160.11	PS51477	NA	NA	SM00761	NA	NA	NA	NA
EHK46025.1	NA	IPR009081		Reactome: R-HSA-389661	PF00668;PF00550	SSF52777;SSF47336	NA	PS00012	G3DSA:3.30.559.10;G3DSA:1.10.1200.10	PS50075	NA	NA	SM01294	NA	NA	NA	NA
EHK50937.1	mobidb-lite	IPR003923	GO:0005634;GO:0006352	Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-3214847|Reactome: R-HSA-5689880|Reactome: R-HSA-674695|Reactome: R-HSA-6804756|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-75953|Reactome: R-HSA-76042	PF03540	NA	NA	NA	NA	NA	NA	cd07982	NA	NA	NA	PIRSF017246	NA
EHK39821.1	NA	IPR029903		Reactome: R-HSA-156581|Reactome: R-HSA-5689880	PF04321	SSF51735	NA	NA	G3DSA:3.40.50.720	NA	NA	cd05254	NA	NA	NA	NA	NA
EHK49969.1	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.11350	NA	NA	NA	NA	NA	NA	NA	NA
EHK50766.1	NA	IPR015424	GO:0019346;GO:0030170;GO:0003824;GO:0006520;GO:0016765	Reactome: R-HSA-1614558|Reactome: R-HSA-1614603|Reactome: R-HSA-2408508	PF01053	SSF53383	TIGR01326	PS00868	G3DSA:3.90.1150.10;G3DSA:3.40.640.10	NA	NA	cd00614	NA	NA	NA	PIRSF001434	NA
EHK40013.1	NA	IPR023573	GO:0003735;GO:0005840;GO:0006412	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PF01775	SSF160374	NA	NA	G3DSA:3.10.20.10	NA	NA	NA	NA	NA	MF_00273	PIRSF002190	NA
EHK46579.1	mobidb-lite	IPR036028	GO:0005515	NA	NA	SSF50044	NA	NA	G3DSA:2.30.30.40	PS50002	Coil	NA	SM00326	NA	NA	NA	NA
EHK48795.1	mobidb-lite	IPR015424	GO:0004351;GO:0006536;GO:0030170;GO:0016831;GO:0019752;GO:0003824	KEGG: 00250+4.1.1.15|KEGG: 00410+4.1.1.15|KEGG: 00430+4.1.1.15|KEGG: 00650+4.1.1.15|MetaCyc: PWY-4321	PF00282	SSF53383	TIGR01788	NA	G3DSA:3.90.1150.160;G3DSA:3.40.640.10	NA	NA	NA	NA	NA	NA	NA	NA
EHK48248.1	NA	IPR028343	GO:0042132;GO:0005975;GO:0016791;GO:0042578	KEGG: 00010+3.1.3.11|KEGG: 00030+3.1.3.11|KEGG: 00051+3.1.3.11|KEGG: 00680+3.1.3.11|KEGG: 00710+3.1.3.11|MetaCyc: PWY-5484|Reactome: R-HSA-70263	PF00316	SSF56655	NA	PS00124	G3DSA:3.30.540.10;G3DSA:3.40.190.80	NA	NA	cd00354	NA	PR00115	MF_01855	PIRSF500210;PIRSF000904	NA
EHK40721.1	mobidb-lite	IPR036629	NA	NA	PF05532	SSF69047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK45799.1	mobidb-lite	IPR011701	GO:0055085	NA	PF07690	SSF103473	NA	NA	G3DSA:1.20.1250.20	PS50850	NA	cd17323	NA	NA	NA	NA	NA
EHK42010.1	NA	IPR011035	GO:0006412;GO:0000166;GO:0004812;GO:0005524;GO:0005737;GO:0006418;GO:0004818;GO:0006424;GO:0043039	Reactome: R-HSA-2408522|Reactome: R-HSA-379716	PF03950;PF00749	SSF50715;SSF52374	TIGR00463	PS00178	G3DSA:1.20.1050.10;G3DSA:2.40.240.10;G3DSA:3.40.50.620	NA	NA	NA	NA	PR00987	MF_02076	NA	NA
EHK44750.1	NA	IPR002110	GO:0005515;GO:0003824;GO:0009116	NA	PF12796;PF01048	SSF53167;SSF48403;SSF52540	NA	NA	G3DSA:3.40.50.300;G3DSA:1.25.40.20	PS50088;PS50297	Coil	cd09008	SM00248	PR01415	NA	NA	NA
EHK44743.1	NA	IPR001763	NA	NA	PF00581	SSF52821	NA	NA	G3DSA:3.40.250.10	PS50206	NA	cd01443	SM00450	NA	NA	NA	NA
EHK42683.1	NA	IPR000269	GO:0005507;GO:0008131;GO:0009308;GO:0048038;GO:0055114	Reactome: R-HSA-211945	PF02727;PF01179	SSF54416;SSF49998	NA	PS01164	G3DSA:3.10.450.40;G3DSA:2.70.98.20	NA	NA	NA	NA	NA	NA	NA	NA
EHK41808.1	NA	IPR018948	GO:0005525;GO:0003924;GO:0006400;GO:0005515	Reactome: R-HSA-6787450	PF10396;PF01926;PF12631	SSF103025;SSF52540	TIGR00231	NA	G3DSA:3.40.50.300;G3DSA:3.30.1360.120;G3DSA:1.20.120.430	NA	NA	cd04164	NA	NA	MF_00379	NA	NA
EHK50229.1	NA	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270;GO:0000981;GO:0006355	NA	PF04082	SSF57701	NA	PS00463	G3DSA:4.10.240.10	PS50048	NA	cd00067;cd12148	SM00906	NA	NA	NA	NA
EHK45955.1	mobidb-lite	IPR006674	NA	NA	PF13023	SSF109604	NA	NA	G3DSA:1.10.3210.10	NA	NA	NA	NA	NA	NA	NA	NA
EHK49734.1	mobidb-lite	IPR016181	GO:0008080	NA	PF00583	SSF55729	NA	NA	G3DSA:3.40.630.30	PS51186	NA	cd04301	NA	NA	NA	NA	NA
EHK49697.1	mobidb-lite	IPR012955	GO:0006891;GO:0030173	Reactome: R-HSA-6811438	PF08172	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
EHK50700.1	mobidb-lite	IPR002501	GO:0006396;GO:0001522;GO:0003723;GO:0009451;GO:0009982	NA	PF01509	SSF55120	NA	NA	G3DSA:3.30.2350.10	NA	NA	cd02867	NA	NA	MF_01080	NA	NA
EHK49899.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK47972.1	NA	IPR005097	GO:0016491;GO:0055114	NA	PF03435	SSF51735	NA	NA	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA
EHK49212.1	mobidb-lite	IPR013766	GO:0045454	NA	PF00085	SSF52833	NA	PS00194	G3DSA:3.40.30.10	PS51352	NA	cd03002;cd02981	NA	PR00421	NA	NA	NA
EHK42581.1	NA	IPR013525	GO:0016020;GO:0005524;GO:0016887;GO:0016021;GO:0042626;GO:0055085	Reactome: R-HSA-1369062	PF01061;PF00005;PF06422;PF14510	SSF52540	NA	PS00211	G3DSA:3.40.50.300	PS50893	NA	cd03233;cd03232	SM00382	NA	NA	NA	NA
EHK42961.1	mobidb-lite	IPR006172	GO:0000166;GO:0003676;GO:0003887;GO:0003677	NA	PF00136;PF03104;PF14260	SSF53098;SSF56672	NA	PS00116	G3DSA:1.10.287.690;G3DSA:3.30.342.10;G3DSA:1.10.132.60;G3DSA:3.30.420.10;G3DSA:3.90.1600.10	NA	Coil	cd05778;cd05534	SM00486	PR00106	NA	NA	NA
EHK43026.1	NA	IPR018627	GO:0002098;GO:0033588	Reactome: R-HSA-3214847	PF09807	NA	NA	NA	G3DSA:3.40.50.300	NA	NA	NA	NA	NA	NA	NA	NA
EHK43075.1	mobidb-lite	IPR007461	NA	NA	PF04366	NA	NA	NA	NA	NA	Coil	cd11524	NA	NA	NA	NA	NA
EHK43059.1	mobidb-lite	IPR012423	GO:0005634;GO:0006355;GO:0043189	Reactome: R-HSA-3214847	PF07904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK48981.1	mobidb-lite	IPR036457	GO:0003824	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16|KEGG: 05235+3.1.3.16	PF00481	SSF81606	NA	NA	NA	PS51746	NA	cd00143	SM00332	NA	NA	NA	NA
EHK40010.1	NA	IPR029058	NA	NA	NA	SSF53474	NA	NA	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA
EHK44854.1	mobidb-lite	IPR001732	GO:0016616;GO:0051287;GO:0055114;GO:0000271;GO:0003979	Reactome: R-HSA-173599	PF03721;PF00984;PF03720	SSF51735;SSF52413;SSF48179	TIGR03026	NA	G3DSA:1.20.5.100;G3DSA:3.40.50.720	NA	NA	NA	SM00984	NA	NA	PIRSF000124;PIRSF500134	NA
EHK44147.1	NA	IPR002403	GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	PF00067	SSF48264	NA	PS00086	G3DSA:1.10.630.10	NA	NA	NA	NA	PR00465;PR00385	NA	NA	NA
EHK50015.1	mobidb-lite	IPR000330	GO:0005524	NA	PF00176	SSF52540	NA	NA	G3DSA:3.40.50.10810	NA	NA	cd18008	NA	NA	NA	NA	NA
EHK43256.1	mobidb-lite	IPR006073	GO:0005525	NA	PF01926;PF01018	SSF52540;SSF82051	NA	NA	G3DSA:2.70.210.12	PS51710	Coil	cd01898	NA	PR00326	NA	NA	NA
EHK39812.1	mobidb-lite	IPR008217	GO:0005384;GO:0030026	NA	PF01988	NA	NA	NA	NA	NA	NA	cd02435	NA	NA	NA	NA	NA
EHK40462.1	mobidb-lite	IPR009072	GO:0046982;GO:0005634;GO:0042393	Reactome: R-HSA-606279	PF10384	NA	NA	NA	G3DSA:1.10.20.10	NA	Coil	NA	NA	NA	NA	NA	NA
EHK50907.1	NA	NA	NA	NA	NA	SSF52949	NA	NA	G3DSA:3.40.220.10	NA	NA	NA	NA	NA	NA	NA	NA
EHK48194.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK43309.1	NA	IPR018828		Reactome: R-HSA-6783310	PF10356	SSF52980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK45815.1	NA	IPR009991	GO:0005869;GO:0061640	Reactome: R-HSA-2132295|Reactome: R-HSA-2565942|Reactome: R-HSA-3371497|Reactome: R-HSA-380259|Reactome: R-HSA-380270|Reactome: R-HSA-380284|Reactome: R-HSA-380320|Reactome: R-HSA-5620912|Reactome: R-HSA-6807878|Reactome: R-HSA-6811436|Reactome: R-HSA-8854518	PF07426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK45962.1	mobidb-lite	IPR002889	NA	NA	PF01822	NA	NA	NA	NA	PS51212	NA	NA	SM00321	NA	NA	NA	NA
EHK48678.1	NA	IPR002840	NA	NA	PF01989;PF04412	SSF52016	NA	NA	G3DSA:3.50.30.10	NA	NA	cd01355;cd01356	NA	NA	NA	PIRSF036630	NA
EHK49798.1	NA	IPR027413	GO:0005524;GO:0006457;GO:0051082	Reactome: R-HSA-389957|Reactome: R-HSA-389960|Reactome: R-HSA-390450|Reactome: R-HSA-390471|Reactome: R-HSA-6814122	PF00118	SSF48592;SSF52029;SSF54849	TIGR02340	PS00995;PS00750	G3DSA:1.10.560.10;G3DSA:3.50.7.10;G3DSA:3.30.260.10	NA	NA	cd03335	NA	PR00304	NA	NA	NA
EHK46066.1	mobidb-lite	IPR003615	NA	NA	PF13391	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
EHK46503.1	NA	IPR036770	GO:0005515;GO:0003824;GO:0009116	NA	NA	SSF48403;SSF53167	NA	NA	G3DSA:1.25.40.20	PS50297;PS50088	NA	cd09008	SM00248	NA	NA	NA	NA
EHK41882.1	mobidb-lite	IPR001900	GO:0003723;GO:0004540	NA	PF00773;PF17849;PF17877	SSF50249	NA	NA	G3DSA:2.40.50.690;G3DSA:2.40.50.140;G3DSA:2.40.50.700	NA	Coil	NA	SM00955	NA	NA	NA	NA
EHK50248.1	NA	IPR002018	NA	NA	PF00135	SSF53474	NA	PS00941;PS00122	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA
EHK50909.1	mobidb-lite	IPR003378	GO:0016020;GO:0016757	NA	PF02434	NA	NA	NA	G3DSA:3.90.550.50	NA	NA	NA	NA	NA	NA	NA	NA
EHK50624.1	NA	IPR007905	GO:0016021;GO:0016125;GO:0047750	NA	PF05241	NA	NA	NA	NA	PS51751	NA	NA	NA	NA	NA	NA	NA
EHK41750.1	mobidb-lite	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	PF00172;PF11951	SSF57701	NA	PS00463	G3DSA:4.10.240.10	PS50048	NA	cd00067	SM00066	NA	NA	NA	NA
EHK51014.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK43291.1	mobidb-lite	IPR001453	NA	NA	PF00994	SSF53218	NA	NA	G3DSA:3.40.980.10	NA	NA	cd00885	SM00852	NA	NA	NA	NA
EHK48064.1	mobidb-lite	IPR017408	GO:0016274	Reactome: R-HSA-71288|Reactome: R-HSA-8986944	NA	SSF53335;SSF48403	NA	NA	G3DSA:3.40.50.150;G3DSA:1.25.40.20	PS51559	NA	NA	NA	NA	NA	PIRSF038148	NA
EHK44224.1	NA	IPR020683	GO:0005515	NA	PF12796	SSF48403	NA	NA	G3DSA:1.25.40.20	PS50297;PS50088	NA	NA	SM00248	NA	NA	PIRSF000654	NA
EHK49127.1	NA	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	PF00172	SSF57701	NA	PS00463	G3DSA:4.10.240.10	PS50048	NA	cd12148;cd00067	SM00066	NA	NA	NA	NA
EHK46235.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK44198.1	mobidb-lite	IPR036640	GO:0005524;GO:0016021;GO:0042626;GO:0055085;GO:0016887	NA	PF00664;PF00005	SSF90123;SSF52540	NA	PS00211	G3DSA:1.20.1560.10;G3DSA:3.40.50.300	PS50929;PS50893	NA	cd03253;cd18582	SM00382	NA	NA	NA	NA
EHK48241.1	mobidb-lite	IPR011041	GO:0003824	NA	NA	SSF50952	NA	NA	G3DSA:2.120.10.30	NA	NA	NA	NA	NA	NA	NA	NA
EHK42138.1	NA	IPR036852	GO:0004252;GO:0006508	NA	PF00082	SSF52743;SSF48403	NA	NA	G3DSA:3.40.50.200	NA	NA	NA	NA	NA	NA	NA	NA
EHK50798.1	mobidb-lite	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270;GO:0003676	NA	PF04082;PF00096	SSF57667	NA	PS00028	G3DSA:3.30.160.60	PS50157	NA	cd12148	SM00355	NA	NA	NA	NA
EHK50832.1	NA	IPR036291	NA	NA	PF00106	SSF51735	NA	NA	G3DSA:3.40.50.720	NA	NA	NA	NA	PR00081;PR00080	NA	PIRSF000126	NA
EHK41474.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK44134.1	NA	IPR004045	GO:0005515	NA	PF13417	SSF52833;SSF47616	NA	NA	G3DSA:3.40.30.10;G3DSA:1.20.1050.10	PS50404	NA	cd03038	NA	NA	NA	NA	NA
EHK45041.1	NA	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	PF04082;PF00172	SSF57701	NA	NA	G3DSA:4.10.240.10	PS50048	Coil	cd12148;cd00067	SM00906;SM00066	NA	NA	NA	NA
EHK50959.1	mobidb-lite	IPR001623	NA	NA	PF00226;PF09320	SSF46565	NA	NA	G3DSA:1.10.287.110	PS50076	NA	cd06257	SM00271	PR00625	NA	NA	NA
EHK40359.1	mobidb-lite	IPR011701	GO:0055085;GO:0022857	NA	PF07690	SSF103473	NA	NA	NA	PS50850	NA	cd17330	NA	PR01035	NA	NA	NA
EHK43216.1	mobidb-lite	IPR001487	GO:0005515	NA	PF00439;PF00651	SSF47370;SSF54695	NA	NA	G3DSA:3.30.710.10;G3DSA:1.20.920.10	PS50014;PS50097	NA	cd18186	SM00297	PR00503	NA	NA	NA
EHK50278.1	NA	IPR011701	GO:0055085	NA	PF07690	SSF103473	NA	NA	G3DSA:1.20.1250.20	NA	NA	cd17327	NA	NA	NA	NA	NA
EHK51008.1	NA	IPR000845	GO:0003824;GO:0009116	NA	PF01048	SSF53167	NA	NA	G3DSA:3.40.50.1580	NA	NA	cd09008	NA	NA	NA	NA	NA
EHK41946.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK41893.1	mobidb-lite	IPR007191	GO:0000145;GO:0006904	Reactome: R-HSA-1445148|Reactome: R-HSA-264876|Reactome: R-HSA-5620916	PF04048	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
EHK44443.1	NA	IPR013154	GO:0055114;GO:0016491	NA	PF08240;PF00107	SSF50129;SSF51735	NA	NA	G3DSA:3.40.50.720;G3DSA:3.90.180.10	NA	NA	cd08249	SM00829	NA	NA	NA	NA
EHK43328.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK48993.1	NA	IPR017904	GO:0015629;GO:0030042;GO:0003779	NA	PF00241	SSF55753	NA	NA	G3DSA:3.40.20.10	PS51263	NA	cd11286	SM00102	PR00006	NA	NA	NA
EHK40087.1	mobidb-lite	IPR001214	GO:0005515	NA	NA	SSF82199	NA	NA	G3DSA:2.170.270.10	PS50280	NA	NA	NA	NA	NA	NA	NA
EHK42915.1	mobidb-lite	IPR002994	GO:0016020	Reactome: R-HSA-5628897|Reactome: R-HSA-611105	PF02104	NA	NA	NA	NA	PS50895	NA	cd06662	NA	NA	NA	NA	NA
EHK44174.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK49039.1	NA	IPR039557	GO:0009082;GO:1990610	KEGG: 00290+2.2.1.6|KEGG: 00650+2.2.1.6|KEGG: 00660+2.2.1.6|KEGG: 00770+2.2.1.6|MetaCyc: PWY-5101|MetaCyc: PWY-5103|MetaCyc: PWY-5104|MetaCyc: PWY-5938|MetaCyc: PWY-5939|MetaCyc: PWY-6389|MetaCyc: PWY-7111	PF10369;PF01842	SSF55021	TIGR00119	NA	G3DSA:3.30.70.1150;G3DSA:3.30.70.260	PS51671	NA	cd04878	NA	NA	NA	NA	NA
EHK47930.1	mobidb-lite	IPR000719	GO:0004672;GO:0005524;GO:0006468	NA	PF00069	SSF56112	NA	PS00108	G3DSA:1.10.510.10;G3DSA:3.30.200.20	PS50011	NA	cd14004	SM00220	NA	NA	NA	NA
EHK40870.1	mobidb-lite	IPR005579	NA	NA	PF03879	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
EHK44786.1	NA	IPR029055	GO:0016787	NA	PF01112	SSF56235	NA	NA	G3DSA:3.60.20.30	NA	NA	cd04701	NA	NA	NA	NA	NA
EHK41887.1	mobidb-lite	IPR001498	GO:0005515	NA	PF01205;PF05773	SSF54495;SSF54211	NA	PS00910	G3DSA:3.30.230.30;G3DSA:3.10.110.10	PS50908	NA	NA	NA	NA	NA	NA	NA
EHK50222.1	NA	IPR002347	NA	NA	PF00106	SSF51735	NA	NA	G3DSA:3.40.50.720	NA	NA	NA	NA	PR00081	NA	NA	NA
EHK44369.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK47291.1	NA	IPR015943	GO:0005515	NA	PF00400	SSF50978	NA	NA	G3DSA:2.130.10.10	PS50294;PS50082	NA	NA	SM00320	NA	NA	NA	NA
EHK39563.1	mobidb-lite	IPR002347	NA	NA	PF00106	SSF51735	NA	NA	G3DSA:3.40.50.720	NA	NA	cd18974;cd05233	SM00822	PR00081	NA	NA	NA
EHK43745.1	NA	IPR007696	GO:0005524;GO:0006298;GO:0030983	Reactome: R-HSA-5632928	PF05192;PF05190;PF05188;PF00488;PF01624	SSF52540;SSF48334	NA	PS00486	G3DSA:1.10.1420.10;G3DSA:3.40.50.300;G3DSA:3.40.1170.10;G3DSA:3.30.420.110	NA	Coil	cd03285	SM00533;SM00534	NA	NA	PIRSF005813	NA
EHK45031.1	NA	IPR013097	NA	NA	PF07876	SSF54909	NA	NA	G3DSA:3.30.70.100	PS51502	NA	NA	SM00886	NA	NA	NA	NA
EHK41170.1	NA	IPR039470	NA	NA	PF15891	NA	NA	NA	G3DSA:3.40.50.450	NA	NA	NA	NA	NA	NA	NA	NA
EHK39914.1	mobidb-lite	IPR011009	GO:0004672;GO:0005524;GO:0006468	NA	PF00069	SSF56112	NA	PS00108	G3DSA:3.30.200.20;G3DSA:1.10.510.10	PS50011	NA	NA	SM00220	NA	NA	NA	NA
EHK50184.1	NA	IPR013057	NA	NA	PF01490	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK47255.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
