Gene	MobiDBLite	interpro	GO	PATHWAY	Pfam	Coils	SUPERFAMILY	Gene3D	ProSiteProfiles	CDD	SMART	TIGRFAM	PRINTS	ProSitePatterns	PIRSF	SFLD	Hamap
OPB36548.1	mobidb-lite	IPR001272	GO:0004612;GO:0005524;GO:0006094;GO:0004611;GO:0017076	KEGG: 00010+4.1.1.49|KEGG: 00020+4.1.1.49|KEGG: 00620+4.1.1.49|KEGG: 00710+4.1.1.49|MetaCyc: PWY-561|MetaCyc: PWY-7117	PF01293	NA	SSF68923;SSF53795	G3DSA:2.170.8.10;G3DSA:3.40.449.10;G3DSA:3.90.228.20	NA	cd00484	NA	TIGR00224	NA	PS00532	PIRSF006294	NA	MF_00453
OPB43238.1	mobidb-lite	IPR027915	NA	NA	PF14618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB44197.1	NA	IPR036249	NA	NA	NA	NA	SSF52833	G3DSA:3.40.30.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB36776.1	NA	IPR006710	GO:0004553;GO:0005975	NA	PF04616;PF17851	NA	SSF49899;SSF75005	G3DSA:2.60.120.200;G3DSA:2.115.10.20	NA	cd09000	NA	NA	NA	NA	NA	NA	NA
OPB39863.1	NA	IPR011078	GO:0030170	KEGG: 00473+5.1.1.1|MetaCyc: PWY-7383|MetaCyc: PWY-8040	PF01168	NA	SSF51419	G3DSA:3.20.20.10	NA	cd06822	NA	TIGR00044	NA	NA	PIRSF004848	NA	MF_02087
OPB39906.1	NA	IPR036259	NA	NA	NA	NA	SSF103473	G3DSA:1.20.1250.20	NA	cd06179	NA	NA	NA	NA	NA	NA	NA
OPB37211.1	mobidb-lite	IPR020843	GO:0016491	NA	PF13602	NA	SSF51735;SSF50129	G3DSA:3.90.180.10;G3DSA:3.40.50.720	NA	cd08267	SM00829	NA	NA	NA	NA	NA	NA
OPB36103.1	NA	IPR003663	GO:0016020;GO:0022857;GO:0055085;GO:0016021	Reactome: R-HSA-189200	PF00083	NA	SSF103473	G3DSA:1.20.1250.20	PS50850	cd17356	NA	TIGR00879	PR00171	PS00217	NA	NA	NA
OPB41829.1	mobidb-lite	IPR013087	GO:0003676	NA	NA	NA	NA	G3DSA:3.40.50.1460;G3DSA:3.30.160.60	NA	NA	SM00355	NA	NA	NA	NA	NA	NA
OPB36187.1	NA	IPR002347	NA	NA	PF00106	NA	SSF51735	G3DSA:3.40.50.720	NA	NA	NA	NA	PR00081	NA	NA	NA	NA
OPB43099.1	mobidb-lite	IPR012677	GO:0003676;GO:0030619	Reactome: R-HSA-72163	PF12220;PF00076	NA	SSF54928	G3DSA:3.30.70.330	PS50102	cd12236	SM00360	NA	NA	NA	NA	NA	NA
OPB45676.1	NA	IPR001611	GO:0005515	NA	NA	NA	SSF52047	NA	PS51450	NA	NA	NA	NA	NA	NA	NA	NA
OPB47097.1	mobidb-lite	IPR036259	NA	NA	NA	NA	SSF103473	G3DSA:1.20.1250.20	NA	cd17476	NA	NA	NA	NA	NA	NA	NA
OPB41289.1	NA	IPR036291	NA	NA	PF13561	NA	SSF51735	G3DSA:3.40.50.720	NA	NA	NA	NA	PR00081	NA	NA	NA	NA
OPB44838.1	NA	IPR018047	GO:0008519;GO:0016020;GO:0072488;GO:0015696	NA	PF00909	NA	SSF111352	G3DSA:1.10.3430.10	NA	NA	NA	TIGR00836	NA	PS01219	NA	NA	NA
OPB39302.1	mobidb-lite	IPR001810	GO:0005515	NA	NA	NA	NA	NA	PS50181	NA	NA	NA	NA	NA	NA	NA	NA
OPB43904.1	mobidb-lite	IPR036887	GO:0003677;GO:0005515	NA	PF04383;PF00023	Coil	SSF54616;SSF48403	G3DSA:1.25.40.20;G3DSA:3.10.260.10	PS50088;PS51299;PS50297	NA	SM01252;SM00248	NA	NA	NA	NA	NA	NA
OPB37655.1	NA	IPR001753	GO:0003824	NA	PF00378	NA	SSF52096	G3DSA:3.90.226.10	NA	cd06558	NA	NA	NA	NA	NA	NA	NA
OPB46653.1	mobidb-lite	IPR002885	GO:0005515	NA	PF13041	NA	NA	G3DSA:1.25.40.10	PS51375	NA	NA	NA	NA	NA	NA	NA	NA
OPB44971.1	NA	IPR001753	GO:0003824	NA	PF00378	NA	SSF52096	G3DSA:3.90.226.10	NA	cd06558	NA	NA	NA	NA	NA	NA	NA
OPB44864.1	mobidb-lite	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	PF11951;PF00172	NA	SSF57701	G3DSA:4.10.240.10	PS50048	cd00067	SM00066	NA	NA	PS00463	NA	NA	NA
OPB39948.1	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	cd06503	NA	NA	NA	NA	NA	NA	NA
OPB38458.1	mobidb-lite	IPR001650	GO:0003677;GO:0005524;GO:0016787	NA	PF04851;PF00271	NA	SSF52540	G3DSA:3.40.50.300	PS51194;PS51192	cd18799;cd18032	SM00490;SM00487	NA	NA	NA	NA	NA	NA
OPB39030.1	mobidb-lite	IPR001683	GO:0035091	NA	PF00787	NA	SSF58038;SSF64268	G3DSA:1.20.5.110;G3DSA:3.30.1520.10	PS50195;PS50192	cd15858;cd06897	SM00397;SM00312	NA	NA	NA	NA	NA	NA
OPB45471.1	NA	IPR012939	GO:0003824;GO:0030246	NA	PF07971;PF17678	NA	SSF48208	G3DSA:3.30.2080.10;G3DSA:1.20.1050.60;G3DSA:1.20.1610.10;G3DSA:2.70.98.10	NA	NA	NA	TIGR01180	NA	NA	NA	NA	NA
OPB40360.1	NA	IPR008576	GO:0006480;GO:0008168	NA	PF05891	NA	SSF53335	G3DSA:3.40.50.150	NA	NA	NA	NA	NA	NA	PIRSF016958	NA	NA
OPB37444.1	mobidb-lite	IPR017441	GO:0005524;GO:0004672;GO:0006468	NA	PF00069	NA	SSF56112	G3DSA:1.10.510.10	PS50011	cd14127	SM00220	NA	NA	PS00107;PS00108	NA	NA	NA
OPB44875.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB36147.1	NA	IPR023296	GO:0004553;GO:0005975	NA	PF04616	NA	SSF75005	G3DSA:2.115.10.20	NA	cd08978	NA	NA	NA	NA	NA	NA	NA
OPB39873.1	mobidb-lite	IPR011017	NA	NA	PF01246	NA	SSF57716	G3DSA:2.30.170.20	NA	cd00472	SM00746	NA	NA	NA	NA	NA	NA
OPB44892.1	mobidb-lite	IPR003265	GO:0006284;GO:0003824;GO:0006281	Reactome: R-HSA-110357	PF00730	NA	SSF48150	G3DSA:1.10.340.30;G3DSA:1.10.1670.10	NA	cd00056	SM00478	NA	NA	NA	NA	NA	NA
OPB36345.1	mobidb-lite	IPR004840	GO:0006865;GO:0016021;GO:0055085;GO:0016020;GO:0022857	NA	PF00324	NA	NA	G3DSA:1.20.1740.10	NA	NA	NA	NA	NA	PS00218	PIRSF006060	NA	NA
OPB46395.1	NA	IPR036291	NA	NA	PF00106	NA	SSF51735	G3DSA:3.40.50.720	NA	NA	NA	NA	PR00081	NA	NA	NA	NA
OPB39274.1	NA	IPR007482		KEGG: 00062+4.2.1.134|MetaCyc: PWY-5080|MetaCyc: PWY-5353|MetaCyc: PWY-6433|MetaCyc: PWY-6598|MetaCyc: PWY-6958|MetaCyc: PWY-7035|MetaCyc: PWY-7036|MetaCyc: PWY-7049|MetaCyc: PWY-7053|MetaCyc: PWY-7592|MetaCyc: PWY-7601|MetaCyc: PWY-7602|MetaCyc: PWY-7606|MetaCyc: PWY-7619|MetaCyc: PWY-7724|MetaCyc: PWY-7725|MetaCyc: PWY-7726|MetaCyc: PWY-7727|MetaCyc: PWY-7728|MetaCyc: PWY-8041|Reactome: R-HSA-75876	PF04387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB42615.1	mobidb-lite	IPR020846	GO:0055085	NA	PF07690	NA	SSF103473	G3DSA:1.20.1250.20	PS50850	cd17323	NA	NA	NA	NA	NA	NA	NA
OPB45038.1	mobidb-lite	IPR012955	GO:0006891;GO:0030173	Reactome: R-HSA-6811438	PF08172	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB44699.1	NA	IPR021765	GO:0043386	NA	PF11807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB39061.1	mobidb-lite	IPR041708	GO:0009982;GO:0031119;GO:0003723;GO:0001522;GO:0009451	Reactome: R-HSA-6782315|Reactome: R-HSA-6787450	PF01416	NA	SSF55120	G3DSA:3.30.70.580;G3DSA:3.30.70.660	NA	cd02568	NA	TIGR00071	NA	NA	NA	NA	NA
OPB40978.1	NA	IPR014710	NA	NA	PF07883	NA	SSF51182	G3DSA:2.60.120.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB41496.1	NA	IPR037874	GO:0003924;GO:0005525;GO:0007264	Reactome: R-HSA-114604|Reactome: R-HSA-182971|Reactome: R-HSA-194840|Reactome: R-HSA-2029482|Reactome: R-HSA-389359|Reactome: R-HSA-3928662|Reactome: R-HSA-418885|Reactome: R-HSA-428543|Reactome: R-HSA-4420097|Reactome: R-HSA-525793|Reactome: R-HSA-5625970|Reactome: R-HSA-5626467|Reactome: R-HSA-5627123|Reactome: R-HSA-5663213|Reactome: R-HSA-5663220|Reactome: R-HSA-5687128|Reactome: R-HSA-8950505|Reactome: R-HSA-8964616|Reactome: R-HSA-983231	PF00071	NA	SSF52540	G3DSA:3.40.50.300	PS51420	cd01874	SM00174;SM00175;SM00173	TIGR00231	PR00449	NA	NA	NA	NA
OPB37465.1	NA	IPR000058	GO:0008270	NA	PF01428	NA	SSF118310	G3DSA:4.10.1110.10	PS51039	NA	SM00154	NA	NA	NA	NA	NA	NA
OPB37421.1	mobidb-lite	IPR004007	GO:0004371;GO:0006071;GO:0005524	Reactome: R-HSA-168928|Reactome: R-HSA-70350	PF02733;PF02734	NA	SSF101473;SSF82549	G3DSA:1.25.40.340;G3DSA:3.30.1180.20;G3DSA:3.40.50.10440	PS51480;PS51481	NA	SM01120	TIGR02361	NA	NA	NA	NA	NA
OPB39106.1	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB46304.1	NA	IPR018208	GO:0004553;GO:0005975	MetaCyc: PWY-6717|MetaCyc: PWY-6784	PF00457	NA	SSF49899	G3DSA:2.60.120.180	PS51761	NA	NA	NA	PR00911	PS00776	NA	NA	NA
OPB39941.1	NA	IPR005651	NA	NA	PF03966	NA	NA	G3DSA:2.20.25.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB45010.1	mobidb-lite	IPR002182	GO:0043531;GO:0005515	Reactome: R-HSA-111458|Reactome: R-HSA-111459|Reactome: R-HSA-111463|Reactome: R-HSA-111464|Reactome: R-HSA-6798695|Reactome: R-HSA-6803207|Reactome: R-HSA-8953750|Reactome: R-HSA-9627069	PF00931;PF13424;PF13374	Coil	SSF53474;SSF52540;SSF48452	G3DSA:1.25.40.10;G3DSA:3.40.50.1820;G3DSA:3.40.50.300	PS50293	NA	SM00028	NA	NA	NA	NA	NA	NA
OPB42451.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB45188.1	mobidb-lite	IPR018306	NA	NA	PF10544	NA	NA	NA	NA	NA	SM00974	NA	NA	NA	NA	NA	NA
OPB42503.1	NA	IPR001214	GO:0005515	NA	PF00856	NA	SSF82199	G3DSA:3.90.1410.10	PS50280	NA	NA	NA	NA	NA	NA	NA	NA
OPB38702.1	mobidb-lite	IPR000679	GO:0006355;GO:0008270;GO:0043565	Reactome: R-HSA-383280	PF00320;PF08550	Coil	SSF57716	G3DSA:3.30.50.10	PS50114	cd00202	SM00401	NA	PR00619	PS00344	NA	NA	NA
OPB37446.1	NA	IPR004136	GO:0018580;GO:0055114;GO:0003824	NA	PF03060	NA	SSF51412	G3DSA:3.20.20.70	NA	cd04730	NA	NA	NA	NA	NA	NA	NA
OPB39440.1	mobidb-lite	IPR018266	GO:0003735;GO:0005840;GO:0006412	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PF01247	NA	SSF50447	G3DSA:2.40.10.190	NA	NA	NA	NA	NA	PS01105	NA	NA	MF_00573
OPB36318.1	mobidb-lite	IPR018253	NA	NA	PF00226	Coil	SSF46565	G3DSA:1.10.287.110	PS50076	cd06257	SM00271	NA	PR00625	PS00636	NA	NA	NA
OPB38885.1	mobidb-lite	IPR027417	GO:0005525	NA	PF01926	NA	SSF52540	G3DSA:3.40.50.300	NA	cd00882	NA	NA	NA	NA	NA	NA	NA
OPB44609.1	NA	IPR008030		Reactome: R-HSA-70635	PF05368	NA	SSF51735	G3DSA:3.40.50.720;G3DSA:3.90.25.10	NA	cd05259	NA	NA	NA	NA	NA	NA	NA
OPB36518.1	mobidb-lite	IPR020568	NA	NA	PF01205	NA	SSF54211	G3DSA:3.30.230.30	NA	NA	NA	NA	NA	PS00910	NA	NA	NA
OPB42432.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB39323.1	mobidb-lite	IPR001452	GO:0005515;GO:0046872	NA	PF00097	NA	SSF57850;SSF50044	G3DSA:2.30.30.40;G3DSA:3.30.60.90;G3DSA:3.30.40.10	PS50002;PS50089	NA	SM00184;SM00326	NA	NA	PS00518	NA	NA	NA
OPB45190.1	mobidb-lite	IPR013877		Reactome: R-HSA-983168	PF08568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB36449.1	mobidb-lite	IPR003593	GO:0005524;GO:0016021;GO:0042626;GO:0055085;GO:0016887	NA	PF00664;PF00005	Coil	SSF90123;SSF52540	G3DSA:1.20.1560.10;G3DSA:3.40.50.300	PS50893;PS50929	cd03253;cd18582	SM00382	NA	NA	PS00211	NA	NA	NA
OPB35937.1	mobidb-lite	IPR000073	NA	NA	PF00561;PF08386	NA	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB45618.1	NA	IPR036188	GO:0071949	NA	PF01494	NA	SSF51905	G3DSA:3.50.50.60	NA	NA	NA	NA	PR00420	NA	NA	NA	NA
OPB45085.1	NA	IPR027417	GO:0005525;GO:0003924;GO:0007165;GO:0016020	NA	PF00071	NA	SSF52540	G3DSA:3.40.50.300	PS51421	cd04137	SM00173;SM00174;SM00175	TIGR00231	PR00449	NA	NA	NA	NA
OPB41564.1	mobidb-lite	IPR013083	NA	NA	NA	NA	SSF57850	G3DSA:3.30.40.10	NA	cd16620	NA	NA	NA	NA	NA	NA	NA
OPB40455.1	mobidb-lite	IPR031350	GO:0005515	NA	PF17109	NA	SSF48452	G3DSA:3.40.50.300;G3DSA:1.25.40.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB45978.1	mobidb-lite	IPR007396	GO:0048037	NA	PF04299	NA	SSF50475	G3DSA:2.30.110.10	NA	NA	NA	NA	NA	NA	PIRSF010372	NA	NA
OPB40728.1	NA	IPR036736	GO:0003824;GO:0031177	Reactome: R-HSA-389661	PF00501;PF00550;PF00668	NA	SSF56801;SSF47336;SSF52777	G3DSA:3.30.559.30;G3DSA:3.40.50.12780;G3DSA:1.10.1200.10;G3DSA:2.30.38.10;G3DSA:3.30.559.10;G3DSA:3.30.300.30	PS50075	cd05918	SM00823	NA	NA	PS00012	NA	NA	NA
OPB46104.1	NA	IPR008775	NA	NA	PF05721	Coil	SSF51197	G3DSA:2.60.120.620	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB36619.1	NA	IPR036869	NA	NA	PF03656	NA	SSF46565	G3DSA:1.10.287.110	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB44297.1	mobidb-lite	IPR013717		KEGG: 00563+2.4.1.198|Reactome: R-HSA-162710	PF08510	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB41556.1	NA	IPR006722	GO:0006888	NA	PF04628	NA	SSF64356	G3DSA:3.30.450.70	NA	cd14825	NA	NA	NA	NA	NA	NA	NA
OPB46230.1	mobidb-lite	IPR034164	GO:0004190;GO:0006508	NA	PF00026	NA	SSF50630	G3DSA:2.40.70.10	PS51767	cd05471	NA	NA	PR00792	NA	NA	NA	NA
OPB41177.1	NA	IPR029058	NA	NA	PF12146	NA	SSF53474	G3DSA:3.40.50.1820;G3DSA:1.10.10.800	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB46535.1	NA	IPR011051	GO:0045735	NA	PF00190	NA	SSF51182	G3DSA:2.60.120.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB36357.1	NA	IPR009014	GO:0003824	NA	PF02779;PF02780	NA	SSF52518;SSF52922	G3DSA:3.40.50.920;G3DSA:3.40.50.970	NA	cd07036	SM00861	NA	NA	NA	NA	NA	NA
OPB40611.1	mobidb-lite	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	PF04082;PF00172	NA	SSF57701	G3DSA:4.10.240.10	PS50048	cd00067;cd12148	SM00066;SM00906	NA	NA	NA	NA	NA	NA
OPB42545.1	mobidb-lite	IPR029063	GO:0008168	NA	PF05971	NA	SSF53335	G3DSA:3.40.50.150	NA	cd02440	NA	NA	NA	NA	NA	NA	NA
OPB36528.1	NA	IPR002075	NA	NA	PF02136	NA	SSF54427	G3DSA:3.10.450.50	PS50177	cd00780	NA	NA	NA	NA	NA	NA	NA
OPB38039.1	NA	IPR001568	GO:0003723;GO:0033897	Reactome: R-HSA-6798695	PF00445	NA	SSF55895	G3DSA:3.90.730.10	NA	cd01061	NA	NA	NA	PS00531;PS00530	NA	NA	NA
OPB38750.1	NA	IPR011008	NA	NA	PF07110	NA	SSF54909	G3DSA:3.30.70.100	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB37754.1	mobidb-lite	IPR011990	GO:0005515	NA	PF08238	NA	SSF81901	G3DSA:1.25.40.10	PS50293;PS50005	NA	SM00671	NA	NA	NA	NA	NA	NA
OPB38389.1	NA	IPR035647	GO:0003924;GO:0005525	NA	PF00679;PF14492;PF00009	NA	SSF54980;SSF50447;SSF52540	G3DSA:2.40.30.10;G3DSA:3.30.70.870;G3DSA:3.40.50.300	PS51722	cd03713	SM00838	TIGR00231	PR00315	PS00301	NA	NA	NA
OPB39574.1	NA	IPR000890	GO:0016301;GO:0016310;GO:0016774;GO:0006082	KEGG: 00430+2.7.2.1|KEGG: 00620+2.7.2.1|KEGG: 00640+2.7.2.1|KEGG: 00680+2.7.2.1|KEGG: 00720+2.7.2.1|MetaCyc: PWY-5482|MetaCyc: PWY-5485|MetaCyc: PWY-5497|MetaCyc: PWY-8015	PF00871	NA	SSF53067	G3DSA:3.30.420.40	NA	NA	NA	TIGR00016	PR00471	PS01076;PS01075	PIRSF000722	NA	MF_00020
OPB40995.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB45991.1	NA	IPR000571	GO:0046872	NA	PF00642;PF01485	NA	SSF90229;SSF57850	G3DSA:3.30.40.10;G3DSA:4.10.1000.10	PS50103;PS51873	NA	SM00356	NA	NA	NA	NA	NA	NA
OPB41106.1	mobidb-lite	IPR000719	GO:0004672;GO:0005524;GO:0006468	NA	PF00069	NA	SSF56112	G3DSA:1.10.510.10	PS50011	cd00180	SM00220	NA	NA	NA	NA	NA	NA
OPB43720.1	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB40601.1	NA	IPR036047	GO:0005515	NA	PF12937	NA	SSF81383	G3DSA:1.20.1280.50	PS50181	NA	SM00256	NA	NA	NA	NA	NA	NA
OPB39133.1	mobidb-lite	IPR037457	GO:0016603;GO:0004177;GO:0006508	MetaCyc: PWY-7942	PF04389;PF02225	NA	SSF53187;SSF52025	G3DSA:3.40.630.10;G3DSA:3.50.30.30	NA	cd03880;cd02130;cd03876	NA	NA	NA	NA	NA	NA	NA
OPB36270.1	NA	IPR016163	GO:0016491;GO:0016620;GO:0055114	NA	PF00171	NA	SSF53720	G3DSA:3.40.309.10;G3DSA:3.40.605.10	NA	cd07102	NA	NA	NA	PS00687;PS00070	NA	NA	NA
OPB41966.1	NA	IPR016135		Reactome: R-HSA-983168	PF00179	NA	SSF54495	G3DSA:3.10.110.10	PS50127	NA	SM00212	NA	NA	NA	NA	NA	NA
OPB37230.1	mobidb-lite	IPR041499		Reactome: R-HSA-749476|Reactome: R-HSA-76061|Reactome: R-HSA-76066	PF17682;PF09734	NA	NA	G3DSA:3.30.200.160	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB45308.1	mobidb-lite	IPR006214	NA	NA	PF01027	NA	NA	NA	NA	cd10429	NA	NA	NA	NA	NA	NA	NA
OPB38948.1	NA	IPR027409	GO:0005524;GO:0006457;GO:0051082	Reactome: R-HSA-389957|Reactome: R-HSA-389960|Reactome: R-HSA-390450|Reactome: R-HSA-390471|Reactome: R-HSA-6814122	PF00118	NA	SSF48592;SSF54849;SSF52029	G3DSA:3.50.7.10;G3DSA:3.30.260.10;G3DSA:1.10.560.10	NA	cd03337	NA	TIGR02344	PR00304	PS00751;PS00750;PS00995	NA	NA	NA
OPB43145.1	NA	IPR018565	GO:0000776	NA	PF09447	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB43449.1	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB46526.1	NA	IPR036291		Reactome: R-HSA-70635	PF05368	NA	SSF51735	G3DSA:3.40.50.720;G3DSA:3.90.25.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB47013.1	mobidb-lite	IPR014001	GO:0005524	NA	PF00271;PF00176	NA	SSF52540	G3DSA:3.40.50.10810;G3DSA:3.40.50.300	PS51192;PS51194;PS51204	cd18003;cd18793	SM00487;SM00490	NA	NA	PS00690	NA	NA	NA
OPB36418.1	mobidb-lite	IPR021013	GO:0070072	NA	PF11712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB38635.1	mobidb-lite	IPR004152	GO:0006886	NA	PF03127	Coil	SSF89009;SSF48464	G3DSA:1.25.40.90	PS50909;PS50179	cd16980;cd12930	NA	NA	NA	NA	NA	NA	NA
OPB40911.1	NA	IPR012132	GO:0016614;GO:0050660;GO:0055114	Reactome: R-HSA-6798163	PF05199;PF00732	NA	SSF54373;SSF51905	G3DSA:3.30.560.10;G3DSA:3.50.50.60	NA	NA	NA	NA	NA	PS00623	PIRSF000137	NA	NA
OPB41561.1	NA	IPR029058	NA	NA	PF10340	NA	SSF53474	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB37343.1	mobidb-lite	IPR006575	GO:0005515;GO:0004672;GO:0005524;GO:0006468;GO:0000077;GO:0004694;GO:0010998	KEGG: 04150+2.7.11.1|KEGG: 04151+2.7.11.1|KEGG: 04714+2.7.11.1|KEGG: 04926+2.7.11.1|KEGG: 05163+2.7.11.1|KEGG: 05165+2.7.11.1|KEGG: 05170+2.7.11.1	PF05773;PF13393;PF00069;PF12745	Coil	SSF54495;SSF55681;SSF56112	G3DSA:3.40.50.800;G3DSA:3.30.930.10;G3DSA:1.10.510.10;G3DSA:3.10.110.10;G3DSA:3.30.200.20	PS50011;PS50908	cd14012;cd14046	SM00220;SM00591	NA	NA	PS00108;PS00107	PIRSF000660	NA	NA
OPB40030.1	NA	IPR000073	GO:0004061;GO:0019441	KEGG: 00380+3.5.1.9|KEGG: 00630+3.5.1.9|MetaCyc: PWY-5651|MetaCyc: PWY-6309|MetaCyc: PWY-7717|MetaCyc: PWY-7733|MetaCyc: PWY-7734|MetaCyc: PWY-7765|Reactome: R-HSA-71240	PF12697	NA	SSF53474	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	MF_03014
OPB40249.1	NA	IPR007364	GO:0008168	NA	PF04252	NA	NA	NA	NA	cd18090	NA	NA	NA	NA	NA	NA	NA
OPB41282.1	NA	IPR002110	GO:0005515	NA	PF00400	NA	SSF50978;SSF48403	G3DSA:2.130.10.10;G3DSA:1.25.40.20	PS50088;PS50297	NA	SM00320;SM00248	NA	NA	NA	NA	NA	NA
OPB37601.1	NA	IPR033753	GO:0005960;GO:0019464	Reactome: R-HSA-389661|Reactome: R-HSA-6783984	PF01597	NA	SSF51230	G3DSA:2.40.50.100	PS50968	cd06848	NA	TIGR00527	NA	NA	NA	NA	NA
OPB44683.1	NA	IPR009486	GO:0055085;GO:0003824;GO:0009116	NA	PF06516	NA	NA	G3DSA:3.40.50.1580	NA	NA	NA	NA	NA	NA	PIRSF013171	NA	NA
OPB41624.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB42776.1	NA	NA	NA	NA	NA	NA	NA	G3DSA:2.60.120.200	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB43035.1	NA	IPR004552	GO:0003841;GO:0008654;GO:0016020;GO:0016746	KEGG: 00561+2.3.1.51|KEGG: 00564+2.3.1.51|MetaCyc: PWY-5667|MetaCyc: PWY-5981|MetaCyc: PWY-6453|MetaCyc: PWY-7411|MetaCyc: PWY-7417|MetaCyc: PWY-7587|MetaCyc: PWY-7589|MetaCyc: PWY-7782|MetaCyc: PWY-8051|MetaCyc: PWY-8053|MetaCyc: PWY-8055|Reactome: R-HSA-1483166	PF01553	NA	SSF69593	NA	NA	cd07989	SM00563	TIGR00530	NA	NA	NA	NA	NA
OPB44975.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB45951.1	mobidb-lite	IPR030379	GO:0005525	NA	PF00735	NA	SSF52540	G3DSA:3.40.50.300	PS51719	NA	NA	NA	NA	NA	NA	NA	NA
OPB39962.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB39467.1	mobidb-lite	IPR006760		Reactome: R-HSA-2465910	PF04667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB39668.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB46064.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB42228.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB44305.1	mobidb-lite	IPR031315		KEGG: 00561+3.1.3.4|KEGG: 00564+3.1.3.4|KEGG: 00565+3.1.3.4|KEGG: 00600+3.1.3.4|MetaCyc: PWY-6453|MetaCyc: PWY-7782|MetaCyc: PWY-8051|MetaCyc: PWY-8052|MetaCyc: PWY-8053|MetaCyc: PWY-8055|Reactome: R-HSA-1483191|Reactome: R-HSA-1483213|Reactome: R-HSA-4419969|Reactome: R-HSA-75109	PF04571;PF08235	Coil	SSF56784	NA	NA	NA	SM00775	NA	NA	NA	NA	NA	NA
OPB45815.1	NA	IPR036259	GO:0055085	NA	PF07690	NA	SSF103473	G3DSA:1.20.1250.20	PS50850	cd17327	NA	NA	NA	NA	NA	NA	NA
