Gene	interpro	GO	SUPERFAMILY	SMART	MobiDBLite	Gene3D	ProSiteProfiles	Pfam	PATHWAY	ProSitePatterns	PRINTS	CDD	PIRSF	Coils	TIGRFAM	Hamap	SFLD
KKO98689.1	IPR001650	GO:0003676;GO:0005524	SSF52540	SM00490;SM00487	mobidb-lite	G3DSA:3.40.50.300	PS51192;PS51195;PS51194	PF00270;PF00271	NA	PS00039	NA	cd18787;cd17956	NA	Coil	NA	NA	NA
KKP00464.1	IPR002300	GO:0000166;GO:0004812;GO:0005524;GO:0006418;GO:0002161;GO:0004823;GO:0006429	SSF52374;SSF47323;SSF50677	NA	NA	G3DSA:1.10.730.10;G3DSA:3.90.740.10;G3DSA:3.10.330.110;G3DSA:3.40.50.620	NA	PF00133;PF13603;PF08264;PF09334	KEGG: 00970+6.1.1.4|Reactome: R-HSA-379726	PS00178	PR00985	cd00812	NA	Coil	TIGR00396	MF_00049_B	NA
KKP06312.1	IPR035994	GO:0003824;GO:0009116	SSF53167	NA	mobidb-lite	NA	NA	PF01048	NA	NA	NA	cd09008	NA	NA	NA	NA	NA
KKP03094.1	IPR023753	GO:0016491;GO:0055114	SSF51905	NA	mobidb-lite	G3DSA:3.50.50.100	NA	PF07992	NA	NA	PR00368	NA	NA	NA	NA	NA	NA
KKP02062.1	IPR021765	GO:0043386	NA	NA	NA	NA	NA	PF11807	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO97112.1	IPR005123	GO:0016491;GO:0055114	SSF51197	NA	NA	G3DSA:2.60.120.330	PS51471	PF14226;PF03171	NA	NA	PR00682	NA	NA	NA	NA	NA	NA
KKP00181.1	IPR036259	GO:0055085	SSF103473	NA	mobidb-lite	G3DSA:1.20.1250.20	PS50850	PF07690	NA	NA	NA	cd17502	NA	NA	NA	NA	NA
KKP00093.1	IPR006845		NA	NA	NA	NA	NA	PF04757	Reactome: R-HSA-8866654|Reactome: R-HSA-9033241	NA	NA	cd16526	NA	NA	NA	NA	NA
KKP07523.1	NA	NA	NA	NA	NA	NA	NA	PF02466	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO98749.1	IPR009057	GO:0003677;GO:0005515	SSF46689	NA	mobidb-lite	G3DSA:1.10.10.780	PS50934	PF04433	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP01345.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO99827.1	IPR018027	GO:0016884;GO:0003824;GO:0016874	SSF55931	SM00845	mobidb-lite	G3DSA:1.10.150.380	NA	PF02637;PF02934	NA	PS01234	NA	NA	NA	NA	TIGR00133	MF_00121	NA
KKP05512.1	IPR036853	GO:0003735;GO:0005840;GO:0006412	SSF50193	SM01374	NA	G3DSA:2.40.150.20	NA	PF00238	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PS00049	NA	NA	NA	NA	NA	MF_01367	NA
KKP00979.1	IPR012317	GO:0003950	SSF56399;SSF54495	SM00212	mobidb-lite	G3DSA:3.10.110.10	PS50127	PF00644;PF00179	Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA	NA
KKP00713.1	IPR036259	NA	SSF103473	NA	NA	NA	NA	NA	NA	NA	NA	cd17330	NA	NA	NA	NA	NA
KKO97767.1	IPR006196	GO:0003723;GO:0003743;GO:0006413	SSF50249	SM00652	mobidb-lite	G3DSA:2.40.50.140	NA	PF01176	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO97507.1	IPR001155	GO:0010181;GO:0016491;GO:0055114;GO:0003824	SSF51395	NA	NA	G3DSA:3.20.20.70	NA	PF00724	NA	NA	NA	cd02932	NA	NA	NA	NA	NA
KKO96889.1	IPR009000	GO:0003735;GO:0005840;GO:0006412	SSF50447	NA	mobidb-lite	G3DSA:2.40.10.190	NA	PF01247	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PS01105	NA	NA	NA	NA	NA	MF_00573	NA
KKP02977.1	IPR003593	GO:0005524;GO:0016887;GO:0016021;GO:0042626;GO:0055085	SSF52540;SSF90123	SM00382	mobidb-lite	G3DSA:3.40.50.300;G3DSA:1.20.1560.10	PS50893;PS50929	PF00005;PF00664	NA	PS00211	NA	cd03250;cd18579;cd18580	NA	NA	NA	NA	NA
KKO99930.1	IPR004649	GO:0004523;GO:0016070;GO:0003676	SSF53098	NA	mobidb-lite	G3DSA:1.10.10.460;G3DSA:3.30.420.10	NA	PF01351	NA	NA	NA	cd07181	NA	NA	TIGR00729	NA	NA
KKP04756.1	IPR007849	NA	NA	NA	NA	NA	NA	PF05176	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP05200.1	IPR018083	GO:0016628;GO:0055114;GO:0016020;GO:0016126	NA	NA	mobidb-lite	NA	NA	PF01222	NA	PS01017	NA	NA	NA	NA	NA	NA	NA
KKP04613.1	IPR031349	NA	NA	NA	mobidb-lite	NA	NA	PF17110	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO98143.1	IPR035959		SSF55298	NA	NA	G3DSA:3.30.1330.40	NA	PF01042	Reactome: R-HSA-8849175	PS01094	NA	cd00448	NA	NA	TIGR00004	NA	NA
KKP07782.1	IPR019380		NA	NA	mobidb-lite	NA	NA	PF10252	Reactome: R-HSA-6798695	NA	NA	NA	NA	Coil	NA	NA	NA
KKP00962.1	IPR011527	GO:0005524;GO:0016021;GO:0042626;GO:0055085;GO:0016887	SSF52540;SSF90123	SM00382	NA	G3DSA:1.20.1560.10;G3DSA:3.40.50.300	PS50893;PS50929	PF00664;PF00005	NA	PS00211	NA	cd18580;cd18579;cd03250	NA	NA	NA	NA	NA
KKP03614.1	IPR002347	GO:0016491	SSF51735	SM00822	NA	G3DSA:3.40.50.720	NA	PF00106	NA	PS00061	PR00081	NA	NA	NA	NA	NA	NA
KKP04520.1	IPR038765	GO:0004843;GO:0006511	SSF54001	NA	NA	G3DSA:3.40.532.10	NA	PF01088	Reactome: R-HSA-5689603	NA	PR00707	cd09616	NA	NA	NA	NA	NA
KKO98228.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	PR01217	NA	NA	NA	NA	NA	NA
KKP07156.1	IPR035994	GO:0003824;GO:0009116;GO:0005515	SSF53167;SSF48403	NA	NA	G3DSA:1.25.40.20;G3DSA:3.40.50.300	PS50297;PS50088	PF12796;PF01048	NA	NA	NA	cd09008	NA	NA	NA	NA	NA
KKO96455.1	IPR029044	NA	SSF53448	NA	NA	G3DSA:3.90.550.10	NA	PF03452	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP07640.1	IPR011004	GO:0031177;GO:0003824	SSF51161;SSF47336;SSF56801	SM00823	mobidb-lite	G3DSA:2.160.10.10;G3DSA:1.10.1200.10;G3DSA:3.40.50.12780;G3DSA:3.30.300.30	PS50075	PF00550;PF00501	Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105|Reactome: R-HSA-9029558	NA	NA	cd05926	NA	NA	NA	NA	NA
KKP00244.1	IPR041988	NA	SSF50104	NA	mobidb-lite	G3DSA:2.30.30.30	NA	NA	NA	NA	NA	cd06089	NA	Coil	NA	NA	NA
KKP05587.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	cd14688	NA	NA	NA	NA	NA
KKP06149.1	IPR036291	NA	SSF51735	NA	NA	G3DSA:3.40.50.720	NA	PF00106	NA	NA	PR00081	NA	NA	NA	NA	NA	NA
KKP02436.1	IPR032710	NA	SSF54427	NA	NA	G3DSA:3.10.450.50	NA	PF07080	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO96682.1	IPR036075	NA	SSF111321	NA	NA	G3DSA:1.20.930.60	NA	PF01937	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP02387.1	IPR003146	GO:0004180;GO:0006508;GO:0004181;GO:0008270	SSF54897;SSF53187	SM00631	NA	G3DSA:2.120.10.30;G3DSA:3.30.70.340;G3DSA:3.40.630.10	NA	PF02244;PF00246	NA	PS00132	PR00765	cd03860	NA	NA	NA	NA	NA
KKP01731.1	IPR036291	NA	SSF51735	NA	NA	G3DSA:3.40.50.720	NA	PF00106	NA	NA	PR00080;PR00081	cd05374	NA	NA	NA	NA	NA
KKP06735.1	IPR040451	NA	NA	NA	mobidb-lite	G3DSA:2.70.98.30	NA	PF03639;PF17652	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO97259.1	IPR016024	GO:0006886;GO:0008536	SSF48371	SM00913	mobidb-lite	G3DSA:1.25.10.10	PS50166	PF13513;PF03810	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP01897.1	IPR001128	GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0005525	SSF52540;SSF48264	NA	mobidb-lite	G3DSA:3.40.50.300;G3DSA:1.10.630.10	NA	PF00067;PF01926	NA	PS00086	PR00385;PR00463	cd00882	NA	Coil	NA	NA	NA
KKP03959.1	IPR029058	NA	SSF53474	NA	NA	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP01536.1	IPR036291	NA	SSF51735	NA	NA	G3DSA:3.40.50.720;G3DSA:3.90.180.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP03742.1	IPR002347	NA	SSF51735	NA	NA	G3DSA:3.40.50.720	NA	PF00106	NA	NA	PR00081;PR00080	NA	NA	Coil	NA	NA	NA
KKP03459.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA
KKP04730.1	IPR021891	GO:0003964;GO:0003677;GO:0003721	SSF56672	SM00975	mobidb-lite	NA	PS50878	PF12009;PF00078	Reactome: R-HSA-171319|Reactome: R-HSA-201722	NA	PR01365	cd01648	NA	NA	NA	NA	NA
KKP07664.1	IPR010730	NA	NA	NA	mobidb-lite	NA	NA	PF06985	NA	NA	NA	NA	NA	Coil	NA	NA	NA
KKO96675.1	IPR036259	GO:0016021;GO:0022857;GO:0055085	SSF103473	NA	NA	G3DSA:1.20.1250.20	PS50850	PF00083	NA	NA	NA	cd17356	NA	NA	NA	NA	NA
KKO98177.1	IPR022024	NA	NA	NA	mobidb-lite	NA	NA	PF12223	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP04414.1	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270	NA	SM00906	NA	NA	NA	PF04082	NA	NA	NA	cd12148	NA	NA	NA	NA	NA
KKO96701.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO98958.1	IPR019446	NA	NA	NA	mobidb-lite	NA	NA	PF10354	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP05110.1	IPR015324	GO:0006412;GO:0008168	SSF53335	NA	mobidb-lite	NA	NA	PF09243	NA	NA	NA	NA	PIRSF007797	Coil	NA	NA	NA
KKO99168.1	IPR011430		SSF48371	NA	mobidb-lite	NA	NA	PF07539	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	NA	NA
KKP00638.1	IPR008979	NA	NA	NA	mobidb-lite	G3DSA:2.60.120.260	PS51469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP07040.1	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270	NA	SM00906	mobidb-lite	NA	NA	PF04082	NA	NA	NA	cd12148	NA	NA	NA	NA	NA
KKP06194.1	IPR013658	NA	SSF63829	NA	NA	G3DSA:2.120.10.30	NA	PF08450	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO97338.1	IPR002347	NA	SSF51735	NA	NA	G3DSA:3.40.50.720	NA	PF00106	NA	NA	PR00081	NA	NA	NA	NA	NA	NA
KKP01394.1	IPR026705	NA	NA	NA	mobidb-lite	NA	NA	PF12722	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO99859.1	IPR029058	NA	SSF53474	NA	NA	G3DSA:3.40.50.1820;G3DSA:1.10.10.800	NA	PF12146	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP07300.1	IPR027417	NA	SSF52540	NA	mobidb-lite	G3DSA:3.40.50.300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO98947.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA
KKP01599.1	IPR001199	NA	SSF55856	SM01117	mobidb-lite	G3DSA:3.10.120.10	PS50255	PF00173	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO99819.1	IPR010318	GO:0016787	SSF160991;SSF53067	NA	mobidb-lite	G3DSA:3.30.420.40;G3DSA:3.40.1610.10	NA	PF06032;PF05378;PF01968	Reactome: R-HSA-174403|Reactome: R-HSA-5578998	NA	NA	NA	NA	NA	NA	NA	NA
KKP01591.1	IPR016069	GO:0043565	SSF74784	NA	mobidb-lite	G3DSA:1.20.58.200;G3DSA:1.20.58.190	NA	PF01997	Reactome: R-HSA-426486	NA	NA	cd14820	NA	NA	NA	NA	NA
KKP04442.1	IPR027417	NA	SSF52540	NA	mobidb-lite	G3DSA:3.40.50.300	NA	NA	NA	NA	NA	cd00882	NA	NA	NA	NA	NA
KKO98025.1	IPR003661	GO:0000155;GO:0007165	SSF47384	NA	NA	G3DSA:1.10.287.130	NA	PF00512	NA	NA	NA	cd00082	NA	Coil	NA	NA	NA
KKO99742.1	IPR008952	GO:0016021	SSF48652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP04067.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO96882.1	IPR027417	NA	SSF52540	NA	NA	G3DSA:3.40.50.300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP05653.1	IPR000782	NA	SSF82153	NA	NA	G3DSA:2.30.180.10	PS50213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP07373.1	IPR036291	GO:0016491	SSF51735;SSF50129	SM00829	NA	G3DSA:3.90.180.10;G3DSA:3.40.50.720	NA	NA	NA	NA	NA	cd08249	NA	NA	NA	NA	NA
KKP02452.1	IPR016181	NA	SSF55729	NA	mobidb-lite	G3DSA:3.40.630.30	NA	NA	NA	NA	NA	cd04301	NA	NA	NA	NA	NA
KKP04617.1	IPR000898	GO:0020037;GO:0019441;GO:0046872	SSF140959	NA	mobidb-lite	G3DSA:1.20.58.480	NA	PF01231	Reactome: R-HSA-71240	PS00876	NA	NA	NA	NA	NA	NA	NA
KKO99962.1	IPR036249	GO:0005515	SSF47616;SSF52833	NA	NA	G3DSA:3.40.30.10;G3DSA:1.20.1050.10	PS50404;PS50405	PF13417	NA	NA	NA	cd00570	NA	NA	NA	NA	SFLDG00358;SFLDS00019
KKP04281.1	IPR008010	NA	NA	NA	mobidb-lite	NA	NA	PF05346	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO97276.1	IPR013087	GO:0003676	SSF57667	SM00355	NA	G3DSA:3.30.160.60	PS50157	PF00096	NA	PS00028	NA	NA	NA	NA	NA	NA	NA
KKO98939.1	IPR006571	NA	NA	SM00584	mobidb-lite	NA	NA	PF07534	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP02516.1	IPR029058	GO:0003824	SSF53474	NA	NA	G3DSA:3.40.50.1820	NA	PF00561	NA	NA	PR00412	NA	NA	NA	NA	NA	NA
KKP03409.1	IPR017986	GO:0005515	SSF50978	SM00320	mobidb-lite	G3DSA:2.130.10.10	PS50294;PS50082	PF00400	NA	PS00678	PR00320	cd00200	NA	NA	NA	NA	NA
KKO98237.1	IPR009716	GO:0005381;GO:0016021;GO:0034755	SSF103473	NA	NA	NA	NA	PF06963	Reactome: R-HSA-425410|Reactome: R-HSA-5619049|Reactome: R-HSA-5619060|Reactome: R-HSA-5655799|Reactome: R-HSA-917937	NA	NA	cd17480	NA	NA	NA	NA	NA
KKO96512.1	IPR019407	GO:0000049;GO:0002098;GO:0034227	SSF52402	NA	NA	G3DSA:3.40.50.620	NA	PF10288	Reactome: R-HSA-6782315	NA	NA	NA	NA	NA	NA	MF_03054	NA
KKP01041.1	IPR036291	NA	SSF51735	NA	NA	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO96845.1	IPR007400	NA	SSF54506	NA	NA	G3DSA:3.10.310.10	NA	PF04303	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP02298.1	IPR014445	GO:0003952;GO:0005524;GO:0009435;GO:0006807;GO:0004359;GO:0005737	SSF52402;SSF56317	NA	NA	G3DSA:3.40.50.620;G3DSA:3.60.110.10	PS50263	PF00795;PF02540	KEGG: 00760+6.3.5.1|MetaCyc: PWY-5381|MetaCyc: PWY-5653|MetaCyc: PWY-7761|Reactome: R-HSA-196807	NA	NA	cd07570	PIRSF006630	NA	TIGR00552	MF_02090	NA
KKP06506.1	IPR013087	GO:0003676	SSF57667	SM00355	NA	G3DSA:3.30.160.60	PS50157	PF00096	NA	PS00028	NA	NA	NA	NA	NA	NA	NA
KKP05156.1	IPR023175		NA	NA	mobidb-lite	G3DSA:1.25.40.270;G3DSA:1.20.5.420	NA	PF04652;PF18097	Reactome: R-HSA-162588|Reactome: R-HSA-917729	NA	NA	NA	NA	NA	NA	NA	NA
KKP05176.1	IPR008011	NA	NA	NA	mobidb-lite	NA	NA	PF05347	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO97391.1	IPR017853	GO:0008061;GO:0005975;GO:0004553	SSF51445;SSF54556	SM00636	NA	G3DSA:3.20.20.80;G3DSA:3.10.50.10	NA	PF00704	KEGG: 00520+3.2.1.14|MetaCyc: PWY-6855|MetaCyc: PWY-6902|MetaCyc: PWY-7822	PS01095	NA	cd02878	NA	NA	NA	NA	NA
KKO98429.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO98776.1	IPR005321		SSF56266	NA	NA	G3DSA:3.60.70.12	NA	PF03576	KEGG: 00220+2.3.1.35+2.3.1.1|MetaCyc: PWY-5154	NA	NA	cd02253	NA	Coil	NA	NA	NA
KKP01390.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA
KKP07569.1	IPR001680	GO:0005515;GO:0036265	SSF50978	SM00320	mobidb-lite	G3DSA:2.130.10.10	NA	NA	Reactome: R-HSA-6782315	NA	NA	NA	NA	NA	NA	MF_03056	NA
KKO99413.1	IPR027417	GO:0005524	SSF52540	SM00382	mobidb-lite	G3DSA:3.40.50.300	NA	PF00004	NA	NA	NA	cd00009	NA	NA	NA	NA	NA
KKP03916.1	IPR013130	GO:0016491;GO:0055114	SSF52343	NA	mobidb-lite	G3DSA:3.40.50.80	NA	PF01794;PF08030	NA	NA	NA	cd06186	NA	NA	NA	NA	SFLDS00052;SFLDG01168
KKP02713.1	IPR007810	GO:0005515;GO:0006886;GO:0016192	SSF75011	NA	NA	G3DSA:1.25.40.10	PS50236	PF05131	NA	NA	NA	cd16462	NA	Coil	NA	NA	NA
KKP05005.1	IPR002618	GO:0070569	SSF53448	NA	NA	G3DSA:3.90.550.10;G3DSA:3.40.1630.20	NA	PF01704	NA	NA	NA	cd04193	NA	NA	NA	NA	NA
KKO99738.1	IPR023296	GO:0004553;GO:0005975	SSF49899;SSF75005	NA	NA	G3DSA:2.115.10.20;G3DSA:2.60.120.200	NA	PF17851;PF04616	NA	NA	NA	cd09001	NA	NA	NA	NA	NA
KKP00489.1	IPR036188	NA	SSF51905	NA	NA	NA	NA	PF12831	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP06189.1	IPR008580	NA	NA	NA	mobidb-lite	NA	NA	PF05903	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO97683.1	IPR002110	GO:0005515;GO:0008270	SSF48403;SSF57850	SM00248;SM00291	mobidb-lite	G3DSA:1.25.40.20;G3DSA:3.30.60.90	PS50088;PS50135;PS50297	PF00023;PF00569;PF12796	NA	NA	PR01415	cd02249	NA	NA	NA	NA	NA
KKP05681.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	SSF57701	SM00066;SM00906	NA	G3DSA:4.10.240.10	PS50048	PF00172;PF04082	NA	PS00463	NA	cd00067;cd12148	NA	NA	NA	NA	NA
KKP02809.1	IPR027443	GO:0016491;GO:0055114	SSF51197	NA	mobidb-lite	G3DSA:2.60.120.330	PS51471	PF03171;PF14226	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP07794.1	IPR001466	NA	SSF56601	NA	NA	G3DSA:3.40.710.10	NA	PF00144	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO97860.1	IPR003960	GO:0005524	SSF52540	SM00382	mobidb-lite	G3DSA:3.40.50.300;G3DSA:1.10.8.60	NA	PF00004;PF17862	NA	PS00674	NA	cd00009	NA	NA	NA	NA	NA
KKO98941.1	IPR017905	GO:0016972;GO:0055114	SSF69000	NA	mobidb-lite	G3DSA:1.20.120.310	PS51324	PF04777	MetaCyc: PWY-7533	NA	NA	NA	NA	NA	NA	NA	NA
KKP07728.1	IPR017853	GO:0004553;GO:0005975	SSF51445	NA	NA	G3DSA:3.20.20.80	NA	PF18564;PF00150	NA	PS00659	NA	NA	NA	NA	NA	NA	NA
KKO98192.1	IPR001764	GO:0004553;GO:0005975	SSF51445;SSF55729	NA	NA	G3DSA:3.20.20.300;G3DSA:3.40.50.1700	NA	PF00933	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO96935.1	IPR003958	GO:0046982	SSF47113	NA	mobidb-lite	NA	NA	PF00808	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP05990.1	IPR025202	GO:0003824;GO:0004630;GO:0006654;GO:0048017	SSF56024	SM00155	mobidb-lite	G3DSA:3.30.870.10	PS50035	PF13091;PF00614	Reactome: R-HSA-1483148|Reactome: R-HSA-1483166	NA	NA	cd09138;cd09141	PIRSF009376	Coil	NA	NA	NA
KKP01863.1	IPR005045	GO:0016020	NA	NA	mobidb-lite	NA	NA	PF03381	NA	NA	NA	NA	PIRSF015840	NA	NA	NA	NA
KKP05039.1	IPR018823	NA	NA	NA	mobidb-lite	NA	NA	PF13515;PF10337	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP01741.1	IPR002372	GO:0005515	SSF50998	NA	NA	G3DSA:2.130.10.10	NA	PF13360;PF07774	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO98117.1	IPR036875	GO:0003676;GO:0008270	SSF57756	SM00343	mobidb-lite	G3DSA:4.10.60.10	PS50158	PF00098	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO99033.1	IPR001137	GO:0004553;GO:0005975	SSF49899	NA	NA	G3DSA:2.60.120.180	PS51761	PF00457	MetaCyc: PWY-6717|MetaCyc: PWY-6784	PS00776	PR00911	NA	NA	NA	NA	NA	NA
KKP04628.1	IPR002938	GO:0071949	SSF51905	NA	NA	G3DSA:3.50.50.60	NA	PF01494	NA	NA	PR00420	NA	NA	NA	NA	NA	NA
KKP03289.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cd12148	NA	Coil	NA	NA	NA
KKP04514.1	IPR013083	NA	SSF57850;SSF57903	SM00184;SM00249	mobidb-lite	G3DSA:3.30.40.10	PS50089;PS50016	PF13639;PF00628	NA	PS01359	NA	cd15545	NA	Coil	NA	NA	NA
KKO97663.1	IPR006153	GO:0006812;GO:0015299;GO:0016021;GO:0055085	NA	NA	NA	G3DSA:1.20.1530.20	NA	PF00999	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP07712.1	IPR000462	GO:0008654;GO:0016020;GO:0016780	NA	NA	mobidb-lite	G3DSA:1.20.120.1760	NA	PF01066	NA	PS00379	NA	NA	NA	NA	NA	NA	NA
KKP03413.1	IPR006195	GO:0004827;GO:0005524;GO:0005737;GO:0006433;GO:0000166;GO:0004812;GO:0006418	SSF52954;SSF55681	NA	NA	G3DSA:3.30.930.10;G3DSA:3.40.50.800	PS50862	PF03129;PF00587	KEGG: 00970+6.1.1.15|Reactome: R-HSA-379726	NA	PR01046	cd00779;cd00861	NA	NA	NA	NA	NA
KKP03908.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP06368.1	IPR036514	NA	SSF52266	NA	NA	G3DSA:3.40.50.1110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO96605.1	IPR011008	NA	SSF54909	NA	NA	NA	NA	NA	NA	NA	NA	cd12148	NA	NA	NA	NA	NA
KKO98146.1	IPR007135		NA	NA	NA	NA	NA	PF03987	Reactome: R-HSA-1632852	NA	NA	NA	NA	NA	NA	NA	NA
KKP02992.1	IPR001509	GO:0003824;GO:0050662	SSF51735	NA	NA	G3DSA:3.40.50.720	NA	PF01370	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO97817.1	IPR023210	GO:0016491;GO:0055114	SSF51430	NA	NA	G3DSA:3.20.20.100	NA	PF00248	NA	PS00062	PR00069	cd06660	NA	NA	NA	NA	NA
KKP04214.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA
KKP03791.1	IPR017972	GO:0016705;GO:0055114;GO:0005506;GO:0020037	SSF48264	NA	NA	G3DSA:1.10.630.10	NA	PF00067	NA	PS00086	PR00463	NA	NA	Coil	NA	NA	NA
KKP07784.1	IPR004165	GO:0008410;GO:0046952	SSF100950	SM00882	NA	G3DSA:3.40.1080.10	NA	PF01144	Reactome: R-HSA-77108	PS01274	NA	NA	PIRSF000858	NA	TIGR02428;TIGR02429	NA	NA
KKP01424.1	IPR010730	NA	NA	NA	NA	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP07601.1	IPR004788	GO:0004751;GO:0009052	SSF75445;SSF100950	NA	NA	G3DSA:3.40.50.1360;G3DSA:3.30.70.260	NA	PF06026	KEGG: 00030+5.3.1.6|KEGG: 00051+5.3.1.6|KEGG: 00710+5.3.1.6|MetaCyc: PWY-1861|MetaCyc: PWY-5723|Reactome: R-HSA-5659996|Reactome: R-HSA-6791461|Reactome: R-HSA-71336	NA	NA	cd01398	NA	NA	TIGR00021	NA	NA
KKP06503.1	IPR024512		NA	NA	NA	NA	NA	PF11779	Reactome: R-HSA-1660661	NA	NA	NA	NA	NA	NA	NA	NA
KKO97894.1	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SSF57701	SM00066	mobidb-lite	G3DSA:4.10.240.10	PS50048	PF00172	NA	PS00463	NA	cd00067	NA	NA	NA	NA	NA
KKP03384.1	IPR041412	GO:0003676;GO:0004527;GO:0008270;GO:0004534;GO:0005634;GO:0006139	NA	NA	mobidb-lite	G3DSA:3.40.50.12390;G3DSA:3.30.110.100	PS50158	PF17846;PF03159	Reactome: R-HSA-390471|Reactome: R-HSA-6791226	NA	NA	cd18673	PIRSF037239	Coil	NA	NA	NA
