Gene	interpro	GO	SMART	ProSiteProfiles	SUPERFAMILY	CDD	Gene3D	Pfam	MobiDBLite	PATHWAY	ProSitePatterns	Coils	PRINTS	TIGRFAM	PIRSF	SFLD	Hamap
PTB40717.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA
PTB44720.1	IPR036318	GO:0050660;GO:0016491;GO:0055114;GO:0071949	NA	PS51387	SSF56176	NA	G3DSA:3.30.465.40;G3DSA:3.30.465.10;G3DSA:3.40.462.20	PF01565;PF08031	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB36465.1	IPR036610	NA	NA	NA	SSF49777	cd00457	G3DSA:3.90.280.10	PF01161	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB35714.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA
PTB46554.1	IPR002110	GO:0005515	SM00248	PS50088;PS50297	SSF48403	NA	G3DSA:1.25.40.20	PF12796	NA	NA	NA	Coil	PR01415	NA	NA	NA	NA
PTB45686.1	IPR009571	GO:0005886	NA	NA	NA	NA	NA	PF06687	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB43549.1	IPR011333	NA	NA	NA	SSF54695	cd18314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB46891.1	IPR000608		SM00212	PS50127	SSF54495	cd00195	G3DSA:3.10.110.10	PF00179	NA	Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA
PTB45573.1	IPR017441	GO:0005524;GO:0004672;GO:0006468	SM00220	PS50011	SSF56112	NA	G3DSA:1.10.510.10	PF00069	mobidb-lite	NA	PS00107;PS00108	NA	NA	NA	NA	NA	NA
PTB37039.1	IPR000308		SM00101	NA	SSF48445	NA	G3DSA:1.20.190.20	PF00244	mobidb-lite	Reactome: R-HSA-111447|Reactome: R-HSA-1445148|Reactome: R-HSA-5625740|Reactome: R-HSA-5628897|Reactome: R-HSA-75035	PS00796	NA	PR00305	NA	PIRSF000868	NA	NA
PTB42199.1	IPR002347	NA	NA	NA	SSF51735	NA	G3DSA:3.40.50.720	PF00106	NA	NA	NA	NA	PR00081	NA	NA	NA	NA
PTB45060.1	IPR013087	GO:0003676;GO:0008270	SM00355;SM00451	PS50157	SSF57667	NA	G3DSA:3.30.160.60	PF12756	NA	NA	PS00028	NA	NA	NA	NA	NA	NA
PTB44120.1	IPR038584	GO:0003735;GO:0005840;GO:0006412	NA	NA	SSF57829	NA	G3DSA:2.20.28.120	PF00471	NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	NA	NA	TIGR01023	NA	NA	NA
PTB37491.1	NA	NA	NA	NA	NA	cd18234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB39950.1	IPR036291	GO:0003824;GO:0050662	NA	NA	SSF51735	cd05227	G3DSA:3.40.50.720	PF01370	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB44063.1	IPR003166	GO:0006367;GO:0005673	NA	PS51351	NA	cd07977	NA	PF02186;PF18121	mobidb-lite	Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-674695|Reactome: R-HSA-6807505|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-75953|Reactome: R-HSA-76042	NA	NA	NA	NA	PIRSF016398	NA	NA
PTB40182.1	IPR036398	GO:0004089;GO:0008270	SM01057	PS51144;PS51257	SSF51069	cd03124	G3DSA:3.10.200.10	PF00194	NA	KEGG: 00910+4.2.1.1|MetaCyc: PWY-241|MetaCyc: PWY-5743|MetaCyc: PWY-5744|MetaCyc: PWY-5789|MetaCyc: PWY-6142|MetaCyc: PWY-7115|MetaCyc: PWY-7117|Reactome: R-HSA-1475029	PS00162	NA	NA	NA	NA	NA	NA
PTB36347.1	IPR000909	GO:0006629;GO:0008081;GO:0004435;GO:0007165;GO:0035556	SM00149;SM00148	PS50007;PS50008	SSF49562;SSF51695	cd08598;cd00275	G3DSA:3.20.20.190;G3DSA:2.60.40.150	PF00388;PF00387	mobidb-lite	KEGG: 00562+3.1.4.11|KEGG: 04070+3.1.4.11|MetaCyc: PWY-6351|MetaCyc: PWY-6367|MetaCyc: PWY-7039|MetaCyc: PWY-8052|Reactome: R-HSA-1855204	NA	NA	PR00390	NA	NA	NA	NA
PTB42365.1	IPR016163	GO:0016491;GO:0016620;GO:0055114	NA	NA	SSF53720	NA	G3DSA:3.40.309.10	PF00171	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB44387.1	IPR033481	GO:0016020;GO:0032220;GO:0000753	NA	NA	NA	NA	NA	PF12351	NA	NA	NA	NA	NA	NA	PIRSF007138	NA	NA
PTB39010.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB44198.1	IPR036188	GO:0016491;GO:0055114	NA	NA	SSF51905	NA	G3DSA:3.50.50.60;G3DSA:3.30.9.10	PF01266	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB36842.1	IPR013083	GO:0046872	SM00184	PS50089	SSF57850	cd16536	G3DSA:3.30.40.10	PF00097	mobidb-lite	NA	PS00518	Coil	NA	NA	NA	NA	NA
PTB39376.1	IPR019357		NA	NA	NA	NA	G3DSA:1.20.5.170	PF10224	mobidb-lite	Reactome: R-HSA-6811440	NA	Coil	NA	NA	NA	NA	NA
PTB44604.1	IPR036259	GO:0016021;GO:0022857;GO:0055085;GO:0016020	NA	PS50850	SSF103473	cd17356	G3DSA:1.20.1250.20	PF00083	NA	Reactome: R-HSA-189200	PS00216;PS00217	NA	PR00171	NA	NA	NA	NA
PTB38829.1	IPR001576	GO:0004618;GO:0006096	NA	NA	SSF53748	cd00318	G3DSA:3.40.50.1260	PF00162	NA	KEGG: 00010+2.7.2.3|KEGG: 00710+2.7.2.3|MetaCyc: PWY-1042|MetaCyc: PWY-5484|MetaCyc: PWY-6886|MetaCyc: PWY-6901|MetaCyc: PWY-7003|MetaCyc: PWY-8004|Reactome: R-HSA-70171|Reactome: R-HSA-70263	NA	NA	PR00477	NA	PIRSF000724	NA	MF_00145
PTB40113.1	IPR001128	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	NA	SSF48264	NA	G3DSA:1.10.630.10	PF00067	NA	NA	NA	NA	PR00463;PR00385	NA	NA	NA	NA
PTB36248.1	IPR033747	GO:0006189;GO:0005524;GO:0004638;GO:0046872	SM01001	PS50975	SSF56059;SSF51246;SSF52255;SSF52440	NA	G3DSA:3.30.1490.20;G3DSA:3.40.50.20;G3DSA:3.30.470.20;G3DSA:3.40.50.7700	PF02222;PF00731;PF17769	NA	Reactome: R-HSA-73817	NA	Coil	NA	TIGR01162;TIGR01161	PIRSF001340	NA	MF_01929;MF_01928
PTB45758.1	IPR008278	GO:0000287;GO:0008897;GO:0006633	NA	NA	SSF56214	NA	NA	PF01648	NA	KEGG: 00770+2.7.8.7|MetaCyc: PWY-6012|MetaCyc: PWY-6012-1|MetaCyc: PWY-6289|Reactome: R-HSA-199220	NA	NA	NA	TIGR00556	NA	NA	NA
PTB40388.1	IPR017938	GO:0016491;GO:0055114	NA	PS51384	SSF63380	cd06186	G3DSA:3.40.50.80;G3DSA:2.40.30.10	PF08022;PF01794	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB43222.1	IPR014014	GO:0003676;GO:0005524	SM00487;SM00490	PS51195;PS51192;PS51194	SSF81296;SSF52540	cd18787;cd02859;cd17965	G3DSA:2.60.40.10;G3DSA:3.40.50.300	PF00270;PF00271	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA
PTB44445.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB42811.1	IPR009088	GO:0005672;GO:0006367	NA	NA	SSF50784;SSF47396	cd10145;cd10014	G3DSA:2.30.18.10;G3DSA:1.10.287.190	PF02751;PF02268	NA	Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-674695|Reactome: R-HSA-6807505|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-75953|Reactome: R-HSA-76042|Reactome: R-HSA-9018519	NA	NA	NA	NA	PIRSF009415	NA	NA
PTB34716.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA
PTB41976.1	IPR000331	GO:0005096;GO:0051056;GO:0043547	NA	PS50085	SSF48371;SSF111347	NA	G3DSA:3.40.50.11210	PF02145;PF03542;PF11864	mobidb-lite	Reactome: R-HSA-1632852|Reactome: R-HSA-165181|Reactome: R-HSA-198323|Reactome: R-HSA-380972|Reactome: R-HSA-5628897|Reactome: R-HSA-5674400|Reactome: R-HSA-8854214	NA	NA	NA	NA	NA	NA	NA
PTB43927.1	IPR031349	NA	NA	NA	NA	NA	NA	PF17110	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB36858.1	IPR022309	NA	NA	NA	NA	cd11381	G3DSA:2.40.10.310	PF01201	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB38070.1	IPR001753	GO:0003824	NA	NA	SSF52096	cd06558	G3DSA:3.90.226.10	PF00378	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB45977.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB46194.1	IPR006689	GO:0005525	SM00178;SM00175;SM00177	PS51417	SSF52540	NA	G3DSA:3.40.50.300	PF00025	NA	NA	NA	NA	PR00328	TIGR00231	NA	NA	NA
PTB37669.1	IPR003615	NA	NA	NA	NA	NA	NA	PF13391	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB34790.1	IPR014710	NA	NA	NA	SSF51182	NA	G3DSA:2.60.120.10	PF12973	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB44771.1	IPR008011	NA	NA	NA	NA	NA	NA	PF05347	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB44656.1	IPR002110	GO:0005515	SM00248	PS50088;PS50297	SSF48403	NA	G3DSA:1.25.40.20	PF12796	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB37004.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB41860.1	IPR002938	GO:0071949	NA	NA	SSF51905	NA	G3DSA:3.50.50.60	PF01494	NA	NA	NA	NA	PR00420	NA	NA	NA	NA
PTB36801.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB34827.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	SM00906;SM00066	PS50048	SSF57701	cd00067;cd12148	G3DSA:4.10.240.10	PF00172;PF04082	NA	NA	NA	Coil	NA	NA	NA	NA	NA
PTB42694.1	IPR042098	GO:0016491;GO:0055114	NA	NA	SSF51197	NA	G3DSA:3.60.130.10	PF02668	NA	Reactome: R-HSA-71262	NA	NA	NA	NA	NA	NA	NA
PTB37343.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB41271.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA
PTB43156.1	IPR011009	NA	SM01331	NA	SSF56112	NA	G3DSA:3.30.200.20;G3DSA:1.10.510.10	PF12330	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB41056.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB34873.1	IPR036866	NA	SM00849	NA	SSF56281	cd07739	G3DSA:3.60.15.10	PF00753	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB37065.1	IPR002347	NA	NA	NA	SSF51735	NA	G3DSA:3.40.50.720	PF00106	NA	NA	NA	NA	PR00080;PR00081	NA	NA	NA	NA
PTB43179.1	IPR009567	GO:0030176;GO:2001256	NA	NA	NA	NA	NA	PF06682	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB46929.1	IPR037756	GO:0061817;GO:0008289	SM00239	PS50004;PS51847	SSF49562	cd04040;cd04045;cd04052;cd04044	G3DSA:2.60.40.150	PF00168	mobidb-lite	NA	NA	NA	NA	NA	PIRSF037232	NA	NA
PTB35103.1	IPR022407	GO:0043546;GO:0055114;GO:0016491;GO:0030151;GO:0042128;GO:0020037	SM01117	PS51384;PS50255	SSF63380;SSF55856;SSF52343;SSF81296;SSF56524	cd06183	G3DSA:2.40.30.10;G3DSA:3.40.50.80;G3DSA:3.10.120.10;G3DSA:3.90.420.10;G3DSA:2.60.40.650	PF03404;PF00174;PF00175;PF00970;PF00173	mobidb-lite	Reactome: R-HSA-1237044	PS00559;PS00191	NA	PR00406;PR00371;PR00363;PR00407	NA	NA	NA	NA
PTB44439.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB41348.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB39521.1	IPR013785	GO:0003824;GO:0005975;GO:0016857;GO:0004750;GO:0006098	NA	NA	SSF51366	cd00429	G3DSA:3.20.20.70	PF00834	NA	KEGG: 00030+5.1.3.1|KEGG: 00040+5.1.3.1|KEGG: 00710+5.1.3.1|MetaCyc: PWY-1861|MetaCyc: PWY-5723|Reactome: R-HSA-71336	PS01085;PS01086	NA	NA	NA	PIRSF001461	NA	NA
PTB35307.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA
PTB39511.1	IPR010308	NA	SM01320	NA	NA	NA	NA	PF06011;PF14558	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB39560.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA
PTB38616.1	IPR009288	NA	NA	NA	SSF110857	cd06661	G3DSA:3.10.490.10	PF06094	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB41557.1	IPR011990	GO:0005515	NA	NA	SSF48452	NA	G3DSA:1.25.40.10	PF10373	mobidb-lite	Reactome: R-HSA-975957	NA	NA	NA	NA	NA	NA	NA
PTB36978.1	IPR008936	GO:0007165	SM00132;SM00324	PS50023;PS50238	SSF57716;SSF48350	cd09392;cd09391	G3DSA:1.10.555.10;G3DSA:2.10.110.10	PF00412;PF00620	mobidb-lite	Reactome: R-HSA-194840	PS00478	NA	NA	NA	NA	NA	NA
PTB44014.1	IPR036249	NA	NA	NA	SSF52833	NA	NA	PF06999	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA
PTB44967.1	IPR036259	GO:0055085	NA	PS50850	SSF103473	cd17476	G3DSA:1.20.1250.20	PF07690	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB43637.1	IPR036291	GO:0051287;GO:0055114;GO:0016616	NA	NA	SSF51735;SSF52283	cd12168	G3DSA:3.40.50.720	PF02826;PF00389	NA	NA	PS00670;PS00671;PS00065	NA	NA	NA	NA	NA	NA
PTB38698.1	IPR036291	NA	NA	NA	SSF51735	NA	G3DSA:3.40.50.720	PF13460	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB40711.1	IPR002889	NA	SM00321	PS51212	NA	NA	NA	PF01822	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB43337.1	IPR002035	NA	SM00327	PS50234	SSF53300	NA	G3DSA:3.40.50.410	PF00092	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB38991.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB42772.1	IPR005225	GO:0005525;GO:0003924	NA	PS51722	SSF52540;SSF52156;SSF50447	cd01887;cd03703	G3DSA:3.40.50.10050;G3DSA:3.40.50.300;G3DSA:2.40.30.10	PF11987;PF03144;PF00009	mobidb-lite	NA	NA	Coil	PR00315	TIGR00231	NA	NA	NA
PTB38321.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB42953.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB46374.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB36203.1	IPR023210	NA	NA	NA	SSF51430	cd06660	G3DSA:3.20.20.100	PF00248	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA
PTB41489.1	IPR029026	NA	NA	NA	SSF50249;SSF75217	cd18086	G3DSA:3.40.1280.10;G3DSA:2.40.50.140	PF02598	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB41267.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB45942.1	IPR042099	GO:0003824;GO:0031177	SM01294;SM00823	PS50075	SSF52777;SSF47336;SSF56801	cd05918	G3DSA:3.30.300.30;G3DSA:3.40.50.12780;G3DSA:3.30.559.10;G3DSA:1.10.1200.10;G3DSA:3.30.559.30	PF00668;PF00550;PF00501	NA	Reactome: R-HSA-389661	PS00012;PS00455	Coil	NA	TIGR01733	NA	NA	NA
PTB41066.1	IPR005545	NA	NA	NA	SSF54909	NA	G3DSA:3.30.70.1060	PF03795	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB44744.1	IPR006571	NA	SM00584	NA	NA	NA	NA	PF07534	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB44760.1	IPR018825	NA	NA	NA	NA	NA	NA	PF10348;PF10355	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB39364.1	IPR029058	NA	NA	NA	SSF53474	NA	G3DSA:3.40.50.1820	PF12697	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB36245.1	IPR036259	GO:0055085	NA	PS50850	SSF103473	cd17327	G3DSA:1.20.1250.20	PF07690	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB39730.1	IPR001719	GO:0003677;GO:0006281;GO:0008270	SM00518	PS51432	SSF51658	cd00019	G3DSA:3.20.20.150	PF01261	mobidb-lite	NA	PS00731;PS00730	NA	NA	TIGR00587	NA	NA	MF_00152
PTB35868.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	SM00906	PS50048	SSF57701	cd12148;cd00067	G3DSA:4.10.240.10	PF00172;PF04082	mobidb-lite	NA	PS00463	NA	NA	NA	NA	NA	NA
PTB36643.1	IPR036291	GO:0016491	NA	NA	SSF51735;SSF55347	NA	G3DSA:3.40.50.720;G3DSA:3.30.360.10	PF01408	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB37283.1	IPR036770	GO:0005515	SM00248	PS50088;PS50297	SSF48403	NA	G3DSA:1.25.40.20	PF12796;PF13606	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB39066.1	IPR007109	NA	SM00879	PS50833	SSF52954	NA	G3DSA:3.40.50.10480	PF04427	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB35862.1	IPR001128	GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0004497;GO:0016712	NA	NA	SSF48264	NA	G3DSA:1.10.630.10	PF00067	NA	Reactome: R-HSA-211981	PS00086	NA	PR00385;PR00464;PR01239	NA	NA	NA	NA
PTB42347.1	IPR027057	GO:0008233;GO:0071586;GO:0004222;GO:0006508;GO:0019905	NA	NA	NA	cd07343	G3DSA:3.30.2010.10	PF01435;PF09728;PF16491	mobidb-lite	KEGG: 00900+3.4.24.84	NA	Coil	NA	NA	NA	NA	NA
PTB37110.1	IPR002347	GO:0016491	NA	NA	SSF51735	cd05233	G3DSA:3.40.50.720	PF13561	NA	NA	PS00061	Coil	PR00081;PR00080	NA	NA	NA	NA
PTB39822.1	IPR006594	GO:0005515	SM00667;SM00668;SM00757	PS50896;PS50897	NA	NA	NA	PF08513;PF10607	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB44373.1	IPR036869	NA	NA	NA	SSF46565	NA	G3DSA:1.10.287.110	PF03656	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB36409.1	IPR011764	GO:0005524;GO:0046872	SM00878	PS50979;PS50968;PS50975	SSF52440;SSF56059;SSF51230;SSF51246	cd06850	G3DSA:2.40.50.100;G3DSA:3.30.470.130	PF02786;PF00364;PF02785;PF00289	NA	Reactome: R-HSA-196780|Reactome: R-HSA-3371599	PS00867	NA	NA	NA	NA	NA	NA
PTB39219.1	IPR002685	GO:0000030;GO:0006486;GO:0016020	NA	NA	SSF53448	NA	G3DSA:3.90.550.10	PF01793	NA	NA	NA	NA	NA	NA	PIRSF018153	NA	NA
PTB42383.1	IPR016161	GO:0016491;GO:0055114;GO:0009013;GO:0009450;GO:0016620	NA	NA	SSF53720	cd07103	G3DSA:3.40.309.10;G3DSA:3.40.605.10	PF00171	NA	Reactome: R-HSA-916853	PS00687	NA	NA	TIGR01780	NA	NA	NA
PTB44987.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB46550.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB35802.1	IPR005024	GO:0007034	NA	NA	NA	NA	NA	PF03357	NA	NA	NA	Coil	NA	NA	NA	NA	NA
PTB43370.1	IPR013219		NA	NA	NA	NA	NA	PF08293	NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	NA	NA	NA	NA	NA	NA
PTB40137.1	IPR021950	GO:0000124;GO:0003712	NA	NA	NA	NA	NA	PF12090	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA
PTB35835.1	IPR015424	GO:0003824;GO:0008483;GO:0030170	NA	NA	SSF53383	cd00610	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	PF00202	NA	NA	NA	Coil	NA	NA	PIRSF000521	NA	NA
PTB37312.1	IPR024652	GO:0016838	NA	NA	SSF48576	NA	G3DSA:1.10.600.10	PF06330	NA	KEGG: 00909+4.2.3.6|MetaCyc: PWY-7711	NA	NA	NA	NA	NA	NA	NA
PTB37153.1	IPR027417	NA	NA	NA	SSF52540	NA	G3DSA:3.40.50.300	PF17784	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB44223.1	IPR029070	GO:0005975;GO:0004553;GO:0008061	SM00636	NA	SSF54556;SSF51445	cd06548	G3DSA:3.20.20.80;G3DSA:3.10.50.10	PF00704	NA	KEGG: 00520+3.2.1.14|MetaCyc: PWY-6855|MetaCyc: PWY-6902|MetaCyc: PWY-7822	PS01095	NA	NA	NA	NA	NA	NA
PTB44983.1	IPR002347	GO:0016491	NA	NA	SSF51735	NA	G3DSA:3.40.50.720	PF13561	NA	NA	PS00061	NA	PR00080;PR00081	NA	NA	NA	NA
PTB42810.1	IPR002379	GO:0015078;GO:0033177;GO:1902600;GO:0033179	NA	NA	SSF81333	cd18178;cd18177	G3DSA:1.20.120.610	PF00137	NA	Reactome: R-HSA-1222556|Reactome: R-HSA-77387|Reactome: R-HSA-917977|Reactome: R-HSA-9639288|Reactome: R-HSA-983712	NA	NA	PR00122	NA	NA	NA	NA
PTB36286.1	IPR011701	GO:0055085	NA	PS50850	SSF103473	cd17323	G3DSA:1.20.1250.20	PF07690	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB36740.1	IPR036217	GO:0003824;GO:0006281;GO:0003908	NA	NA	SSF46767	cd06445	G3DSA:1.10.10.10	PF01035	mobidb-lite	Reactome: R-HSA-5657655	PS00374	NA	NA	TIGR00589	NA	NA	NA
PTB45797.1	IPR013087	GO:0003676;GO:0003677;GO:0006355	SM00355;SM00389	PS50071;PS50157	SSF46689	cd00086	G3DSA:1.10.10.60	PF05920;PF03221	mobidb-lite	NA	PS00028	NA	NA	NA	NA	NA	NA
PTB35470.1	IPR028124	NA	NA	NA	NA	NA	NA	PF15477	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA
PTB41898.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB39777.1	IPR036393	GO:0004042	NA	PS51731	NA	NA	G3DSA:3.40.1160.10;G3DSA:3.40.630.30	PF04768	NA	KEGG: 00220+2.3.1.1|MetaCyc: PWY-5154	NA	NA	NA	NA	PIRSF007892	NA	NA
PTB41100.1	IPR012936	NA	NA	NA	NA	NA	NA	PF07970;PF13850	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB38609.1	IPR021109	GO:0004190;GO:0006508	NA	PS51767	SSF50630	NA	G3DSA:2.40.70.10	PF00026	mobidb-lite	NA	NA	NA	PR00792	NA	NA	NA	NA
PTB36300.1	IPR000194	GO:0005524;GO:0046034;GO:1902600;GO:0015986;GO:0045261;GO:0046933	SM00382	NA	SSF50615;SSF47917;SSF52540	cd18110;cd18115;cd01133	G3DSA:2.40.10.170;G3DSA:3.40.50.300;G3DSA:1.10.1140.10	PF00006;PF02874	NA	KEGG: 00190+7.1.2.2|KEGG: 00195+7.1.2.2|MetaCyc: PWY-7980	PS00152	NA	NA	TIGR01039	PIRSF039072	NA	MF_01347
PTB41751.1	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	PS50048	SSF57701	cd00067	G3DSA:4.10.240.10	PF11951	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB43246.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB44267.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA
PTB35493.1	IPR001509	GO:0003824;GO:0050662	NA	NA	SSF51735	NA	G3DSA:3.40.50.720	PF01370	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB45365.1	IPR004000	NA	SM00268	NA	SSF53067	NA	G3DSA:3.30.420.40	PF00022	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB43058.1	IPR004827	GO:0003700;GO:0006355	SM00338	PS50217	SSF57959	cd14686	G3DSA:1.20.5.170	PF00170	NA	NA	NA	Coil	NA	NA	NA	NA	NA
PTB40570.1	IPR036052	GO:0006535	NA	NA	SSF53686	cd01561	G3DSA:3.40.50.1100	PF00291	NA	Reactome: R-HSA-1614603	PS00901	NA	NA	NA	NA	NA	NA
PTB36119.1	IPR036291	NA	NA	NA	SSF51735	NA	G3DSA:3.40.50.720;G3DSA:3.90.180.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB44170.1	IPR036396	GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0004497	NA	NA	SSF48264	NA	G3DSA:1.10.630.10	PF00067	NA	NA	NA	NA	PR00465	NA	NA	NA	NA
PTB34749.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB43098.1	IPR000008	GO:0004672;GO:0006468;GO:0005524;GO:0004674	SM00239;SM00133;SM00220	PS51285;PS50011	SSF49562;SSF56112	cd05586	G3DSA:1.10.510.10;G3DSA:3.30.200.20	PF00069;PF00433	mobidb-lite	NA	PS00108;PS00107	NA	NA	NA	NA	NA	NA
