Gene	MobiDBLite	interpro	SMART	GO	PRINTS	Gene3D	CDD	ProSitePatterns	ProSiteProfiles	SUPERFAMILY	Pfam	Coils	PIRSF	PATHWAY	Hamap	TIGRFAM	SFLD
EGR44489.1	mobidb-lite	IPR038535	NA		NA	G3DSA:1.25.40.840;G3DSA:1.25.40.790;G3DSA:1.25.40.800;G3DSA:1.25.40.180	NA	NA	NA	NA	PF12842;PF04054;PF16415;PF16418;PF16417	Coil	NA	Reactome: R-HSA-429947|Reactome: R-HSA-6804115	NA	NA	NA
EGR48673.1	mobidb-lite	IPR013719	SM01287	GO:0003677;GO:0005634	PR00887	G3DSA:2.30.29.150;G3DSA:2.30.29.220;G3DSA:2.30.29.30	cd13229;cd13231;cd13230	NA	NA	SSF50729	PF17292;PF03531;PF08512	Coil	NA	Reactome: R-HSA-112382|Reactome: R-HSA-167152|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-674695|Reactome: R-HSA-6796648|Reactome: R-HSA-6804756|Reactome: R-HSA-75955	NA	NA	NA
EGR48409.1	NA	IPR019318	NA	NA	NA	G3DSA:1.25.10.10	NA	NA	NA	SSF48371	PF10165	NA	NA	NA	NA	NA	NA
EGR53115.1	NA	IPR011059	NA	GO:0016810	NA	G3DSA:2.30.40.10;G3DSA:3.10.310.70;G3DSA:3.20.20.140	cd01300	NA	NA	SSF51338;SSF51556	PF07969	NA	NA	NA	NA	NA	NA
EGR51842.1	mobidb-lite	IPR002013	NA	GO:0042578	NA	NA	NA	NA	PS50275	NA	PF02383	NA	NA	NA	NA	NA	NA
EGR48184.1	mobidb-lite	IPR000719	SM00220	GO:0004672;GO:0005524;GO:0006468	NA	G3DSA:1.10.510.10	NA	PS00108	PS50011	SSF56112	PF00069	NA	NA	NA	NA	NA	NA
EGR44851.1	NA	IPR001650	SM00490;SM00535;SM00487	GO:0004525;GO:0006396;GO:0003677;GO:0005524;GO:0016787;GO:0016891	NA	G3DSA:3.40.50.300;G3DSA:1.10.1520.10;G3DSA:3.30.160.380	cd00593;cd18034;cd18802	PS00517	PS51192;PS51194;PS50142;PS51327	SSF52540;SSF69065	PF00636;PF04851;PF00271;PF03368	Coil	NA	Reactome: R-HSA-203927	NA	NA	NA
EGR46284.1	NA	IPR000757	NA	GO:0004553;GO:0005975	NA	G3DSA:2.60.120.200	cd02183	NA	PS51257;PS51762	SSF49899	PF00722	NA	NA	NA	NA	NA	NA
EGR44580.1	NA	IPR001128	NA	GO:0005506;GO:0016705;GO:0020037;GO:0055114	PR00385;PR00463	G3DSA:1.10.630.10	NA	PS00086	NA	SSF48264	PF00067	NA	NA	NA	NA	NA	NA
EGR50433.1	mobidb-lite	IPR013083	SM00064	GO:0046872	NA	G3DSA:3.30.40.10	NA	NA	NA	SSF57903;SSF57850	PF01363	NA	NA	NA	NA	NA	NA
EGR50071.1	NA	IPR029058	NA	NA	NA	G3DSA:3.40.50.1820	NA	NA	NA	SSF53474	PF12697	NA	NA	NA	NA	NA	NA
EGR46686.1	mobidb-lite	IPR029063	NA	GO:0008168;GO:0008171	NA	G3DSA:1.10.10.10;G3DSA:3.40.50.150	NA	NA	PS51683	SSF53335;SSF46785	PF00891	NA	NA	NA	NA	NA	NA
EGR52320.1	mobidb-lite	IPR001932	SM00332	GO:0003824	NA	NA	cd00143	NA	PS51746	SSF81606	PF00481	NA	NA	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16|KEGG: 05235+3.1.3.16	NA	NA	NA
EGR51688.1	NA	IPR004136	NA	GO:0018580;GO:0055114;GO:0003824	NA	G3DSA:3.20.20.70	cd04730	NA	NA	SSF51412	PF03060	NA	NA	NA	NA	NA	NA
EGR48661.1	NA	IPR013752	NA	GO:0016491;GO:0055114	NA	G3DSA:3.40.50.720;G3DSA:1.10.1040.10	NA	NA	NA	SSF48179	PF08546;PF02558	NA	NA	NA	NA	NA	NA
EGR51649.1	mobidb-lite	IPR001849	NA	NA	NA	NA	NA	NA	PS50003	NA	NA	NA	NA	NA	NA	NA	NA
EGR52959.1	mobidb-lite	IPR027417	SM00382	GO:0005524	NA	G3DSA:3.40.50.300	cd00009	NA	NA	SSF52540	PF00004	NA	NA	NA	NA	NA	NA
EGR51089.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR48471.1	mobidb-lite	IPR003593	SM00382	GO:0005524	NA	G3DSA:3.40.50.300	cd00009	NA	NA	SSF52540	PF00004	NA	NA	NA	NA	NA	NA
EGR45014.1	NA	IPR017981	NA	GO:0004888;GO:0007166;GO:0016021	NA	NA	cd13952	NA	PS50261	SSF81321	PF05462	NA	NA	NA	NA	NA	NA
EGR50551.1	mobidb-lite	IPR001719	SM00518	GO:0003677;GO:0006281;GO:0008270	NA	G3DSA:3.20.20.150	cd00019	PS00731;PS00730	PS51432	SSF51658	PF01261	Coil	NA	NA	MF_00152	TIGR00587	NA
EGR49416.1	mobidb-lite	IPR014001	SM00487;SM01178;SM00490	GO:0003676;GO:0005524	NA	G3DSA:3.40.50.300	cd17942;cd18787	PS00039	PS51192;PS51195;PS51194	SSF52540	PF13959;PF00270;PF00271	NA	NA	NA	NA	NA	NA
EGR48381.1	mobidb-lite	IPR005198	NA	GO:0003824	NA	NA	NA	NA	NA	SSF48208	PF03663	NA	NA	NA	NA	NA	NA
EGR51525.1	NA	IPR018108	NA	NA	NA	G3DSA:1.50.40.10	NA	NA	PS50920	SSF103506	PF00153	NA	NA	NA	NA	NA	NA
EGR44058.1	NA	IPR036908	NA	NA	NA	G3DSA:2.40.40.10	NA	NA	NA	SSF50685	PF07249	NA	NA	NA	NA	NA	NA
EGR46324.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR46878.1	NA	IPR005493	NA	NA	NA	G3DSA:3.50.30.100	cd16841	NA	NA	SSF89562	PF03737	NA	NA	NA	NA	NA	NA
EGR44730.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR46952.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR48902.1	NA	IPR011701	NA	GO:0055085	NA	G3DSA:1.20.1250.20	cd17352	NA	PS50850	SSF103473	PF07690	NA	NA	NA	NA	NA	NA
EGR50891.1	mobidb-lite	IPR036779	NA	NA	NA	G3DSA:3.10.350.10	cd00118	NA	NA	NA	PF01476	NA	NA	NA	NA	NA	NA
EGR53040.1	mobidb-lite	IPR007513	NA	NA	NA	NA	NA	NA	NA	NA	PF04419	Coil	NA	NA	NA	NA	NA
EGR52933.1	NA	IPR005123	NA	GO:0016491;GO:0055114	NA	G3DSA:2.60.120.330	NA	NA	PS51471	SSF51197	PF03171;PF14226	NA	NA	NA	NA	NA	NA
EGR47777.1	mobidb-lite	IPR037151	NA	GO:0016491;GO:0055114	NA	G3DSA:2.60.120.590	NA	NA	PS51471	SSF51197	PF13532	NA	NA	NA	NA	NA	NA
EGR52060.1	mobidb-lite	IPR000719	SM00220	GO:0004672;GO:0005524;GO:0006468	NA	G3DSA:1.10.510.10	cd14016	PS00108	PS50011	SSF56112	PF00069	NA	NA	NA	NA	NA	NA
EGR47367.1	NA	IPR023577	NA	GO:0006772;GO:0050333	NA	G3DSA:2.40.320.10	cd07758	NA	NA	SSF55154	PF01928	NA	NA	Reactome: R-HSA-196819	NA	NA	NA
EGR49609.1	mobidb-lite	IPR001708	NA	GO:0016021;GO:0032977	NA	NA	NA	NA	NA	NA	PF02096	Coil	NA	NA	NA	NA	NA
EGR45618.1	NA	IPR000898	NA	GO:0020037;GO:0019441;GO:0046872	NA	G3DSA:1.20.58.480	NA	NA	NA	SSF140959	PF01231	Coil	NA	Reactome: R-HSA-71240	NA	NA	NA
EGR51682.1	mobidb-lite	IPR011989	NA	NA	NA	G3DSA:1.25.10.10	cd13394	NA	NA	SSF48371	NA	NA	NA	NA	NA	NA	NA
EGR52892.1	mobidb-lite	IPR036259	NA	GO:0016021;GO:0022857;GO:0055085	NA	G3DSA:1.20.1250.20	cd17316	NA	PS50850	SSF103473	PF00083	NA	NA	NA	NA	NA	NA
EGR49181.1	mobidb-lite	IPR008040	NA	GO:0016787	NA	G3DSA:3.40.1610.10;G3DSA:3.30.420.40	NA	NA	NA	SSF53067;SSF160991	PF05378;PF01968;PF06032	NA	NA	Reactome: R-HSA-174403|Reactome: R-HSA-5578998	NA	NA	NA
EGR48937.1	NA	IPR040632	NA	NA	NA	G3DSA:3.40.50.300	NA	NA	NA	SSF52540	PF17784	NA	NA	NA	NA	NA	NA
EGR49031.1	mobidb-lite	IPR001611	SM00364;SM00369	GO:0005515	NA	G3DSA:3.80.10.10	NA	NA	PS51450	SSF52047	PF13855;PF13516;PF12799	NA	NA	NA	NA	NA	NA
EGR48170.1	mobidb-lite	IPR036236	NA	GO:0003676	NA	G3DSA:3.30.160.60	NA	NA	PS50157	SSF57667	NA	NA	NA	NA	NA	NA	NA
EGR44146.1	NA	IPR030400	SM00944	GO:0006508;GO:0004252;GO:0008236	NA	G3DSA:3.40.50.200	cd04056;cd11377	PS00138	PS51695	SSF54897;SSF52743	PF09286;PF00082	NA	NA	Reactome: R-HSA-381038	NA	NA	NA
EGR47729.1	NA	IPR000092	NA	GO:0008299	NA	G3DSA:1.10.600.10	cd00685	PS00723;PS00444	NA	SSF48576	PF00348	NA	NA	NA	NA	NA	SFLDS00005;SFLDG01017
EGR48638.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
EGR48653.1	mobidb-lite	IPR018247	SM00027	GO:0005515	NA	G3DSA:1.10.238.10	cd00052	PS00018	PS50031	SSF47473	NA	NA	NA	NA	NA	NA	NA
EGR53034.1	NA	IPR011701	NA	GO:0055085	NA	NA	cd17323	NA	NA	SSF103473	PF07690	NA	NA	NA	NA	NA	NA
EGR48971.1	mobidb-lite	IPR023394	SM00222	GO:0005086;GO:0032012	NA	G3DSA:1.10.1000.11;G3DSA:2.30.29.30	NA	NA	PS50190	SSF48425;SSF50729	PF15410;PF01369	Coil	NA	NA	NA	NA	NA
EGR46726.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR46219.1	NA	IPR018108	NA	NA	NA	G3DSA:1.50.40.10	NA	NA	PS50920	SSF103506	PF00153	NA	NA	NA	NA	NA	NA
EGR48734.1	mobidb-lite	IPR011990	NA	GO:0005515	NA	G3DSA:1.25.40.10	NA	NA	NA	SSF48452	PF08424	NA	NA	NA	NA	NA	NA
EGR50916.1	mobidb-lite	IPR001452	SM00326	GO:0005515	NA	G3DSA:2.30.30.40;G3DSA:3.30.60.90	NA	NA	PS50002	SSF57850;SSF50044	NA	NA	NA	NA	NA	NA	NA
EGR49311.1	mobidb-lite	IPR010117	NA	GO:0009058	PR00095	G3DSA:3.60.120.10;G3DSA:3.40.50.880	cd01743	NA	PS51273	SSF52317;SSF56322	PF00117;PF00425;PF04715	NA	NA	KEGG: 00790+2.6.1.85|MetaCyc: PWY-6543|MetaCyc: PWY-8032	NA	TIGR01823	NA
EGR49087.1	mobidb-lite	IPR007177	NA		NA	NA	NA	NA	NA	NA	PF04034;PF04068	Coil	NA	Reactome: R-HSA-6790901	MF_01116	NA	NA
EGR49865.1	mobidb-lite	IPR032800	SM01320	NA	NA	NA	NA	NA	NA	NA	PF06011;PF14558	NA	NA	NA	NA	NA	NA
EGR44618.1	NA	IPR002222	NA	GO:0003735;GO:0005840;GO:0006412	PR00975	G3DSA:3.30.860.10	NA	NA	NA	SSF54570	PF00203	NA	PIRSF002144	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	MF_00531	NA	NA
EGR45573.1	NA	IPR036400	SM01117	GO:0000104;GO:0055114	PR00363	G3DSA:3.10.120.10;G3DSA:3.50.50.60;G3DSA:3.90.700.10	NA	NA	PS50255	SSF55856;SSF56425;SSF51905	PF00173;PF00890	NA	NA	Reactome: R-HSA-611105|Reactome: R-HSA-71403	NA	TIGR01813	NA
EGR51966.1	NA	IPR005198	NA	GO:0003824	NA	G3DSA:1.50.10.20	NA	NA	NA	SSF48208	PF03663	NA	NA	NA	NA	NA	NA
EGR49570.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR44930.1	NA	IPR019402	NA	NA	NA	NA	NA	NA	NA	NA	PF10277	NA	NA	NA	NA	NA	NA
EGR50478.1	mobidb-lite	IPR001202	SM00456	GO:0005515	NA	G3DSA:2.20.70.10	cd00201;cd07389	PS01159	PS50020	SSF51045	PF00397;PF09423	NA	NA	NA	NA	NA	NA
EGR45270.1	NA	IPR018494	NA	NA	NA	G3DSA:1.20.120.1290;G3DSA:2.40.160.120	NA	PS01013	NA	SSF144000	PF01237	Coil	NA	NA	NA	NA	NA
EGR50262.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR51243.1	NA	IPR001910	NA	NA	NA	G3DSA:3.90.245.10	cd02651	NA	NA	SSF53590	PF01156	NA	NA	NA	NA	NA	NA
EGR52894.1	mobidb-lite	IPR025554	NA	NA	NA	NA	NA	NA	NA	NA	PF13600;PF13598	Coil	NA	NA	NA	TIGR02231	NA
EGR49143.1	NA	IPR016162	NA	GO:0016491;GO:0055114;GO:0016620	NA	G3DSA:3.40.605.10;G3DSA:3.40.309.10	cd07114	PS00070;PS00687	NA	SSF53720	PF00171	NA	NA	NA	NA	NA	NA
EGR49246.1	mobidb-lite	IPR025160	NA	GO:0005634	NA	NA	NA	NA	NA	NA	PF13339;PF08164	Coil	NA	Reactome: R-HSA-193648	NA	NA	NA
EGR44292.1	NA	IPR006264	NA	GO:0003866;GO:0009073;GO:0003855;GO:0003856;GO:0004764;GO:0004765;GO:0003824;GO:0016765;GO:0055114;GO:0005737	PR01100	G3DSA:3.40.50.1970;G3DSA:3.20.20.70;G3DSA:3.65.10.10;G3DSA:3.40.50.300;G3DSA:3.40.50.720;G3DSA:3.40.50.10860;G3DSA:1.20.1090.10	cd00464;cd00502;cd08195;cd01556;cd01065	PS00885;PS01028;PS01128;PS00104	NA	SSF51569;SSF56796;SSF55205;SSF52540;SSF53223;SSF51735	PF01487;PF00275;PF08501;PF01488;PF01202;PF01761	NA	PIRSF000514	KEGG: 00400+2.5.1.19|MetaCyc: PWY-6163	MF_00109;MF_03143;MF_00210	TIGR01356;TIGR01809;TIGR01357;TIGR01093	NA
EGR52511.1	mobidb-lite	IPR004400	NA	GO:0003924;GO:0006807;GO:0016151	NA	G3DSA:3.40.50.300	cd05540	NA	NA	SSF52540	PF02492	NA	PIRSF005624	NA	MF_01389	TIGR00101	NA
EGR51106.1	NA	IPR029753	NA	GO:0051287;GO:0055114;GO:0016616	NA	G3DSA:3.40.50.720	cd12183	PS00670;PS00671;PS00065	NA	SSF51735;SSF52283	PF02826;PF00389	NA	NA	NA	NA	NA	NA
EGR53129.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR48859.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR51159.1	NA	IPR037401	NA	NA	NA	G3DSA:3.10.450.50	NA	NA	NA	SSF54427	PF12680	NA	NA	NA	NA	NA	NA
EGR52877.1	NA	IPR029063	NA	GO:0008168	NA	G3DSA:3.40.50.150	cd02440	NA	NA	SSF53335	PF08241	NA	NA	NA	NA	NA	NA
EGR47843.1	mobidb-lite	IPR011545	SM00490;SM00487	GO:0003676;GO:0005524	NA	G3DSA:3.40.50.300	cd18025;cd18795	NA	PS51194;PS51192	SSF52540	PF00270;PF00271	NA	NA	NA	NA	NA	NA
EGR50099.1	mobidb-lite	IPR027417	SM00382	GO:0005524	NA	NA	cd00009	NA	NA	SSF52540	PF00004	NA	NA	NA	NA	NA	NA
EGR50581.1	mobidb-lite	NA	NA	NA	NA	G3DSA:1.20.5.170	cd14688	NA	NA	SSF57959	NA	Coil	NA	NA	NA	NA	NA
EGR45426.1	NA	IPR042095	NA		NA	G3DSA:3.90.1580.10;G3DSA:3.40.50.150	NA	NA	NA	SSF56436	PF10017;PF03781;PF12867	NA	NA	Reactome: R-HSA-1660662|Reactome: R-HSA-1663150	NA	TIGR03439	NA
EGR47795.1	mobidb-lite	IPR038322	NA	GO:0005777	NA	G3DSA:1.20.120.900	NA	NA	NA	NA	PF04614	NA	NA	Reactome: R-HSA-1369062|Reactome: R-HSA-9603798	NA	NA	NA
EGR51178.1	mobidb-lite	IPR031606	NA	GO:0005887;GO:0015079;GO:0071805	NA	NA	NA	NA	NA	NA	PF16944	NA	NA	NA	NA	NA	NA
EGR50759.1	mobidb-lite	IPR015943	NA	GO:0005515	NA	G3DSA:2.130.10.10	NA	NA	NA	SSF117289	NA	Coil	NA	NA	NA	NA	NA
EGR51212.1	NA	IPR036390	SM00753;SM00088	NA	NA	G3DSA:1.10.10.10	NA	NA	PS50250	SSF46785	PF01399	NA	NA	NA	NA	NA	NA
EGR49190.1	NA	IPR002129	NA	GO:0016831;GO:0019752;GO:0030170;GO:0003824	NA	G3DSA:3.90.1150.170;G3DSA:3.40.640.10	NA	NA	NA	SSF53383	PF00282	NA	NA	NA	NA	NA	NA
EGR51464.1	NA	IPR002656	NA	GO:0016747	NA	NA	NA	NA	NA	NA	PF01757	NA	NA	NA	NA	NA	NA
EGR52592.1	mobidb-lite	IPR025721	NA	GO:0003723	NA	G3DSA:2.40.50.100;G3DSA:2.40.50.140	cd05789	NA	NA	SSF110324;SSF54791;SSF50249	PF14382	NA	NA	Reactome: R-HSA-380994|Reactome: R-HSA-429958|Reactome: R-HSA-450385|Reactome: R-HSA-450513|Reactome: R-HSA-450604|Reactome: R-HSA-6791226	NA	NA	NA
EGR51502.1	mobidb-lite	IPR011009	NA	GO:0004672;GO:0006468	NA	G3DSA:1.10.510.10	NA	PS00109	NA	SSF56112	PF17667	Coil	NA	KEGG: 04150+2.7.11.1|KEGG: 04151+2.7.11.1|KEGG: 04714+2.7.11.1|KEGG: 04926+2.7.11.1|KEGG: 05163+2.7.11.1|KEGG: 05165+2.7.11.1|KEGG: 05170+2.7.11.1	NA	NA	NA
EGR44718.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR48252.1	NA	IPR005197	NA	GO:0016787	NA	G3DSA:3.20.20.80	cd11577	NA	NA	NA	PF03659	NA	NA	NA	NA	NA	NA
EGR52114.1	mobidb-lite	IPR000873	SM00823	GO:0003824;GO:0031177	NA	G3DSA:2.160.10.10;G3DSA:1.10.1200.10;G3DSA:3.30.300.30;G3DSA:3.40.50.12780	cd05926	NA	PS50075	SSF56801;SSF47336;SSF51161	PF00501;PF00550	NA	NA	Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105|Reactome: R-HSA-9029558	NA	NA	NA
EGR46631.1	mobidb-lite	IPR006693	NA	GO:0006629	NA	G3DSA:3.40.50.1820	NA	NA	NA	SSF53474	PF04083	NA	NA	Reactome: R-HSA-6809371	NA	NA	NA
EGR48487.1	mobidb-lite	IPR038271	NA	GO:0016020;GO:0022857;GO:0055085;GO:0016021	NA	G3DSA:1.10.4160.10	NA	NA	NA	NA	PF02133	NA	PIRSF002744	NA	NA	NA	NA
EGR51240.1	NA	IPR004307	NA	GO:0016021	NA	G3DSA:1.20.1260.100	cd15904	NA	NA	NA	PF03073	NA	PIRSF005859	NA	NA	NA	NA
EGR47062.1	mobidb-lite	IPR013087	NA	GO:0003676	NA	G3DSA:3.30.160.60	NA	PS00028	PS50157	SSF57667	NA	NA	NA	NA	NA	NA	NA
EGR45061.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
EGR47420.1	mobidb-lite	IPR028245	NA	NA	NA	G3DSA:1.20.1270.60	NA	NA	NA	NA	PF13805	Coil	NA	NA	NA	NA	NA
EGR44054.1	mobidb-lite	IPR029063	NA	NA	NA	G3DSA:3.40.50.150	cd02440	NA	NA	SSF53335	PF13489	NA	NA	NA	NA	NA	NA
EGR44458.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR47142.1	NA	IPR027443	NA	NA	NA	G3DSA:2.60.120.330	NA	NA	NA	SSF51197	NA	NA	NA	NA	NA	NA	NA
EGR46883.1	NA	IPR020683	SM00248	GO:0005515	NA	G3DSA:1.25.40.20	NA	NA	PS50297;PS50088	SSF48403	PF12796	Coil	NA	NA	NA	NA	NA
EGR44946.1	NA	IPR001509	NA	GO:0003824;GO:0050662	NA	G3DSA:3.40.50.720	NA	NA	NA	SSF51735	PF01370	NA	NA	NA	NA	NA	NA
EGR45589.1	NA	IPR002942	SM00363;SM01390	GO:0003723;GO:0019843	NA	G3DSA:3.10.290.10	cd00165	NA	PS50889	SSF55174	PF00163;PF01479	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA
EGR47555.1	mobidb-lite	IPR013253	SM01315;SM00787	NA	NA	NA	NA	NA	NA	NA	PF08317;PF15402;PF15577	Coil	NA	NA	NA	NA	NA
EGR44614.1	NA	IPR002629	NA	GO:0003871;GO:0008270;GO:0009086	NA	G3DSA:3.20.20.210	NA	NA	NA	SSF51726	PF01717	NA	NA	KEGG: 00270+2.1.1.14|KEGG: 00450+2.1.1.14|MetaCyc: PWY-5041|MetaCyc: PWY-6151|MetaCyc: PWY-6936|MetaCyc: PWY-702	NA	NA	NA
EGR47061.1	mobidb-lite	IPR020422	SM00195	GO:0006470;GO:0008138;GO:0016311	NA	G3DSA:3.90.190.10	cd14518	NA	PS50054	SSF52799	PF00782	NA	PIRSF000941	NA	NA	NA	NA
EGR49949.1	mobidb-lite	IPR035979	SM00360	GO:0003676	NA	G3DSA:3.30.70.330	cd12265	NA	PS50102	SSF54928	PF00076	NA	NA	NA	NA	NA	NA
EGR49751.1	NA	IPR014031	SM00826;SM00827;SM00829;SM00825;SM00823;SM00822	GO:0016491;GO:0016740;GO:0055114;GO:0031177;GO:0003824	NA	G3DSA:3.30.70.3290;G3DSA:3.10.129.110;G3DSA:3.90.180.10;G3DSA:3.40.50.720;G3DSA:1.10.1200.10;G3DSA:3.40.366.10;G3DSA:3.40.47.10	cd00833;cd05274;cd05195	PS00606;PS00012	PS50075;PS51257	SSF51735;SSF47336;SSF52151;SSF50129;SSF55048;SSF53901	PF02801;PF00550;PF14765;PF08659;PF00698;PF00107;PF08240;PF00109;PF16197	NA	NA	Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105|Reactome: R-HSA-9029558	NA	NA	NA
EGR46634.1	mobidb-lite	IPR001763	SM00450	GO:0003677	NA	G3DSA:3.40.250.10;G3DSA:1.10.10.60	cd00086	NA	PS50206;PS50071	SSF46689;SSF52821	PF00581;PF00046	NA	NA	NA	NA	NA	NA
EGR50240.1	mobidb-lite	IPR004837	NA	GO:0016021;GO:0055085	NA	G3DSA:1.20.58.1130;G3DSA:1.20.1420.30	NA	NA	NA	NA	PF01699	NA	NA	Reactome: R-HSA-425561	NA	NA	NA
EGR49305.1	NA	IPR001388	SM01270	GO:0016021;GO:0016192	NA	G3DSA:1.20.5.110;G3DSA:3.30.450.50	cd15866;cd14824	NA	PS50892;PS50859	SSF58038;SSF64356	PF00957;PF13774	NA	NA	Reactome: R-HSA-204005	NA	NA	NA
EGR49919.1	NA	IPR002035	SM00609;SM00327	NA	NA	G3DSA:3.40.50.410	NA	NA	PS50234;PS51468	SSF53300	PF13768;PF08487	NA	NA	NA	NA	NA	NA
EGR50025.1	mobidb-lite	NA	NA	NA	NA	NA	cd12148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR49634.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR50241.1	NA	IPR023214	NA	GO:0004615;GO:0009298	NA	G3DSA:3.40.50.1000;G3DSA:3.30.1240.20	cd02585	NA	NA	SSF56784	PF03332	NA	NA	KEGG: 00051+5.4.2.8|KEGG: 00520+5.4.2.8|MetaCyc: PWY-5659|MetaCyc: PWY-7456|MetaCyc: PWY-7586|MetaCyc: PWY-882|Reactome: R-HSA-446205	NA	TIGR01484	SFLDG01143;SFLDF00445
EGR44528.1	mobidb-lite	IPR013087	SM00355	GO:0003676	NA	G3DSA:3.30.160.60;G3DSA:3.40.50.1460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR45006.1	NA	IPR039514	NA	GO:0004553	NA	G3DSA:3.20.20.80;G3DSA:2.60.40.1180	NA	NA	NA	SSF51011;SSF51445	PF14587;PF17189	NA	NA	Reactome: R-HSA-1660662|Reactome: R-HSA-390471	NA	NA	NA
EGR46995.1	NA	IPR013216	NA	GO:0008168	NA	G3DSA:3.40.50.150	cd02440	NA	NA	SSF53335	PF08241	NA	NA	NA	NA	NA	NA
EGR50971.1	mobidb-lite	IPR018466	NA	NA	NA	NA	NA	NA	NA	NA	PF10342	NA	NA	NA	NA	NA	NA
EGR45149.1	NA	IPR027443	NA	NA	NA	G3DSA:2.60.120.330	NA	NA	NA	SSF51197	PF07350	NA	NA	NA	NA	NA	NA
EGR48470.1	mobidb-lite	IPR013897	NA	NA	NA	NA	NA	NA	NA	NA	PF08588	NA	NA	NA	NA	NA	NA
EGR48715.1	NA	IPR036259	NA	GO:0055085	NA	NA	cd06174	NA	NA	SSF103473	PF07690	NA	NA	NA	NA	NA	NA
EGR51392.1	mobidb-lite	IPR001138	SM00066;SM00906	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	G3DSA:4.10.240.10	cd00067;cd12148	PS00463	PS50048	SSF57701	PF00172	Coil	NA	NA	NA	NA	NA
EGR45437.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR47962.1	mobidb-lite	IPR008979	NA	NA	NA	G3DSA:2.60.120.470	NA	NA	PS51532	SSF49785	PF06201	NA	NA	NA	NA	NA	NA
EGR46180.1	NA	IPR020683	SM00248	GO:0005515	NA	G3DSA:1.25.40.20	NA	NA	PS50088;PS50297	SSF48403	PF12796	NA	NA	NA	NA	NA	NA
EGR44603.1	NA	IPR008758	NA	GO:0006508;GO:0008236	NA	G3DSA:3.40.50.1820	NA	NA	NA	SSF53474	PF05577	NA	NA	NA	NA	NA	NA
