Gene	interpro	GO	Pfam	SUPERFAMILY	Gene3D	ProSitePatterns	MobiDBLite	ProSiteProfiles	Coils	PRINTS	PATHWAY	CDD	Hamap	SMART	TIGRFAM	PIRSF	SFLD
RFU72663.1	IPR003107	GO:0006396;GO:0005515	PF13181	SSF48452	G3DSA:1.25.40.10	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	SM00386	NA	NA	NA
RFU73031.1	IPR028343	GO:0042132;GO:0005975;GO:0016791;GO:0042578	PF00316	SSF56655	G3DSA:3.30.540.10;G3DSA:3.40.190.80	PS00124	NA	NA	NA	PR00115	KEGG: 00010+3.1.3.11|KEGG: 00030+3.1.3.11|KEGG: 00051+3.1.3.11|KEGG: 00680+3.1.3.11|KEGG: 00710+3.1.3.11|MetaCyc: PWY-5484|Reactome: R-HSA-70263	cd00354	MF_01855	NA	NA	PIRSF500210;PIRSF000904	NA
RFU75498.1	IPR015424	GO:0019346;GO:0030170;GO:0003824	PF01053	SSF53383	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	PS00868	mobidb-lite	NA	NA	NA	Reactome: R-HSA-1614558|Reactome: R-HSA-1614603|Reactome: R-HSA-2408508	NA	NA	NA	NA	NA	NA
RFU81872.1	IPR017972	GO:0016705;GO:0055114;GO:0005506;GO:0020037;GO:0004497	PF00067	SSF48264	G3DSA:1.10.630.10	PS00086	NA	NA	NA	PR00465	NA	NA	NA	NA	NA	NA	NA
RFU75726.1	IPR036111	GO:0016491;GO:0055114	PF02615	SSF89733	G3DSA:3.30.1370.60;G3DSA:1.10.1530.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU80495.1	IPR021514	NA	PF11374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU79044.1	IPR010730	NA	PF06985	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU76526.1	IPR000195	GO:0003677	PF00566	SSF47923	G3DSA:1.10.8.270;G3DSA:1.10.472.80	NA	mobidb-lite	PS50086	NA	NA	NA	NA	NA	SM00384;SM00164	NA	NA	NA
RFU74033.1	IPR013087	GO:0003676	NA	NA	NA	PS00028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU77789.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU80013.1	IPR000426	GO:0004175;GO:0006511;GO:0019773;GO:0004298;GO:0005839;GO:0051603	PF10584;PF00227	SSF56235	G3DSA:3.60.20.10	PS00388	mobidb-lite	PS51475	NA	NA	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-75815|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	cd03755	NA	SM00948	NA	NA	NA
RFU73489.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75892.1	IPR032466	GO:0003876;GO:0032264;GO:0009168;GO:0019239	PF00962	SSF51556	G3DSA:2.30.30.800;G3DSA:3.20.20.140	PS00485	mobidb-lite	NA	NA	NA	KEGG: 00230+3.5.4.6|MetaCyc: PWY-6596|Reactome: R-HSA-74217	cd01319	NA	NA	TIGR01429	PIRSF001251	NA
RFU77053.1	IPR001086	GO:0004664;GO:0009094;GO:0004106	PF00800	SSF55021;SSF53850	G3DSA:3.30.70.260	NA	NA	PS51171;PS51671	NA	NA	KEGG: 00400+4.2.1.51|MetaCyc: PWY-7432	cd04905;cd13532	NA	NA	NA	PIRSF001500	NA
RFU81010.1	IPR036852	GO:0004252;GO:0006508	PF00082	SSF52743	G3DSA:3.40.50.200	PS00138	NA	NA	Coil	PR00723	NA	cd00306	NA	NA	NA	NA	NA
RFU81225.1	IPR022234	NA	PF12585	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
RFU81253.1	IPR029044	GO:0000030;GO:0006486;GO:0016020	PF01793	SSF53448	G3DSA:3.90.550.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU80731.1	IPR006680	GO:0016787	PF04909	SSF51556	G3DSA:3.20.20.140	NA	NA	NA	NA	NA	NA	cd01292	NA	NA	NA	NA	NA
RFU81017.1	IPR012962	GO:0006508;GO:0008233;GO:0008237	PF07998	SSF55486	G3DSA:3.40.390.10	NA	NA	NA	NA	NA	NA	cd11375	NA	NA	NA	NA	NA
RFU73933.1	IPR036259	GO:0055085	PF07690	SSF103473	G3DSA:1.20.1250.20	NA	mobidb-lite	PS50850	NA	NA	NA	cd17333	NA	NA	NA	NA	NA
RFU78683.1	IPR009311	GO:0016021	PF06140	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU73611.1	IPR000789	GO:0016538	PF01111	SSF55637	G3DSA:3.30.170.10	PS00945	mobidb-lite	NA	NA	PR00296	NA	NA	NA	SM01084	NA	NA	NA
RFU73649.1	IPR000232	GO:0003700;GO:0006355;GO:0042025;GO:0043565	PF00447	SSF46785	G3DSA:1.10.10.10	NA	mobidb-lite	NA	Coil	PR00056	NA	NA	NA	SM00415	NA	NA	NA
RFU78531.1	IPR006694	GO:0005506;GO:0008610;GO:0016491;GO:0055114	PF04116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU80142.1	IPR012340	GO:0004386;GO:0003676	PF04408;PF00271;PF07717;PF00575	SSF50249;SSF52540	G3DSA:3.40.50.300;G3DSA:2.40.50.140;G3DSA:1.20.120.1080	PS00690	mobidb-lite	PS51194;PS51192;PS50126	Coil	NA	NA	cd05684;cd17971;cd18791	NA	SM00487;SM00490;SM00847;SM00316	NA	NA	NA
RFU80883.1	IPR008152	GO:0006886;GO:0016192;GO:0005509;GO:0016491;GO:0055114;GO:0030117	PF00175;PF01602;PF13833;PF13499;PF02883	SSF48371;SSF47473;SSF49348;SSF52343	G3DSA:1.10.238.10;G3DSA:3.40.50.80;G3DSA:2.60.40.1230;G3DSA:1.25.10.10	PS00018	mobidb-lite	PS50222;PS50180	NA	NA	NA	cd00051;cd00322	NA	SM00809;SM00054	NA	NA	NA
RFU78858.1	IPR006598	NA	PF05686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SM00672	NA	NA	NA
RFU80192.1	IPR036291	NA	PF13561	SSF51735	G3DSA:3.40.50.720	NA	NA	NA	NA	PR00081	NA	NA	NA	NA	NA	NA	NA
RFU81029.1	IPR008322	NA	PF06792	NA	G3DSA:3.40.50.12030;G3DSA:3.40.50.12020	NA	NA	NA	NA	NA	NA	cd15488	NA	NA	NA	PIRSF033271	NA
RFU72536.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU79717.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	cd17282	NA	NA	NA	NA	NA
RFU71871.1	IPR020846	GO:0016021;GO:0022857;GO:0055085;GO:0016020	PF00083	SSF103473	G3DSA:1.20.1250.20	PS00216;PS00217	mobidb-lite	PS50850	NA	PR00171	Reactome: R-HSA-189200	cd17356	NA	NA	TIGR00879	NA	NA
RFU80325.1	IPR008193	GO:0003677;GO:0003899;GO:0006351;GO:0046983;GO:0005524	PF00004;PF13656	SSF55257;SSF52540	G3DSA:3.30.1360.10;G3DSA:3.40.50.300	PS01154	mobidb-lite	NA	Coil	NA	NA	cd00009;cd07029	NA	NA	NA	NA	NA
RFU80968.1	IPR011107	GO:0004865;GO:0032515	PF07491	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75707.1	IPR001763	NA	PF00581	SSF52821	G3DSA:3.40.250.10	NA	NA	PS50206	NA	NA	NA	NA	NA	SM00450	NA	NA	NA
RFU74396.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
RFU79266.1	IPR002110	GO:0005515;GO:0003824;GO:0009116	PF12796;PF00023	SSF48403;SSF53167;SSF52540	G3DSA:3.40.50.300;G3DSA:1.25.40.20	NA	NA	PS50088;PS50297	NA	NA	NA	cd09008	NA	SM00248	NA	NA	NA
RFU80131.1	IPR015943	GO:0005515	NA	SSF50969	G3DSA:2.130.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU74185.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU76154.1	IPR016487	GO:0000398;GO:0005732;GO:0000387;GO:0005681	PF01423	SSF50182	G3DSA:2.30.30.100	NA	NA	NA	NA	NA	Reactome: R-HSA-72163	cd01722	NA	SM00651	NA	PIRSF006609	NA
RFU81978.1	IPR005180	NA	PF03625	SSF103247	NA	NA	NA	NA	Coil	NA	NA	cd14797	NA	NA	NA	NA	NA
RFU72979.1	IPR024708	GO:0004096;GO:0006979;GO:0020037;GO:0055114	PF00199;PF06628	SSF56634	G3DSA:2.40.180.10	PS00438	NA	PS51402	NA	PR00067	KEGG: 00380+1.11.1.6|KEGG: 00630+1.11.1.6|Reactome: R-HSA-3299685|Reactome: R-HSA-6798695|Reactome: R-HSA-9033241|Reactome: R-HSA-9615017	cd08157	NA	SM01060	NA	PIRSF038928	NA
RFU75568.1	IPR042183	GO:0016829	PF03972	SSF103378	G3DSA:1.10.4100.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU76590.1	IPR019240	NA	PF09962	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	TIGR03833	NA	NA
RFU80640.1	IPR029071		PF02991	SSF54236	G3DSA:3.10.20.90	NA	mobidb-lite	NA	NA	NA	Reactome: R-HSA-1632852	cd16128	NA	NA	NA	NA	NA
RFU76045.1	IPR028116	NA	PF14832	SSF55331	G3DSA:3.30.429.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU72124.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU79940.1	IPR016130	GO:0004725;GO:0016311;GO:0008138;GO:0006470;GO:0016791	PF00782	SSF52799	NA	PS00383	mobidb-lite	PS50054;PS50056	NA	NA	NA	cd14521	NA	SM00195	NA	NA	NA
RFU74780.1	IPR002784	GO:0003735;GO:0005840;GO:0006412	PF01929	SSF50104	G3DSA:2.30.30.30	NA	NA	NA	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	cd06088	NA	NA	NA	NA	NA
RFU77146.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SM00029	NA	NA	NA
RFU79348.1	IPR012338	NA	PF00144	SSF56601	G3DSA:3.40.710.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU80826.1	IPR011257	GO:0003824;GO:0006281;GO:0006284	PF00730	SSF48150	G3DSA:1.10.1670.10;G3DSA:1.10.340.30	NA	mobidb-lite	NA	NA	NA	Reactome: R-HSA-110357	cd00056	NA	SM00478	NA	NA	NA
RFU80125.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
RFU82155.1	IPR002347	NA	PF13561	SSF51735	G3DSA:3.40.50.720	NA	NA	NA	NA	PR00081	NA	NA	NA	NA	NA	NA	NA
RFU74982.1	IPR018108	GO:0005347;GO:0055085	PF00153	SSF103506	G3DSA:1.50.40.10	NA	NA	PS50920	NA	PR00926	NA	NA	NA	NA	NA	NA	NA
RFU80749.1	IPR029058	NA	PF00561	SSF53474	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU77527.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU79297.1	IPR006408	GO:0005388;GO:0005524;GO:0016020;GO:0070588;GO:0016021;GO:0000166	PF00122;PF13246;PF00689;PF00690;PF08282	SSF81653;SSF81660;SSF81665;SSF56784	G3DSA:3.40.50.1000;G3DSA:1.20.1110.10;G3DSA:3.40.1110.10;G3DSA:2.70.150.10	PS00154	NA	NA	NA	PR00119;PR00120	Reactome: R-HSA-418359|Reactome: R-HSA-5578775|Reactome: R-HSA-936837	NA	NA	NA	TIGR01517;TIGR01494	NA	SFLDS00003;SFLDF00027
RFU79566.1	NA	NA	PF03999	NA	G3DSA:1.20.58.1520	NA	mobidb-lite	NA	Coil	NA	NA	cd11741	NA	NA	NA	NA	NA
RFU75313.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
RFU74922.1	IPR007568	GO:0016021	PF04479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU81596.1	IPR018491	GO:0006811;GO:0016020;GO:0022857;GO:0055085	PF03522;PF00324	NA	G3DSA:1.20.1740.10	NA	mobidb-lite	NA	Coil	NA	Reactome: R-HSA-426117	NA	NA	NA	NA	NA	NA
RFU76444.1	IPR029044	NA	PF04488	SSF53448	G3DSA:3.90.550.20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU80843.1	IPR009056	GO:0009055;GO:0020037	PF00034	SSF46626	G3DSA:1.10.760.10	NA	NA	PS51007	NA	PR00604	Reactome: R-HSA-111457|Reactome: R-HSA-111458|Reactome: R-HSA-111459|Reactome: R-HSA-111463|Reactome: R-HSA-111464|Reactome: R-HSA-2151201|Reactome: R-HSA-3299685|Reactome: R-HSA-5628897|Reactome: R-HSA-611105|Reactome: R-HSA-9627069	NA	NA	NA	NA	NA	NA
RFU72321.1	IPR000073	NA	PF00561;PF08386	SSF53474	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU73815.1	IPR002347	GO:0016491	PF13561	SSF51735	G3DSA:3.40.50.720	PS00061	NA	NA	NA	PR00081;PR00080	NA	NA	NA	NA	NA	NA	NA
RFU79655.1	IPR020904	GO:0016491	PF13561	SSF51735	G3DSA:3.40.50.720	PS00061	NA	NA	NA	PR00080;PR00081	NA	NA	NA	NA	NA	NA	NA
RFU71853.1	IPR015915	GO:0005515	PF13854;PF00651;PF13418	SSF117281;SSF54695	G3DSA:2.120.10.80	NA	mobidb-lite	PS50097	NA	NA	NA	cd18300;cd14733	NA	NA	NA	NA	NA
RFU78950.1	IPR030386	GO:0005525	PF05879	SSF52540	G3DSA:3.40.50.300	NA	mobidb-lite	PS51715	NA	NA	NA	cd01851	MF_03109	NA	NA	NA	NA
RFU79173.1	IPR029033	NA	PF00300	SSF53254	G3DSA:3.40.50.1240	NA	NA	NA	NA	NA	NA	cd07067	NA	SM00855	NA	PIRSF000709	NA
RFU72147.1	IPR011032	GO:0055114	PF00107;PF08240	SSF50129;SSF51735	G3DSA:3.90.180.10;G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	cd05285	NA	NA	NA	NA	NA
RFU81806.1	IPR036866	NA	PF00753	SSF56281	G3DSA:3.60.15.10	NA	NA	NA	NA	NA	NA	cd16276	NA	SM00849	NA	NA	NA
RFU77709.1	IPR000048	GO:0005515	NA	NA	NA	NA	mobidb-lite	PS50096	Coil	NA	NA	NA	NA	SM00015	NA	NA	NA
RFU76006.1	IPR017850	GO:0003824;GO:0008484	PF00884	SSF53649	G3DSA:3.40.720.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75383.1	IPR036291	GO:0051287;GO:0055114	PF02826	SSF51735	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU78657.1	IPR008250	GO:0000166;GO:0006812;GO:0016021;GO:0016887	PF00702;PF00122;PF12409	SSF81653;SSF81660;SSF56784;SSF81665	G3DSA:2.70.150.10;G3DSA:3.40.50.1000;G3DSA:3.40.1110.10;G3DSA:1.20.1110.10	PS00154	mobidb-lite	NA	NA	PR00119	Reactome: R-HSA-936837	cd07542	NA	NA	TIGR01494;TIGR01657	NA	NA
RFU74045.1	IPR002018	NA	PF00135	SSF53474	G3DSA:3.40.50.1820	PS00941;PS00122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75284.1	IPR013248	NA	PF08229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SM00786	NA	PIRSF029187	NA
RFU74623.1	IPR024607	GO:0003824;GO:0008484	PF00884	SSF53649	G3DSA:3.30.1120.10	PS00149	NA	NA	NA	NA	NA	cd16025	NA	NA	NA	NA	NA
RFU81394.1	IPR013785	GO:0003824;GO:0010181;GO:0016491;GO:0055114	PF00724	SSF51395	G3DSA:3.20.20.70	NA	NA	NA	NA	NA	NA	cd02933	NA	NA	NA	NA	NA
RFU79288.1	IPR001810	GO:0005515	PF12937;PF12014	SSF81383	G3DSA:1.20.1280.50	NA	mobidb-lite	PS50181	NA	NA	NA	NA	NA	SM00256	NA	NA	NA
RFU77356.1	IPR001763	NA	PF00581	SSF52821	G3DSA:3.40.250.10	NA	NA	PS50206	NA	NA	NA	NA	NA	SM00450	NA	NA	NA
RFU81915.1	IPR036259	GO:0055085	PF07690	SSF103473	G3DSA:1.20.1250.20	NA	NA	PS50850	NA	NA	NA	cd17502	NA	NA	NA	NA	NA
RFU75046.1	IPR003615	NA	PF13391	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
RFU79410.1	IPR013780	GO:0003824;GO:0004560	PF14498	SSF48208	G3DSA:2.60.40.1180;G3DSA:1.50.10.10;G3DSA:2.70.98.50	NA	NA	NA	NA	NA	KEGG: 00511+3.2.1.51|MetaCyc: PWY-6807	NA	NA	NA	NA	PIRSF007663	NA
RFU77619.1	IPR029001	GO:0047429	PF02545	SSF52972	G3DSA:3.90.950.10	NA	mobidb-lite	NA	NA	NA	KEGG: 00230+3.6.1.9|KEGG: 00240+3.6.1.9|KEGG: 00500+3.6.1.9|KEGG: 00740+3.6.1.9|KEGG: 00760+3.6.1.9|KEGG: 00770+3.6.1.9|MetaCyc: PWY-6545|MetaCyc: PWY-7184|MetaCyc: PWY-7187|MetaCyc: PWY-7206|MetaCyc: PWY-7821	cd00555	NA	NA	TIGR00172	NA	NA
RFU75334.1	IPR036291	GO:0055114;GO:0016491	PF08240;PF00107	SSF51735;SSF50129	G3DSA:3.40.50.720;G3DSA:3.90.180.10	NA	NA	NA	NA	NA	NA	cd08249	NA	SM00829	NA	NA	NA
RFU81079.1	IPR011096	GO:0004222;GO:0005615;GO:0008270	PF07504;PF02128	SSF55486	G3DSA:3.10.170.10;G3DSA:1.10.390.10;G3DSA:3.10.450.490	NA	NA	NA	NA	PR00999	NA	cd09596	NA	NA	NA	NA	NA
RFU76575.1	IPR008757	GO:0006508;GO:0008233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TIGR03296	NA	NA
RFU77835.1	IPR018620	NA	PF09792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU78970.1	IPR004254	GO:0016021	PF03006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU73573.1	IPR036890	GO:0005524;GO:0006298;GO:0030983;GO:0022904	PF01119;PF04716;PF08676	SSF55874;SSF54211;SSF118116	G3DSA:3.30.565.10;G3DSA:2.30.42.20;G3DSA:3.30.1370.100;G3DSA:3.30.230.10	PS00058	mobidb-lite	NA	NA	NA	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	cd03484;cd16926	NA	SM00853;SM01340	NA	NA	NA
RFU74231.1	IPR029058	NA	PF04389	SSF53474;SSF53187	G3DSA:3.40.50.1820;G3DSA:3.40.630.10	NA	NA	NA	NA	NA	NA	cd03879	NA	NA	NA	NA	NA
RFU76944.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
RFU74139.1	IPR000504	GO:0003676;GO:0003723	PF00076;PF00658	SSF54928;SSF63570	G3DSA:3.30.70.330;G3DSA:1.10.1900.10	NA	mobidb-lite	PS50102;PS51309	Coil	NA	NA	cd12378;cd12380;cd12381;cd12379	NA	SM00517;SM00361;SM00360	TIGR01628	NA	NA
RFU79684.1	IPR036264	GO:0016787	PF01546;PF07687	SSF55031;SSF53187	G3DSA:3.30.70.360;G3DSA:3.40.630.10	NA	NA	NA	NA	NA	NA	cd05672	NA	NA	TIGR01891	PIRSF037226	NA
RFU74856.1	IPR020846	GO:0016021;GO:0022857;GO:0055085	PF00083	SSF103473	G3DSA:1.20.1250.20	NA	NA	PS50850	NA	NA	NA	cd17356	NA	NA	NA	NA	NA
RFU74600.1	IPR027443	GO:0016491;GO:0055114	PF03171;PF14226	SSF51197	G3DSA:2.60.120.330	NA	mobidb-lite	PS51471	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU78690.1	IPR029033	NA	NA	SSF53254	G3DSA:3.40.50.1240	NA	NA	NA	NA	NA	NA	cd07040	NA	NA	NA	NA	NA
RFU75176.1	IPR013087	GO:0003676	NA	NA	G3DSA:3.30.160.60	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	SM00355	NA	NA	NA
RFU81647.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU82160.1	IPR001128	GO:0005506;GO:0016705;GO:0020037;GO:0055114	PF00067	SSF48264	G3DSA:1.10.630.10	NA	NA	NA	NA	PR00385;PR00463	NA	NA	NA	NA	NA	NA	NA
RFU77072.1	IPR018712	NA	PF09994	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU77921.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU78885.1	IPR011032	GO:0055114;GO:0016491	PF00107	SSF50129;SSF51735	G3DSA:3.40.50.720;G3DSA:3.90.180.10	NA	NA	NA	NA	NA	NA	NA	NA	SM00829	NA	NA	NA
RFU78028.1	IPR002293	GO:0016020;GO:0022857;GO:0055085	PF13520	NA	G3DSA:1.20.1740.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF006060	NA
RFU73049.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU76918.1	IPR008947	GO:0016788;GO:0003676;GO:0004519;GO:0006308	PF02265	SSF48537	G3DSA:1.10.575.10	NA	mobidb-lite	NA	NA	NA	NA	cd11010	NA	NA	NA	NA	NA
RFU73729.1	IPR027417	GO:0005515;GO:0043531;GO:0003824;GO:0009116	PF13374;PF00931;PF01048;PF13424	SSF52540;SSF48452;SSF53167	G3DSA:1.25.40.10;G3DSA:3.40.50.300	NA	NA	PS50293	NA	NA	Reactome: R-HSA-111458|Reactome: R-HSA-111459|Reactome: R-HSA-111463|Reactome: R-HSA-111464|Reactome: R-HSA-6798695|Reactome: R-HSA-6803207|Reactome: R-HSA-8953750|Reactome: R-HSA-9627069	cd09008	NA	SM00028	NA	NA	NA
RFU74235.1	IPR013154	GO:0055114	PF08240	SSF50129	G3DSA:3.90.180.10;G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75025.1	IPR005828	GO:0016021;GO:0022857;GO:0055085	PF00083	SSF103473	G3DSA:1.20.1250.20	NA	NA	PS50850	NA	NA	NA	cd17358	NA	NA	NA	NA	NA
RFU78767.1	IPR007064	NA	PF04981	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU80274.1	IPR016039	GO:0003824;GO:0004421;GO:0008299	PF01154;PF08540	SSF53901	G3DSA:3.40.47.10	PS01226	NA	NA	NA	NA	KEGG: 00072+2.3.3.10|KEGG: 00280+2.3.3.10|KEGG: 00650+2.3.3.10|KEGG: 00900+2.3.3.10|MetaCyc: PWY-6174|MetaCyc: PWY-7391|MetaCyc: PWY-7524|MetaCyc: PWY-7571|MetaCyc: PWY-922|Reactome: R-HSA-1989781	cd00827	NA	NA	TIGR01833	NA	NA
RFU81442.1	IPR008630	GO:0016021;GO:0016757	PF05637	NA	G3DSA:3.90.550.10	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU72196.1	IPR000504	GO:0003676;GO:0003723;GO:0005634;GO:0006396;GO:1990904	PF05383;PF00076	SSF54928;SSF46785	G3DSA:3.30.70.330;G3DSA:1.10.10.10	NA	mobidb-lite	PS50102;PS50961	NA	PR00302	NA	cd08029;cd12291	NA	SM00715;SM00360	NA	NA	NA
RFU76781.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PF00172;PF11951	SSF57701	G3DSA:4.10.240.10	PS00463	mobidb-lite	PS50048	Coil	NA	NA	cd00067	NA	SM00066	NA	NA	NA
RFU80742.1	IPR013083	GO:0008270	PF07576;PF13639;PF02148	SSF57850	G3DSA:3.30.40.10	NA	mobidb-lite	PS50089;PS50271	Coil	NA	Reactome: R-HSA-5673000|Reactome: R-HSA-5675221|Reactome: R-HSA-6802946|Reactome: R-HSA-6802955|Reactome: R-HSA-9649948	cd16457	NA	SM00184;SM00290	NA	NA	NA
RFU79381.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU81490.1	IPR006076	GO:0016491;GO:0055114	PF01266	SSF51905	G3DSA:3.30.9.10;G3DSA:3.50.50.60	NA	NA	NA	NA	PR00420	NA	NA	NA	NA	NA	NA	NA
RFU74165.1	IPR029209		PF14881;PF10644	SSF52490	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-380320	cd06060	NA	NA	NA	NA	NA
RFU79584.1	IPR036663	GO:0003824	PF12146;PF01557	SSF56529;SSF53474	G3DSA:3.90.850.10;G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
