Gene	MobiDBLite	interpro	GO	Gene3D	SUPERFAMILY	ProSiteProfiles	Pfam	SMART	Coils	CDD	ProSitePatterns	PRINTS	PATHWAY	TIGRFAM	Hamap	PIRSF	SFLD
PKK45795.1	mobidb-lite	IPR029044	NA	G3DSA:3.90.550.10	SSF53448	NA	PF03142	NA	NA	cd04190	NA	NA	NA	NA	NA	NA	NA
PKK48961.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK49005.1	mobidb-lite	IPR036526	GO:0006807	G3DSA:3.60.110.10	SSF56317	PS50263	PF00795	NA	NA	cd07566	NA	NA	NA	NA	NA	NA	NA
PKK53780.1	NA	IPR001312	GO:0001678;GO:0004396;GO:0005524;GO:0005536;GO:0005975;GO:0016773	G3DSA:3.30.420.40;G3DSA:3.40.367.20	SSF53067	PS51748	PF00349;PF03727	NA	NA	NA	NA	PR00475	KEGG: 00010+2.7.1.1|KEGG: 00051+2.7.1.1|KEGG: 00052+2.7.1.1|KEGG: 00500+2.7.1.1|KEGG: 00520+2.7.1.1|KEGG: 00521+2.7.1.1|KEGG: 00524+2.7.1.1|Reactome: R-HSA-70171	NA	NA	NA	NA
PKK43390.1	NA	IPR002347	NA	G3DSA:3.40.50.720	SSF51735	NA	PF00106	NA	NA	NA	NA	PR00081	NA	NA	NA	NA	NA
PKK45654.1	NA	IPR008927	GO:0055114;GO:0004665;GO:0006571;GO:0008977	G3DSA:1.10.3660.10	SSF48179;SSF51735	PS51176	PF02153	NA	NA	NA	NA	NA	KEGG: 00400+1.3.1.13	NA	NA	PIRSF036510	NA
PKK50395.1	NA	IPR000960	GO:0004499;GO:0050660;GO:0050661;GO:0055114;GO:0016491	G3DSA:3.50.50.60	SSF51905	NA	PF00743	NA	NA	NA	PS00895	PR00370	Reactome: R-HSA-70895	NA	NA	PIRSF000332	NA
PKK51411.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	cd09839	NA	NA	NA	NA	NA	NA	NA
PKK54962.1	mobidb-lite	IPR011701	GO:0055085	G3DSA:1.20.1250.20	SSF103473	PS50850	PF07690	NA	NA	cd17323	NA	NA	NA	NA	NA	NA	NA
PKK53326.1	mobidb-lite	IPR030671	GO:0005784;GO:0006886	NA	NA	NA	PF03911	NA	NA	NA	NA	NA	Reactome: R-HSA-1236974|Reactome: R-HSA-1799339|Reactome: R-HSA-9609523	NA	NA	PIRSF006398	NA
PKK52995.1	mobidb-lite	IPR016435	GO:0017183	G3DSA:3.40.50.11840;G3DSA:3.40.50.11850;G3DSA:3.40.50.11860	NA	NA	PF01866	NA	NA	NA	NA	NA	MetaCyc: PWY-6482|MetaCyc: PWY-7546|Reactome: R-HSA-5358493	TIGR00322;TIGR00272	NA	NA	SFLDF00408;SFLDS00032;SFLDG01121
PKK53952.1	NA	IPR036291	NA	G3DSA:3.40.50.720	SSF51735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK53408.1	NA	IPR002889	NA	NA	NA	PS51212	PF01822	SM00321	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK47632.1	mobidb-lite	IPR014780	GO:0001522;GO:0003723;GO:0009451;GO:0009982;GO:0006396	G3DSA:3.30.2350.10	SSF55120	NA	PF01509	NA	NA	cd02867	NA	NA	NA	NA	MF_01080	NA	NA
PKK48425.1	NA	IPR000873	GO:0003824	G3DSA:3.40.50.12780	SSF56801	NA	PF00501	NA	NA	cd05927	PS00455	NA	NA	NA	NA	NA	NA
PKK47758.1	NA	IPR002347	NA	G3DSA:3.40.50.720	SSF51735	NA	PF00106	NA	NA	NA	NA	PR00081	NA	NA	NA	NA	NA
PKK42921.1	NA	IPR032675	GO:0005515	G3DSA:3.80.10.10;G3DSA:1.25.40.10	SSF48452;SSF81383;SSF52047	PS50181	PF12937	SM00256	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK41404.1	NA	IPR020904	GO:0016491	G3DSA:3.40.50.720	SSF51735	NA	PF00106	NA	NA	cd05339	PS00061	PR00081;PR00080	NA	NA	NA	NA	NA
PKK54293.1	mobidb-lite	IPR032710	NA	G3DSA:3.10.450.50	SSF54427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK43088.1	NA	IPR004520	GO:0003924;GO:0005525;GO:0006400;GO:0005515	G3DSA:3.40.50.300;G3DSA:1.20.120.430;G3DSA:3.30.1360.120	SSF116878;SSF52540	NA	PF01926;PF12631;PF10396	NA	NA	cd04164	NA	NA	Reactome: R-HSA-6787450	TIGR00231	MF_00379	NA	NA
PKK49910.1	mobidb-lite	NA	NA	G3DSA:2.170.270.10	SSF82199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK46477.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PKK44303.1	NA	IPR000209	GO:0004252;GO:0006508;GO:0005515	G3DSA:1.25.40.20;G3DSA:3.40.50.200	SSF48403;SSF52743	PS50297	PF00082	SM00248	NA	NA	NA	PR00723	NA	NA	NA	NA	NA
PKK47586.1	NA	IPR013320	GO:0016020	G3DSA:2.60.120.200	SSF49899	PS51328	PF03388	NA	NA	cd07308	NA	NA	Reactome: R-HSA-204005|Reactome: R-HSA-5694530	NA	NA	NA	NA
PKK44924.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK50909.1	NA	IPR002194	GO:0005524;GO:0006457;GO:0051082	G3DSA:3.30.260.10;G3DSA:3.50.7.10;G3DSA:1.10.560.10	SSF48592;SSF52029;SSF54849	NA	PF00118	NA	NA	cd03335	PS00750;PS00995	PR00304	Reactome: R-HSA-389957|Reactome: R-HSA-389960|Reactome: R-HSA-390450|Reactome: R-HSA-390471|Reactome: R-HSA-6814122	TIGR02340	NA	NA	NA
PKK53924.1	mobidb-lite	IPR011701	GO:0055085	G3DSA:1.20.1250.20	SSF103473	NA	PF07690	NA	NA	cd17327	NA	NA	NA	NA	NA	NA	NA
PKK51725.1	mobidb-lite	IPR007062	GO:0004864;GO:0009966;GO:0043666	NA	NA	NA	PF04979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK45515.1	NA	IPR006941	GO:0003676	G3DSA:3.30.420.10	SSF53098	NA	PF04857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK53393.1	mobidb-lite	IPR001623	GO:0051259;GO:0001671;GO:0051087;GO:0097428	G3DSA:1.10.287.110;G3DSA:1.20.1280.20	SSF47144;SSF46565	PS50076	PF07743	SM00271	NA	cd06257	NA	NA	Reactome: R-HSA-1268020|Reactome: R-HSA-1362409	TIGR00714	NA	NA	NA
PKK47880.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK45701.1	mobidb-lite	IPR022816	GO:0000796;GO:0007076	NA	NA	NA	PF05786	NA	Coil	NA	NA	NA	Reactome: R-HSA-2514853	NA	NA	PIRSF017126	NA
PKK50841.1	NA	IPR000834	GO:0004181;GO:0006508;GO:0008270	NA	SSF53187	PS51257	PF00246	SM00631	NA	cd06228	NA	NA	NA	NA	NA	NA	NA
PKK44190.1	NA	IPR010828		G3DSA:3.30.559.30;G3DSA:3.30.559.10	SSF52777	NA	PF07247	NA	NA	NA	NA	NA	Reactome: R-HSA-389661	NA	NA	NA	NA
PKK54677.1	NA	IPR040976		NA	NA	NA	PF17667	NA	NA	NA	NA	NA	KEGG: 04150+2.7.11.1|KEGG: 04151+2.7.11.1|KEGG: 04714+2.7.11.1|KEGG: 04926+2.7.11.1|KEGG: 05163+2.7.11.1|KEGG: 05165+2.7.11.1|KEGG: 05170+2.7.11.1	NA	NA	NA	NA
PKK43408.1	NA	IPR036318	GO:0050660;GO:0009116;GO:0071949;GO:0004631;GO:0005737;GO:0006695;GO:0016491;GO:0055114	G3DSA:3.40.462.20;G3DSA:3.40.50.150;G3DSA:3.40.50.2020;G3DSA:3.30.465.40;G3DSA:3.40.50.300	SSF56176;SSF53335;SSF53271	PS51387	PF04275;PF00156;PF01565	NA	NA	cd06223	NA	NA	KEGG: 00900+2.7.4.2|MetaCyc: PWY-7391|MetaCyc: PWY-922|Reactome: R-HSA-191273|Reactome: R-HSA-2426168	NA	NA	NA	NA
PKK44086.1	NA	IPR010255	GO:0004601;GO:0006979;GO:0020037;GO:0055114	G3DSA:1.10.520.10;G3DSA:1.10.420.10	SSF48113	PS50873	PF00141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK55073.1	NA	IPR000209	GO:0004252;GO:0006508	G3DSA:3.40.50.200	SSF52743	NA	PF00082	NA	NA	cd00306	NA	PR00723	NA	NA	NA	NA	NA
PKK48920.1	mobidb-lite	IPR009604	NA	NA	NA	NA	PF06741	SM01272	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PKK52416.1	mobidb-lite	IPR001313	GO:0003723;GO:0003676	G3DSA:1.25.10.10;G3DSA:3.30.70.330	SSF54928;SSF48371	PS50302;PS50102;PS50303	PF00806;PF00076	SM00025;SM00360	NA	cd00590	NA	NA	NA	NA	NA	NA	NA
PKK46954.1	mobidb-lite	IPR006953	GO:0000139;GO:0005737;GO:0006886;GO:0048280;GO:0016192	G3DSA:1.25.10.10	SSF48371;SSF103657	NA	PF04869;PF04871	NA	Coil	NA	NA	NA	Reactome: R-HSA-162658|Reactome: R-HSA-204005|Reactome: R-HSA-6807878	NA	NA	NA	NA
PKK43111.1	NA	IPR005570	GO:0006351	G3DSA:2.40.50.140	SSF50249	NA	PF03870	SM00658	NA	NA	NA	NA	Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167160|Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167242|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-168325|Reactome: R-HSA-1834949|Reactome: R-HSA-203927|Reactome: R-HSA-427413|Reactome: R-HSA-5250924|Reactome: R-HSA-5578749|Reactome: R-HSA-5601884|Reactome: R-HSA-5617472|Reactome: R-HSA-674695|Reactome: R-HSA-6781823|Reactome: R-HSA-6781827|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-6796648|Reactome: R-HSA-6803529|Reactome: R-HSA-6807505|Reactome: R-HSA-72086|Reactome: R-HSA-72163|Reactome: R-HSA-72165|Reactome: R-HSA-72203|Reactome: R-HSA-73762|Reactome: R-HSA-73772|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-73780|Reactome: R-HSA-73863|Reactome: R-HSA-73980|Reactome: R-HSA-749476|Reactome: R-HSA-75953|Reactome: R-HSA-75955|Reactome: R-HSA-76042|Reactome: R-HSA-76061|Reactome: R-HSA-76066|Reactome: R-HSA-76071|Reactome: R-HSA-77075|Reactome: R-HSA-8851708|Reactome: R-HSA-9018519	NA	NA	PIRSF000779	NA
PKK41303.1	mobidb-lite	IPR014001	GO:0005524	G3DSA:3.40.50.10810;G3DSA:3.40.50.300	SSF52540	PS51192;PS51194	PF00271;PF00176	SM00490;SM00487	Coil	cd18793;cd18008	NA	NA	NA	NA	NA	NA	NA
PKK41657.1	NA	IPR038237	GO:0003723;GO:0003735;GO:0005840;GO:0006412	G3DSA:2.40.50.740;G3DSA:3.10.290.40;G3DSA:2.30.30.30	NA	PS50889	PF16121;PF00900;PF08071;PF00467	SM00363	NA	cd06087;cd00165	PS00528	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	MF_00485	PIRSF002116	NA
PKK45397.1	NA	IPR002871	GO:0005506;GO:0016226;GO:0051536	G3DSA:3.90.1010.10	SSF82649	NA	PF01592	NA	NA	cd06664	NA	NA	Reactome: R-HSA-1362409	TIGR01999	NA	NA	NA
PKK51473.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK52997.1	mobidb-lite	IPR007696	GO:0005524;GO:0006298;GO:0030983	G3DSA:3.30.420.110;G3DSA:1.10.1420.10;G3DSA:3.40.1170.10;G3DSA:3.40.50.300	SSF55271;SSF48334;SSF52540;SSF53150	NA	PF05192;PF00488;PF05190;PF01624;PF05188	SM00533;SM00534	Coil	NA	PS00486	NA	Reactome: R-HSA-5632928	NA	NA	PIRSF037677	NA
PKK50758.1	NA	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	G3DSA:4.10.240.10	SSF57701	PS50048	PF00172;PF04082	SM00066;SM00906	Coil	cd00067;cd12148	PS00463	NA	NA	NA	NA	NA	NA
PKK46324.1	NA	IPR016040	NA	G3DSA:3.90.25.10;G3DSA:3.40.50.720	SSF51735	NA	PF13460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK47161.1	NA	IPR011990	GO:0005515;GO:0043531	G3DSA:3.40.50.300;G3DSA:1.25.40.10	SSF48452;SSF52540	PS50005;PS50293	PF00931;PF13424	SM00028	NA	NA	NA	NA	Reactome: R-HSA-111458|Reactome: R-HSA-111459|Reactome: R-HSA-111463|Reactome: R-HSA-111464|Reactome: R-HSA-6798695|Reactome: R-HSA-6803207|Reactome: R-HSA-8953750|Reactome: R-HSA-9627069	NA	NA	NA	NA
PKK53021.1	mobidb-lite	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	G3DSA:4.10.240.10	SSF57701	PS50048	PF00172;PF11951	SM00066	NA	cd00067	PS00463	NA	NA	NA	NA	NA	NA
PKK45547.1	NA	IPR036265	GO:0003824	G3DSA:3.30.428.10	SSF54197	PS51084	PF11969	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PKK51084.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK41489.1	mobidb-lite	IPR011057	GO:0016846	G3DSA:2.170.150.70	SSF51316	NA	PF04828	NA	NA	NA	NA	NA	KEGG: 00680+4.4.1.22|MetaCyc: PWY-1801	NA	NA	NA	NA
PKK46549.1	mobidb-lite	IPR011993	NA	G3DSA:2.30.29.30;G3DSA:1.20.1270.60	SSF103657;SSF50729	PS50003	NA	SM00233	Coil	cd13311	NA	NA	NA	NA	NA	NA	NA
PKK52473.1	NA	IPR000717		G3DSA:1.25.40.570	SSF46785	PS50250	PF01399;PF10602	SM00088;SM00753	NA	NA	NA	NA	Reactome: R-HSA-8951664	NA	NA	NA	NA
PKK42835.1	NA	IPR014710	GO:0033609;GO:0045735	G3DSA:2.60.120.10	SSF51182	NA	PF00190	SM00835	NA	NA	NA	NA	KEGG: 00630+4.1.1.2|MetaCyc: PWY-6698	TIGR03404	NA	NA	NA
PKK41504.1	NA	IPR034105	GO:0000398;GO:0000956	G3DSA:2.30.30.100	SSF50182	NA	PF01423	SM00651	NA	cd01730	NA	NA	Reactome: R-HSA-430039|Reactome: R-HSA-72163	NA	NA	NA	NA
PKK50478.1	NA	IPR018170	GO:0016491;GO:0055114	G3DSA:3.20.20.100	SSF51430	NA	PF00248	NA	NA	cd06660	PS00798	PR00069	NA	NA	NA	PIRSF000097	NA
PKK47127.1	mobidb-lite	IPR008942	GO:0005849;GO:0006369;GO:0006378;GO:0006379	G3DSA:1.25.40.90	SSF48464	PS51391	PF11526	SM00582	NA	cd16982	NA	NA	NA	NA	NA	NA	NA
PKK45166.1	NA	IPR002347	NA	G3DSA:3.40.50.720	SSF51735	NA	PF00106	NA	NA	cd05374	NA	PR00080;PR00081	NA	NA	NA	NA	NA
PKK49817.1	NA	IPR008928	GO:0003824	G3DSA:1.50.10.10	SSF48208	NA	PF00723	NA	NA	NA	NA	NA	Reactome: R-HSA-70221	NA	NA	NA	NA
PKK50163.1	NA	IPR018247	GO:0005509	G3DSA:1.10.238.10	SSF47473	PS50222	NA	NA	NA	NA	PS00018	NA	NA	NA	NA	NA	NA
PKK41619.1	NA	IPR013154	GO:0055114;GO:0008270;GO:0016491;GO:0006069;GO:0051903	G3DSA:3.40.50.720;G3DSA:3.90.180.10	SSF51735;SSF50129	NA	PF08240;PF00107	SM00829	NA	cd08300	PS00059	NA	Reactome: R-HSA-71384	TIGR02818	NA	NA	NA
PKK48839.1	NA	IPR003663	GO:0016020;GO:0022857;GO:0055085;GO:0016021	G3DSA:1.20.1250.20	SSF103473	PS50850	PF00083	NA	NA	cd17356	PS00217	NA	Reactome: R-HSA-189200	TIGR00879	NA	NA	NA
PKK47244.1	NA	IPR036291	GO:0055114;GO:0016491	G3DSA:3.90.180.10;G3DSA:3.40.50.720	SSF51735;SSF50129	NA	PF00107;PF08240	SM00829	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK41541.1	mobidb-lite	IPR013083	GO:0008270	G3DSA:3.30.40.10	NA	PS51044	PF02891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK42032.1	mobidb-lite	IPR008011	NA	NA	NA	NA	PF05347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK38600.1	NA	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	G3DSA:4.10.240.10	SSF57701	PS50048	PF00172	SM00066	NA	cd00067	PS00463	NA	NA	NA	NA	NA	NA
PKK46968.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK47162.1	NA	IPR029058	NA	G3DSA:3.40.50.1820	SSF53474	NA	PF05057	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK44152.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK43254.1	NA	IPR008266	GO:0004672;GO:0006468	G3DSA:3.90.1200.10	SSF56112	NA	PF01636	NA	NA	cd05120	PS00109	NA	NA	NA	NA	NA	NA
PKK46213.1	NA	IPR029058	GO:0006629	G3DSA:3.40.50.1820	SSF53474	NA	PF01764	NA	NA	cd00519	NA	NA	Reactome: R-HSA-426048	NA	NA	NA	NA
PKK47348.1	mobidb-lite	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	G3DSA:4.10.240.10	SSF57701	PS50048	PF00172;PF04082	SM00066	NA	cd00067;cd12148	PS00463	NA	NA	NA	NA	NA	NA
PKK41765.1	NA	IPR021765	GO:0043386	NA	NA	NA	PF11807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK51095.1	mobidb-lite	IPR037516	GO:0035556	G3DSA:3.40.50.11500	SSF57889	PS50211;PS50081	PF02141;PF03456;PF03455	SM00800;SM00801;SM00109;SM00799	NA	NA	NA	NA	Reactome: R-HSA-8876198	NA	NA	NA	NA
PKK55083.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK47125.1	NA	IPR024790		NA	SSF69322	NA	PF12896;PF12894	NA	NA	NA	NA	NA	Reactome: R-HSA-141430|Reactome: R-HSA-174048|Reactome: R-HSA-174084|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-176407|Reactome: R-HSA-176408|Reactome: R-HSA-176409|Reactome: R-HSA-176412|Reactome: R-HSA-179409|Reactome: R-HSA-2467813|Reactome: R-HSA-2559582|Reactome: R-HSA-69017|Reactome: R-HSA-983168	NA	NA	NA	NA
PKK48649.1	NA	IPR007204	GO:0005856;GO:0005885;GO:0030833;GO:0034314	G3DSA:1.10.1760.10	SSF69060	NA	PF04062	NA	NA	NA	NA	NA	Reactome: R-HSA-2029482|Reactome: R-HSA-3928662|Reactome: R-HSA-5663213|Reactome: R-HSA-8856828	NA	NA	PIRSF016315	NA
PKK54143.1	NA	IPR008949	NA	G3DSA:1.10.600.10	SSF48576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK54761.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK50459.1	mobidb-lite	IPR013906	GO:0003743;GO:0005737;GO:0005852	G3DSA:1.10.246.60	NA	NA	PF08597	NA	NA	NA	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706	NA	MF_03009	NA	NA
PKK40940.1	NA	IPR029058	NA	G3DSA:3.40.50.1820	SSF53474	NA	PF00561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK55080.1	mobidb-lite	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	G3DSA:4.10.240.10	SSF57701	PS50048	PF00172;PF11951	SM00066	NA	cd00067	PS00463	NA	NA	NA	NA	NA	NA
PKK41516.1	mobidb-lite	IPR013889	NA	NA	NA	NA	PF08580	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PKK55111.1	mobidb-lite	IPR026705	NA	NA	NA	NA	PF12722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK51061.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK50618.1	mobidb-lite	IPR013861	GO:0006890;GO:0016021	NA	SSF144091	NA	PF08551	SM01160	NA	NA	NA	NA	Reactome: R-HSA-6807878	NA	NA	NA	NA
PKK41091.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK48107.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK44146.1	mobidb-lite	IPR007308		G3DSA:1.25.40.820	NA	PS51479	PF04181	NA	NA	NA	NA	NA	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16|KEGG: 05235+3.1.3.16|Reactome: R-HSA-6807505	NA	NA	NA	NA
PKK53658.1	NA	IPR010730	NA	NA	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK53387.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK45507.1	NA	IPR001155	GO:0010181;GO:0016491;GO:0055114;GO:0003824	G3DSA:3.20.20.70	SSF51395	NA	PF00724	NA	NA	cd04733	NA	NA	NA	NA	NA	NA	NA
PKK48581.1	NA	IPR006035	GO:0046872;GO:0016813	G3DSA:3.40.800.10	SSF52768	PS51409	PF00491	NA	NA	cd11592	PS01053	PR00116	KEGG: 00330+3.5.3.11|MetaCyc: PWY-40|MetaCyc: PWY-6305|Reactome: R-HSA-351143	TIGR01230	NA	PIRSF036979	NA
PKK54071.1	mobidb-lite	IPR019711	GO:0000276;GO:0015986	NA	NA	NA	PF10775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK50730.1	NA	IPR042044	GO:0005783;GO:0048193	G3DSA:1.20.58.670	NA	PS51386	PF04437	NA	Coil	NA	NA	NA	Reactome: R-HSA-1445148|Reactome: R-HSA-264876|Reactome: R-HSA-5620916	NA	NA	NA	NA
PKK43811.1	NA	IPR011234	GO:0003824	G3DSA:3.90.850.10	SSF56529	NA	PF01557	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK48249.1	NA	IPR029033	NA	G3DSA:3.40.50.1240	SSF53254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK51287.1	NA	IPR021765	GO:0043386	NA	NA	NA	PF11807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK45612.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK52239.1	mobidb-lite	IPR010582	GO:0004096;GO:0006979;GO:0020037;GO:0055114	G3DSA:1.20.1370.20;G3DSA:2.40.180.10;G3DSA:3.40.50.880	SSF56634;SSF52317	PS51402	PF06628;PF00199;PF18011	SM01060	NA	cd03132	PS00438;PS00437	PR00067	KEGG: 00380+1.11.1.6|KEGG: 00630+1.11.1.6|Reactome: R-HSA-3299685|Reactome: R-HSA-6798695|Reactome: R-HSA-9033241|Reactome: R-HSA-9615017	NA	NA	PIRSF038927	NA
PKK44830.1	NA	IPR001661	GO:0004555;GO:0005991;GO:0003824	G3DSA:1.50.10.10	SSF48208	NA	PF01204	NA	NA	NA	PS00928	PR00744	KEGG: 00500+3.2.1.28|Reactome: R-HSA-189085	NA	NA	NA	NA
PKK50029.1	mobidb-lite	IPR001810	GO:0005515	G3DSA:3.80.10.10	SSF81383;SSF52047	NA	PF12937;PF13516	SM00367	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK40755.1	mobidb-lite	IPR001683	GO:0035091	G3DSA:3.30.1520.10;G3DSA:1.20.1270.60	SSF103657;SSF64268	PS50195	PF00787	SM00312	Coil	cd06863;cd07628	NA	NA	NA	NA	NA	NA	NA
PKK52148.1	mobidb-lite	IPR000719	GO:0004672;GO:0005524;GO:0006468;GO:0004674	G3DSA:3.30.200.20;G3DSA:1.10.510.10	SSF56112	PS50011;PS51285	PF00069;PF00433	SM00133;SM00220	NA	cd11651	PS00107;PS00108	NA	NA	NA	NA	NA	NA
PKK47976.1	NA	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	G3DSA:4.10.240.10	SSF57701	PS50048	PF00172	SM00066	NA	cd00067	PS00463	NA	NA	NA	NA	NA	NA
PKK48844.1	mobidb-lite	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	G3DSA:4.10.240.10	SSF57701	PS50048	PF00172	SM00066	NA	cd00067	PS00463	NA	NA	NA	NA	NA	NA
PKK42948.1	NA	IPR013830	NA	G3DSA:3.40.50.1110	SSF52266	NA	PF13472	NA	NA	cd01838	NA	NA	NA	NA	NA	NA	NA
PKK43555.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK45538.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PKK47309.1	NA	IPR036396	GO:0005506;GO:0016705;GO:0020037;GO:0055114	G3DSA:1.10.630.10	SSF48264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK51906.1	NA	IPR015889	GO:0005506;GO:0016702;GO:0055114;GO:0009712;GO:0018576;GO:0003824;GO:0006725;GO:0008199	G3DSA:2.60.130.10	SSF49482	NA	PF04444;PF00775	NA	Coil	cd03461	NA	NA	NA	NA	NA	NA	NA
PKK48306.1	mobidb-lite	IPR000467	GO:0003676	NA	NA	PS50174	PF01585;PF13821	SM01173;SM00443	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PKK53782.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK42114.1	mobidb-lite	NA	NA	G3DSA:1.20.58.340	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
